,Season,Player,G,MP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,is_mvp
258,1999,Michelle Edwards,31,745,28,88,245,0.359,15,69,0.217,73,176,0.415,45,65,0.692,6,72,81,26,8,72,58,236,9.9,0.431,0.39,0.282,0.265,1.1,6.2,22.6,2.0,0.9,20.8,22.5,81.0,99.0,-1.1,0.6,-0.4,-0.024,0
259,1999,Tonya Edwards,32,1031,32,165,462,0.357,66,192,0.344,99,270,0.367,79,98,0.806,15,112,84,27,13,68,104,475,15.6,0.47,0.429,0.416,0.212,1.8,7.3,19.5,1.6,1.3,11.9,28.0,94.0,98.0,1.0,1.0,2.1,0.081,0
260,1999,Shalonda Enis,29,844,26,83,228,0.364,11,40,0.275,72,188,0.383,39,57,0.684,53,157,47,23,4,60,82,216,9.5,0.427,0.388,0.175,0.25,8.6,12.0,11.4,1.6,0.4,19.2,18.0,86.0,100.0,-0.4,0.7,0.3,0.013,0
261,1999,Trisha Fallon,26,281,0,24,80,0.3,6,17,0.353,18,63,0.286,23,31,0.742,9,22,22,11,6,16,30,77,9.8,0.411,0.338,0.213,0.388,4.0,5.2,15.9,2.3,2.1,14.6,19.7,87.0,99.0,-0.1,0.3,0.2,0.024,0
262,1999,Allison Feaster,32,410,4,51,103,0.495,21,57,0.368,30,46,0.652,39,57,0.684,28,58,32,15,7,28,51,162,18.7,0.632,0.597,0.553,0.553,8.5,8.7,13.9,2.0,1.4,17.9,17.4,117.0,99.0,1.6,0.3,1.9,0.19,0
263,1999,Ukari Figgs,22,330,10,30,82,0.366,14,47,0.298,16,35,0.457,21,24,0.875,8,35,32,15,0,31,27,95,11.0,0.513,0.451,0.573,0.293,3.0,6.5,16.3,2.5,0.0,25.1,17.2,92.0,99.0,0.1,0.3,0.4,0.053,0
264,1999,Kristin Folkl,32,518,1,67,140,0.479,2,14,0.143,65,126,0.516,21,39,0.538,41,116,23,14,12,23,68,157,15.3,0.499,0.486,0.1,0.279,10.0,15.0,9.9,1.6,2.3,12.8,17.5,100.0,95.0,0.8,0.8,1.6,0.121,0
265,1999,Kisha Ford,8,45,0,1,5,0.2,0,1,0.0,1,4,0.25,2,2,1.0,4,6,0,2,2,1,10,4,4.5,0.34,0.2,0.2,0.4,11.5,8.7,0.0,2.5,3.9,14.5,7.3,90.0,99.0,0.0,0.0,0.0,0.039,0
266,1999,Toni Foster,10,42,0,7,12,0.583,0,0,,7,12,0.583,11,16,0.688,4,8,1,0,1,4,6,25,24.1,0.657,0.583,0.0,1.333,11.9,12.1,5.6,0.0,2.0,17.4,26.2,116.0,102.0,0.2,0.0,0.3,0.239,0
267,1999,La'Keshia Frett,31,658,18,77,161,0.478,0,0,,77,161,0.478,34,43,0.791,48,94,64,9,5,26,42,188,15.0,0.522,0.478,0.0,0.267,9.1,8.8,17.1,0.7,0.6,12.6,14.3,114.0,103.0,2.0,0.2,2.2,0.131,0
268,1999,Jennifer Gillom,32,1095,32,163,428,0.381,18,72,0.25,145,356,0.407,141,177,0.797,53,184,54,37,7,87,105,485,15.4,0.479,0.402,0.168,0.414,6.1,10.7,11.0,1.9,0.5,14.7,25.9,96.0,98.0,1.4,1.2,2.6,0.094,0
269,1999,Adrienne Goodson,32,1068,31,182,427,0.426,13,53,0.245,169,374,0.452,99,129,0.767,71,138,87,27,8,98,76,476,15.6,0.492,0.441,0.124,0.302,8.6,8.3,17.0,1.4,0.7,16.8,25.0,97.0,108.0,1.6,-0.5,1.1,0.043,0
270,1999,Yolanda Griffith,29,979,29,200,370,0.541,0,1,0.0,200,369,0.542,145,235,0.617,141,329,45,73,54,66,91,545,31.9,0.576,0.541,0.003,0.635,17.1,20.6,10.0,4.0,4.7,12.2,24.4,117.0,87.0,5.3,2.8,8.1,0.33,1
271,1999,Lady Grooms,32,450,1,27,72,0.375,0,2,0.0,27,70,0.386,44,63,0.698,23,54,39,11,2,36,21,98,9.6,0.491,0.375,0.028,0.875,6.1,7.4,14.4,1.3,0.4,26.5,13.4,93.0,100.0,0.2,0.3,0.5,0.046,0
272,1999,Gordana Grubin,32,708,18,96,237,0.405,40,93,0.43,56,144,0.389,52,68,0.765,17,71,90,24,2,53,53,284,16.8,0.532,0.489,0.392,0.287,3.0,6.2,23.0,1.8,0.2,16.6,20.7,105.0,100.0,1.8,0.5,2.3,0.132,0
273,1999,Wanda Guyton,11,98,0,4,17,0.235,0,0,,4,17,0.235,13,16,0.813,8,26,2,2,2,10,21,21,5.2,0.437,0.235,0.0,0.941,9.7,16.8,3.6,1.1,1.7,29.4,16.2,78.0,95.0,-0.2,0.2,0.0,0.001,0
274,1999,Becky Hammon,30,202,0,27,64,0.422,11,38,0.289,16,26,0.615,15,17,0.882,2,19,17,6,0,24,27,80,12.0,0.56,0.508,0.594,0.266,1.3,6.4,17.6,1.7,0.0,25.1,23.5,92.0,97.0,0.1,0.3,0.3,0.069,0
275,1999,Kym Hampton,32,856,32,112,260,0.431,1,2,0.5,111,258,0.43,68,91,0.747,61,179,22,22,18,51,110,293,14.1,0.488,0.433,0.008,0.35,9.3,14.2,5.3,1.5,2.0,14.5,20.4,97.0,94.0,1.0,1.5,2.5,0.118,0
276,1999,Lisa Harrison,32,828,23,81,171,0.474,1,10,0.1,80,161,0.497,30,44,0.682,47,130,53,23,5,35,65,193,12.4,0.507,0.477,0.058,0.257,7.1,10.0,12.9,1.6,0.5,15.5,13.0,103.0,100.0,1.2,0.7,1.9,0.093,0
277,1999,Kristi Harrower,32,666,3,36,99,0.364,12,43,0.279,24,56,0.429,59,73,0.808,9,63,96,25,4,45,45,143,13.0,0.545,0.424,0.434,0.737,1.7,6.0,26.6,2.1,0.5,25.6,12.7,104.0,99.0,1.1,0.6,1.7,0.1,0
278,1999,Tracy Henderson,27,308,0,27,87,0.31,0,0,,27,87,0.31,17,29,0.586,28,79,9,9,20,25,45,71,8.3,0.356,0.31,0.0,0.333,12.1,16.5,5.7,1.6,5.6,20.0,19.6,72.0,94.0,-0.8,0.5,-0.3,-0.035,0
279,1999,Sonja Henning,32,798,32,52,117,0.444,13,41,0.317,39,76,0.513,11,18,0.611,22,80,74,34,7,29,60,128,11.1,0.512,0.5,0.35,0.154,3.8,6.6,15.7,2.4,0.7,18.8,9.4,108.0,96.0,1.2,1.2,2.4,0.12,0
280,1999,Chamique Holdsclaw,31,1061,30,202,462,0.437,5,29,0.172,197,433,0.455,116,150,0.773,74,246,74,37,27,108,67,525,21.1,0.497,0.443,0.063,0.325,9.5,15.0,17.6,2.0,2.1,17.0,29.1,96.0,96.0,1.6,1.5,3.1,0.117,0
281,1999,Kedra Holland-Corn,32,1034,32,123,321,0.383,57,167,0.341,66,154,0.429,76,108,0.704,24,68,51,62,10,72,100,379,13.0,0.514,0.472,0.52,0.336,2.8,4.0,9.1,3.2,0.8,16.3,18.9,100.0,97.0,1.6,1.3,2.9,0.111,0
282,1999,Jennifer Howard,4,15,0,0,4,0.0,0,3,0.0,0,1,0.0,0,0,,0,0,0,0,0,3,2,0,-25.6,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,42.9,22.6,0.0,108.0,-0.2,0.0,-0.2,-0.633,0
283,1999,Dalma Ivanyi,14,67,1,4,12,0.333,0,4,0.0,4,8,0.5,3,4,0.75,3,5,7,4,0,11,18,11,-1.2,0.4,0.333,0.333,0.333,5.8,4.8,17.7,3.2,0.0,44.4,16.9,61.0,105.0,-0.3,0.0,-0.3,-0.166,0
284,1999,Tammy Jackson,28,382,0,24,58,0.414,1,1,1.0,23,57,0.404,25,35,0.714,45,91,7,15,20,26,75,74,10.9,0.504,0.422,0.017,0.603,16.4,15.6,3.1,2.3,4.4,26.2,12.7,97.0,91.0,0.3,0.8,1.2,0.123,0
285,1999,Adrienne Johnson,29,224,0,25,62,0.403,1,8,0.125,24,54,0.444,6,9,0.667,12,28,14,5,2,14,21,57,9.1,0.432,0.411,0.129,0.145,7.0,8.2,12.4,1.3,0.8,17.5,17.1,88.0,102.0,0.0,0.1,0.1,0.01,0
286,1999,LaTonya Johnson,31,718,18,66,181,0.365,24,82,0.293,42,99,0.424,47,58,0.81,14,54,50,21,8,40,65,203,10.2,0.491,0.431,0.453,0.32,2.5,4.8,12.5,1.6,1.0,16.2,15.7,98.0,107.0,0.8,-0.3,0.5,0.029,0
287,1999,Niesa Johnson,31,296,0,15,50,0.3,6,23,0.261,9,27,0.333,11,12,0.917,3,18,43,10,2,27,19,47,7.2,0.425,0.36,0.46,0.24,1.5,4.1,25.6,2.0,0.6,32.8,14.2,80.0,102.0,-0.4,0.1,-0.2,-0.03,0
288,1999,Shannon Johnson,32,1147,32,151,338,0.447,40,110,0.364,111,228,0.487,105,153,0.686,44,150,141,54,12,121,79,447,18.3,0.551,0.506,0.325,0.453,5.0,8.6,25.4,2.7,0.9,23.0,22.0,100.0,98.0,2.3,1.2,3.5,0.121,0
289,1999,Vickie Johnson,32,1082,32,165,394,0.419,25,71,0.352,140,323,0.433,72,86,0.837,43,142,106,44,1,65,77,427,18.0,0.494,0.451,0.18,0.218,5.2,8.9,21.3,2.4,0.1,13.1,22.8,103.0,95.0,2.6,1.6,4.2,0.156,0
290,1999,Kellie Jolly Harper,1,4,0,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,2,0,0,-19.3,,,,,0.0,0.0,41.8,0.0,0.0,100.0,24.3,20.0,109.0,-0.1,0.0,-0.1,-0.716,0
291,1999,Merlakia Jones,32,853,8,141,325,0.434,5,18,0.278,136,307,0.443,60,78,0.769,47,122,51,41,5,66,81,347,15.6,0.483,0.442,0.055,0.24,7.3,9.2,13.8,2.7,0.5,15.5,24.2,93.0,98.0,0.6,0.9,1.5,0.069,0
292,1999,Andrea Kuklova,5,13,0,0,3,0.0,0,0,,0,3,0.0,0,0,,0,0,0,0,0,1,2,0,-17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.7,0.0,108.0,-0.1,0.0,-0.1,-0.387,0
293,1999,Venus Lacy,17,111,0,10,24,0.417,0,0,,10,24,0.417,12,15,0.8,7,20,1,3,4,14,24,32,6.5,0.523,0.417,0.0,0.625,8.2,12.2,1.7,1.6,3.5,31.4,19.9,80.0,94.0,-0.2,0.2,0.0,0.01,0
294,1999,Monica Lamb,3,36,0,4,10,0.4,0,0,,4,10,0.4,5,6,0.833,3,6,0,0,2,1,6,13,14.9,0.514,0.4,0.0,0.6,11.6,10.9,0.0,0.0,4.7,7.3,18.5,114.0,98.0,0.1,0.0,0.2,0.186,0
295,1999,MerleLynn Lange-Harris,1,3,0,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,1,0,6.2,,,,,0.0,42.4,0.0,0.0,0.0,,0.0,,74.0,0.0,0.0,0.0,0.197,0
296,1999,Krystyna Lara,25,204,0,23,68,0.338,10,33,0.303,13,35,0.371,6,6,1.0,1,13,23,10,2,36,29,62,3.5,0.439,0.412,0.485,0.088,0.6,4.1,21.0,2.7,0.9,33.8,24.0,69.0,105.0,-0.8,0.0,-0.8,-0.158,0
297,1999,Lisa Leslie,32,930,32,182,390,0.467,22,52,0.423,160,338,0.473,114,156,0.731,72,248,56,36,49,94,136,500,22.8,0.545,0.495,0.133,0.4,9.7,16.5,12.2,2.1,4.4,17.0,27.2,102.0,92.0,2.5,1.9,4.4,0.19,0
298,1999,Andrea Lloyd-Curry,32,899,31,75,200,0.375,30,90,0.333,45,110,0.409,34,45,0.756,38,138,91,30,12,62,92,214,12.1,0.487,0.45,0.45,0.225,5.3,10.3,20.5,2.0,1.3,22.0,15.8,93.0,97.0,0.5,1.2,1.7,0.074,0
299,1999,Rebecca Lobo,1,1,1,0,0,,0,0,,0,0,,0,0,,1,1,0,0,0,1,0,0,-20.1,,,,,100.0,67.8,0.0,0.0,0.0,100.0,49.6,39.0,105.0,0.0,0.0,0.0,-1.148,0
300,1999,Mwadi Mabika,32,938,28,125,336,0.372,41,146,0.281,84,190,0.442,56,78,0.718,42,153,111,44,15,57,100,347,16.7,0.469,0.433,0.435,0.232,5.6,10.1,21.4,2.5,1.3,13.3,20.9,101.0,96.0,1.8,1.3,3.1,0.132,0
301,1999,Clarisse Machanguana,28,245,0,24,49,0.49,0,0,,24,49,0.49,26,36,0.722,16,51,10,8,3,14,34,74,14.1,0.571,0.49,0.0,0.735,8.1,12.8,6.9,1.8,1.0,17.8,14.7,109.0,97.0,0.6,0.3,0.9,0.144,0
302,1999,Sharon Manning,32,521,6,57,113,0.504,1,1,1.0,56,112,0.5,24,46,0.522,37,114,17,28,4,27,51,139,14.9,0.522,0.509,0.009,0.407,10.2,14.8,6.4,3.2,0.7,16.8,15.7,98.0,95.0,0.6,0.8,1.4,0.109,0
303,1999,Rhonda Mapp,30,790,26,118,236,0.5,1,9,0.111,117,227,0.515,49,68,0.721,48,193,56,25,13,60,102,286,17.5,0.538,0.502,0.038,0.288,8.7,16.5,15.2,1.9,1.4,18.4,21.1,99.0,95.0,1.3,1.2,2.5,0.126,0
304,1999,Monica Maxwell,20,141,0,11,50,0.22,7,33,0.212,4,17,0.235,5,9,0.556,3,22,10,5,1,11,9,34,4.7,0.315,0.29,0.66,0.18,2.9,10.1,14.0,2.0,0.6,16.9,22.4,68.0,98.0,-0.5,0.2,-0.3,-0.098,0
305,1999,Stephanie White,30,563,5,53,130,0.408,23,65,0.354,30,65,0.462,30,33,0.909,16,49,52,19,2,38,47,159,12.8,0.55,0.496,0.5,0.254,4.1,5.9,17.7,2.0,0.3,20.8,16.6,101.0,102.0,0.9,0.3,1.1,0.08,0
306,1999,Suzie McConnell Serio,18,511,18,36,98,0.367,20,60,0.333,16,38,0.421,16,19,0.842,4,43,76,10,2,54,31,108,8.6,0.508,0.469,0.612,0.194,1.0,5.4,28.2,1.1,0.3,33.7,15.2,84.0,102.0,-0.4,0.2,-0.2,-0.013,0
307,1999,Nikki McCray,32,1043,32,193,455,0.424,46,153,0.301,147,302,0.487,129,160,0.806,35,86,78,34,1,107,86,561,18.7,0.534,0.475,0.336,0.352,4.6,5.3,18.6,1.9,0.1,16.9,29.4,100.0,103.0,2.6,0.3,2.9,0.111,0
308,1999,Carla McGhee,30,234,0,15,47,0.319,0,0,,15,47,0.319,15,18,0.833,22,46,8,8,3,22,38,45,5.7,0.41,0.319,0.0,0.383,12.2,12.9,6.2,1.9,1.1,28.6,15.8,78.0,99.0,-0.4,0.2,-0.1,-0.024,0
309,1999,Taj McWilliams-Franklin,32,1042,32,153,319,0.48,20,45,0.444,133,274,0.485,94,141,0.667,81,239,51,57,38,80,96,420,21.3,0.551,0.511,0.141,0.442,10.1,15.0,10.5,3.1,3.2,17.4,21.3,104.0,93.0,2.6,1.9,4.6,0.175,0
310,1999,Chasity Melvin,32,709,9,95,217,0.438,1,1,1.0,94,216,0.435,68,98,0.694,53,127,38,20,22,42,93,259,15.9,0.498,0.44,0.005,0.452,10.0,11.6,11.5,1.6,2.7,13.9,20.7,100.0,98.0,1.2,0.7,1.9,0.109,0
311,1999,DeLisha Milton-Jones,32,835,32,125,236,0.53,0,1,0.0,125,235,0.532,68,86,0.791,60,176,50,47,17,71,112,318,18.3,0.581,0.53,0.004,0.364,9.0,13.0,11.1,3.1,1.7,20.6,18.9,104.0,94.0,1.9,1.4,3.4,0.16,0
312,1999,Penny Moore,4,19,0,1,3,0.333,0,0,,1,3,0.333,0,0,,1,1,0,0,1,4,1,2,-8.2,0.333,0.333,0.0,0.0,7.2,3.4,0.0,0.0,4.3,57.1,17.9,33.0,107.0,-0.2,0.0,-0.2,-0.356,0
313,1999,Yolanda Moore,23,114,0,10,21,0.476,0,1,0.0,10,20,0.5,6,12,0.5,4,13,1,4,0,13,21,26,2.2,0.495,0.476,0.048,0.571,4.6,7.5,1.7,2.0,0.0,33.1,16.6,70.0,101.0,-0.3,0.1,-0.2,-0.075,0
314,1999,Andrea Nagy,32,947,32,54,132,0.409,9,33,0.273,45,99,0.455,45,59,0.763,11,78,146,31,3,83,111,162,8.7,0.513,0.443,0.25,0.447,1.6,5.3,29.1,1.9,0.3,34.4,12.4,90.0,102.0,0.1,0.5,0.6,0.024,0
315,1999,Astou Ndiaye-Diatta,31,438,1,70,160,0.438,0,1,0.0,70,159,0.44,24,39,0.615,25,99,17,11,18,32,51,164,14.4,0.463,0.438,0.006,0.244,6.8,14.3,8.7,1.4,3.4,15.3,22.2,88.0,94.0,-0.1,0.7,0.7,0.06,0
316,1999,Eva Nemcova,31,925,28,124,296,0.419,34,93,0.366,90,203,0.443,62,63,0.984,27,114,50,31,22,81,50,344,14.7,0.531,0.476,0.314,0.213,3.9,8.0,11.6,1.9,2.0,20.0,21.2,94.0,99.0,0.6,0.9,1.5,0.066,0
317,1999,Claudia Neves,30,306,0,25,95,0.263,14,60,0.233,11,35,0.314,12,19,0.632,8,23,29,16,0,23,32,76,6.5,0.368,0.337,0.632,0.2,3.1,4.7,18.0,2.9,0.0,18.2,19.2,77.0,98.0,-0.6,0.3,-0.3,-0.035,0
318,1999,Mila Nikolich,7,29,0,4,11,0.364,1,4,0.25,3,7,0.429,1,2,0.5,3,5,1,0,0,3,3,10,7.1,0.421,0.409,0.364,0.182,14.4,11.3,6.7,0.0,0.0,20.2,25.0,82.0,101.0,0.0,0.0,0.0,-0.033,0
319,1999,Vanessa Nygaard,4,20,0,1,2,0.5,1,2,0.5,0,0,,0,0,,1,3,2,2,0,2,4,3,10.6,0.75,0.75,1.0,0.0,6.7,9.7,18.2,5.6,0.0,50.0,9.7,88.0,91.0,0.0,0.0,0.0,0.083,0
320,1999,Heather Owen,17,235,0,10,25,0.4,0,0,,10,25,0.4,16,23,0.696,11,38,7,2,4,15,42,36,4.4,0.513,0.4,0.0,0.92,6.4,10.4,5.5,0.5,1.4,29.9,10.4,87.0,101.0,-0.1,0.1,0.1,0.013,0
321,1999,Murriel Page,32,916,26,105,183,0.574,0,0,,105,183,0.574,71,104,0.683,68,213,28,24,30,49,103,281,17.4,0.614,0.574,0.0,0.568,10.1,15.0,6.5,1.5,2.7,17.6,14.7,112.0,97.0,2.5,1.2,3.7,0.162,0
322,1999,Ticha Penicheiro,32,1120,32,71,222,0.32,6,38,0.158,65,184,0.353,87,131,0.664,29,155,226,67,5,135,87,235,11.5,0.42,0.333,0.171,0.59,3.1,8.5,33.6,3.2,0.4,32.6,16.4,84.0,94.0,-0.9,1.9,1.0,0.035,0
323,1999,Bridget Pettis,32,541,8,65,214,0.304,22,98,0.224,43,116,0.371,29,47,0.617,29,59,45,26,2,30,57,181,10.7,0.386,0.355,0.458,0.22,6.7,6.9,17.5,2.7,0.3,11.3,23.4,87.0,99.0,-0.2,0.5,0.3,0.019,0
324,1999,Tari Phillips,32,335,0,52,128,0.406,0,3,0.0,52,125,0.416,26,54,0.481,26,66,9,19,8,48,54,130,9.2,0.428,0.406,0.023,0.422,10.1,12.9,5.8,3.2,2.1,24.0,28.6,74.0,95.0,-1.1,0.5,-0.6,-0.074,0
325,1999,Angie Potthoff,32,710,25,53,140,0.379,3,18,0.167,50,122,0.41,18,33,0.545,26,85,37,24,5,35,84,127,6.6,0.411,0.389,0.129,0.236,4.6,8.0,10.4,2.0,0.7,18.5,13.5,82.0,98.0,-0.6,0.7,0.2,0.009,0
326,1999,Elaine Powell,18,256,0,17,33,0.515,1,9,0.111,16,24,0.667,12,22,0.545,9,23,32,9,4,19,22,47,11.1,0.551,0.53,0.273,0.667,4.6,5.9,22.8,2.0,1.4,30.8,11.6,98.0,101.0,0.2,0.1,0.4,0.058,0
327,1999,Brandy Reed,25,757,24,168,366,0.459,13,38,0.342,155,328,0.473,53,70,0.757,55,151,64,29,17,63,57,402,23.7,0.507,0.477,0.104,0.191,9.1,13.4,23.8,2.3,2.2,13.7,30.6,98.0,95.0,1.5,1.2,2.7,0.144,0
328,1999,Tracy Reid,10,154,3,21,49,0.429,0,1,0.0,21,48,0.438,6,14,0.429,7,23,9,1,2,17,12,48,7.0,0.435,0.429,0.02,0.286,6.5,10.1,12.2,0.4,1.1,23.6,24.0,75.0,103.0,-0.4,0.1,-0.4,-0.093,0
329,1999,Jennifer Rizzotti,25,242,0,14,40,0.35,7,26,0.269,7,14,0.5,7,12,0.583,2,27,19,18,1,16,21,42,9.6,0.464,0.438,0.65,0.3,1.1,7.3,13.2,4.3,0.4,26.1,12.3,85.0,90.0,-0.1,0.6,0.5,0.078,0
330,1999,Crystal Robinson,32,901,9,125,285,0.439,76,174,0.437,49,111,0.441,49,58,0.845,38,89,49,44,11,46,78,375,20.0,0.604,0.572,0.611,0.204,5.5,6.7,11.5,2.9,1.2,12.9,19.6,115.0,96.0,3.5,1.3,4.8,0.213,0
331,1999,Nykesha Sales,32,1039,32,153,397,0.385,36,109,0.33,117,288,0.406,95,118,0.805,44,135,91,69,8,69,97,437,19.0,0.487,0.431,0.275,0.297,5.5,8.5,18.7,3.8,0.7,13.3,23.9,102.0,96.0,2.4,1.4,3.8,0.147,0
332,1999,Sheri Sam,32,1088,32,134,345,0.388,41,125,0.328,93,220,0.423,55,80,0.688,39,146,77,41,9,64,112,364,13.6,0.479,0.448,0.362,0.232,4.7,8.8,14.4,2.1,0.7,14.4,19.6,98.0,99.0,1.4,1.0,2.4,0.088,0
333,1999,Alessandra Santos de Oliveira,13,216,6,22,39,0.564,0,0,,22,39,0.564,7,22,0.318,19,42,1,1,2,16,25,51,7.8,0.524,0.564,0.0,0.564,12.0,12.5,1.0,0.3,0.8,24.7,14.5,86.0,103.0,-0.1,0.1,0.0,-0.004,0
334,1999,Christy Smith,4,19,0,3,4,0.75,2,3,0.667,1,1,1.0,5,6,0.833,0,1,1,1,0,1,3,13,36.2,0.979,1.0,0.75,1.5,0.0,3.6,11.5,3.1,0.0,13.1,20.6,164.0,100.0,0.2,0.0,0.2,0.46,0
335,1999,Charlotte Smith,32,746,24,62,188,0.33,8,56,0.143,54,132,0.409,41,58,0.707,46,115,58,10,7,50,87,173,7.7,0.405,0.351,0.298,0.309,8.9,10.4,14.6,0.8,0.8,19.0,18.1,85.0,102.0,-0.5,0.3,-0.1,-0.008,0
336,1999,Charmin Smith,13,56,0,1,9,0.111,0,4,0.0,1,5,0.2,8,10,0.8,2,9,2,1,0,5,10,10,0.9,0.373,0.111,0.444,1.111,4.5,10.8,6.4,1.1,0.0,27.2,16.6,69.0,98.0,-0.2,0.1,-0.1,-0.066,0
337,1999,Katie Smith,30,971,29,113,292,0.387,52,136,0.382,61,156,0.391,72,94,0.766,42,88,60,19,10,55,106,350,13.6,0.525,0.476,0.466,0.322,5.4,6.1,13.4,1.2,1.0,14.2,20.2,102.0,102.0,2.0,0.5,2.4,0.1,0
338,1999,Tangela Smith,31,632,3,104,235,0.443,1,2,0.5,103,233,0.442,47,72,0.653,46,119,17,26,38,38,72,256,17.1,0.48,0.445,0.009,0.306,8.7,11.5,5.4,2.2,5.1,12.5,21.4,99.0,94.0,1.0,1.1,2.1,0.135,0
339,1999,Rachael Sporn,18,340,10,44,94,0.468,0,1,0.0,44,93,0.473,18,28,0.643,26,59,27,15,4,16,45,106,15.8,0.498,0.468,0.011,0.298,9.1,11.0,16.6,2.4,1.0,13.1,16.8,104.0,96.0,0.7,0.5,1.1,0.134,0
340,1999,Dawn Staley,32,1065,32,125,301,0.415,33,104,0.317,92,197,0.467,85,91,0.934,12,72,177,38,3,90,71,368,16.9,0.54,0.47,0.346,0.302,1.6,4.6,33.3,2.1,0.2,20.9,20.7,103.0,102.0,2.4,0.5,3.0,0.112,0
341,1999,Kate Starbird,24,215,1,12,55,0.218,2,15,0.133,10,40,0.25,22,27,0.815,9,23,14,13,4,17,23,48,6.7,0.359,0.236,0.273,0.491,5.0,6.6,10.7,3.2,1.6,20.3,17.3,79.0,96.0,-0.3,0.3,0.0,0.001,0
342,1999,Maria Stepanova,32,554,2,96,198,0.485,1,2,0.5,95,196,0.485,55,88,0.625,62,164,24,13,62,43,86,248,23.3,0.524,0.487,0.01,0.444,14.0,18.8,10.3,1.3,9.4,15.4,24.2,101.0,91.0,1.3,1.2,2.5,0.181,0
343,1999,Valerie Still,23,282,6,12,49,0.245,0,3,0.0,12,46,0.261,7,19,0.368,16,43,6,4,4,20,38,31,-0.8,0.27,0.245,0.061,0.388,7.8,9.8,3.9,0.8,1.2,25.9,13.3,56.0,102.0,-1.0,0.1,-0.9,-0.125,0
344,1999,Andrea Stinson,32,1041,32,174,378,0.46,21,68,0.309,153,310,0.494,65,88,0.739,32,113,93,32,18,67,56,434,18.5,0.521,0.488,0.18,0.233,4.4,7.4,19.9,1.8,1.5,13.9,23.8,101.0,101.0,2.2,0.7,3.0,0.113,0
345,1999,Tora Suber,25,114,0,7,24,0.292,1,9,0.111,6,15,0.4,5,10,0.5,4,13,9,5,0,10,14,20,3.9,0.352,0.313,0.375,0.417,4.6,7.5,14.3,2.5,0.0,26.0,16.2,70.0,100.0,-0.3,0.1,-0.2,-0.068,0
346,1999,Sheryl Swoopes,32,1100,32,226,489,0.462,33,98,0.337,193,391,0.494,100,122,0.82,48,202,127,76,46,83,57,585,28.9,0.539,0.496,0.2,0.249,6.1,12.1,25.7,4.0,3.6,13.3,27.7,110.0,87.0,5.0,3.1,8.1,0.294,0
347,1999,Sonja Tate,32,828,18,52,147,0.354,16,67,0.239,36,80,0.45,23,30,0.767,48,127,100,36,3,65,84,143,10.3,0.446,0.408,0.456,0.204,7.3,10.3,23.5,2.6,0.4,28.9,13.7,88.0,97.0,-0.2,1.1,0.9,0.044,0
348,1999,Tina Thompson,32,1074,32,142,339,0.419,39,111,0.351,103,228,0.452,68,87,0.782,67,206,28,31,31,72,95,391,15.7,0.518,0.476,0.327,0.257,8.7,12.6,5.0,1.7,2.5,16.0,20.4,100.0,93.0,1.8,2.0,3.8,0.142,0
349,1999,Michele Timms,30,804,29,68,192,0.354,31,89,0.348,37,103,0.359,38,49,0.776,17,79,151,43,7,89,87,205,12.6,0.48,0.435,0.464,0.255,2.7,6.2,36.8,3.1,0.7,29.4,18.0,89.0,97.0,0.0,0.9,0.9,0.046,0
350,1999,Penny Toler,30,427,4,51,150,0.34,2,13,0.154,49,137,0.358,39,45,0.867,12,43,66,13,0,40,36,143,11.5,0.421,0.347,0.087,0.3,3.5,6.2,27.2,1.7,0.0,19.1,22.5,89.0,101.0,0.0,0.2,0.3,0.024,0
351,1999,Elena Tornikidou,11,86,0,9,23,0.391,0,0,,9,23,0.391,2,6,0.333,3,9,8,1,1,11,8,20,3.2,0.39,0.391,0.0,0.261,4.2,6.6,18.5,0.6,1.0,30.0,19.8,67.0,101.0,-0.3,0.0,-0.3,-0.128,0
352,1999,Chantel Tremitiere,20,191,0,9,29,0.31,2,8,0.25,7,21,0.333,1,1,1.0,3,19,22,6,0,13,28,21,3.5,0.357,0.345,0.276,0.034,2.0,6.4,19.1,1.7,0.0,30.6,10.2,75.0,106.0,-0.2,0.0,-0.3,-0.059,0
353,1999,Polina Tzekova,32,778,32,76,177,0.429,11,44,0.25,65,133,0.489,31,40,0.775,54,163,32,13,19,52,118,194,10.4,0.498,0.46,0.249,0.226,9.7,13.8,7.4,1.0,2.1,21.1,15.4,95.0,94.0,0.6,1.3,1.9,0.099,0
354,1999,Amaya Valdemoro,17,92,0,13,35,0.371,2,5,0.4,11,30,0.367,12,16,0.75,4,13,9,11,0,12,16,40,17.2,0.476,0.4,0.143,0.457,6.0,9.3,19.1,6.9,0.0,22.2,28.6,89.0,85.0,0.0,0.3,0.3,0.125,0
