,Season,Player,G,MP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,is_mvp
2652,2013,Kelsey Bone,34,663,2,99,215,0.46,0,1,0.0,99,214,0.463,36,57,0.632,73,185,25,12,12,52,87,234,12.7,0.487,0.46,0.005,0.265,12.5,15.6,7.3,1.0,1.4,17.8,19.7,93.0,100.0,0.2,0.7,0.9,0.056,0
2653,2013,DeWanna Bonner,34,1119,33,160,390,0.41,54,166,0.325,106,224,0.473,118,131,0.901,35,198,82,39,11,56,45,492,18.4,0.55,0.479,0.426,0.336,4.0,10.3,12.6,1.8,0.7,11.1,20.4,110.0,102.0,3.3,0.7,4.0,0.144,0
2654,2013,Cierra Bravard,6,27,0,1,3,0.333,1,2,0.5,0,1,0.0,0,0,,3,5,0,1,1,3,12,3,-4.4,0.5,0.5,0.667,0.0,14.4,12.0,0.0,2.0,3.1,50.0,10.7,68.0,100.0,-0.1,0.0,0.0,-0.048,0
2655,2013,Kara Braxton,34,740,33,130,270,0.481,0,0,,130,270,0.481,37,56,0.661,86,226,40,22,14,77,100,297,15.0,0.504,0.481,0.0,0.207,13.1,17.0,11.0,1.6,1.5,20.7,22.5,92.0,98.0,0.1,1.0,1.1,0.062,0
2656,2013,Jessica Breland,30,439,2,69,157,0.439,0,0,,69,157,0.439,20,27,0.741,50,121,17,17,31,34,38,158,17.9,0.468,0.439,0.0,0.172,13.1,17.0,8.2,2.2,6.0,16.8,21.7,93.0,93.0,0.2,0.9,1.1,0.099,0
2657,2013,Rebekkah Brunson,33,965,33,147,296,0.497,1,1,1.0,146,295,0.495,56,88,0.636,89,294,50,42,29,39,70,351,19.5,0.524,0.498,0.003,0.297,11.3,17.7,7.8,2.3,2.4,10.4,17.5,111.0,92.0,2.7,2.2,4.9,0.202,0
2658,2013,Liz Cambage,20,499,16,106,189,0.561,0,0,,106,189,0.561,114,147,0.776,50,166,22,10,48,62,58,326,29.8,0.643,0.561,0.0,0.778,11.4,19.9,9.9,1.1,7.7,19.6,28.5,112.0,96.0,2.3,0.8,3.2,0.253,0
2659,2013,Michelle Campbell,31,238,0,16,51,0.314,0,0,,16,51,0.314,22,30,0.733,21,48,5,5,6,16,41,54,5.6,0.421,0.314,0.0,0.588,10.2,11.5,3.3,1.1,1.8,20.0,15.0,87.0,99.0,-0.1,0.3,0.2,0.031,0
2660,2013,Essence Carson,4,118,4,22,40,0.55,1,3,0.333,21,37,0.568,12,14,0.857,4,22,7,2,2,10,6,57,19.4,0.617,0.563,0.075,0.35,3.8,10.4,12.4,0.9,1.3,17.8,21.3,108.0,101.0,0.3,0.1,0.4,0.145,0
2661,2013,Sydney Carter,15,259,1,21,60,0.35,4,19,0.211,17,41,0.415,16,20,0.8,5,22,27,7,4,25,17,62,7.1,0.451,0.383,0.317,0.333,2.1,4.8,17.2,1.4,1.1,26.7,16.1,81.0,104.0,-0.3,0.1,-0.2,-0.036,0
2662,2013,Swin Cash,34,961,34,118,284,0.415,17,63,0.27,101,221,0.457,64,75,0.853,43,191,74,31,20,64,101,317,13.2,0.5,0.445,0.222,0.264,5.2,11.3,13.2,1.7,1.5,16.8,17.7,99.0,96.0,1.1,1.6,2.7,0.112,0
2663,2013,Iziane Castro Marques,28,441,9,58,165,0.352,15,46,0.326,43,119,0.361,37,51,0.725,13,47,29,13,4,37,35,168,9.7,0.448,0.397,0.279,0.309,3.2,6.0,11.9,1.5,0.7,16.5,22.7,86.0,103.0,-0.3,0.2,-0.1,-0.011,0
2664,2013,Tamika Catchings,30,942,30,179,452,0.396,36,112,0.321,143,340,0.421,136,158,0.861,45,213,71,85,31,51,74,530,27.3,0.508,0.436,0.248,0.35,5.5,13.9,17.1,5.0,2.8,8.9,28.5,108.0,88.0,3.5,2.7,6.2,0.262,0
2665,2013,Tina Charles,29,951,29,218,545,0.4,0,3,0.0,218,542,0.402,85,113,0.752,98,293,42,27,28,64,57,521,19.9,0.438,0.4,0.006,0.207,11.3,17.3,9.7,1.5,2.1,9.7,30.8,92.0,97.0,0.4,1.4,1.8,0.074,0
2666,2013,Karima Christmas-Kelly,34,913,28,101,271,0.373,30,100,0.3,71,171,0.415,60,74,0.811,64,141,37,63,11,42,81,292,14.9,0.481,0.428,0.369,0.273,8.0,9.5,7.8,3.8,1.0,12.2,17.8,101.0,96.0,1.3,1.5,2.9,0.125,0
2667,2013,Shameka Christon,33,740,14,82,267,0.307,50,156,0.321,32,111,0.288,33,38,0.868,10,55,24,16,11,24,55,247,8.0,0.435,0.401,0.584,0.142,1.5,4.4,5.7,1.1,1.2,7.8,18.9,90.0,108.0,-0.1,-0.1,-0.2,-0.011,0
2668,2013,Layshia Clarendon,30,582,4,55,166,0.331,7,27,0.259,48,139,0.345,9,22,0.409,18,54,55,16,1,40,66,126,4.1,0.359,0.352,0.163,0.133,3.5,5.7,17.7,1.5,0.1,18.5,17.4,76.0,102.0,-1.2,0.4,-0.8,-0.054,0
2669,2013,Alysha Clark,33,505,0,48,106,0.453,16,41,0.39,32,65,0.492,19,25,0.76,32,82,12,14,5,35,50,131,9.7,0.56,0.528,0.387,0.236,8.2,10.5,4.4,1.5,0.8,23.0,14.4,96.0,102.0,0.3,0.3,0.6,0.051,0
2670,2013,Courtney Clements,26,244,0,20,99,0.202,9,39,0.231,11,60,0.183,9,12,0.75,11,24,8,4,2,7,25,58,0.2,0.278,0.247,0.394,0.121,5.0,5.6,5.1,0.8,0.6,6.3,19.7,69.0,102.0,-0.8,0.2,-0.6,-0.098,0
2671,2013,Marissa Coleman,34,595,3,58,135,0.43,20,50,0.4,38,85,0.447,21,33,0.636,32,100,34,24,5,31,43,157,11.7,0.525,0.504,0.37,0.244,6.8,10.0,8.3,2.1,0.6,17.2,13.7,102.0,97.0,0.7,0.9,1.6,0.105,0
2672,2013,Monique Currie,34,881,34,121,302,0.401,22,64,0.344,99,238,0.416,92,113,0.814,33,169,51,39,8,62,100,356,14.0,0.506,0.437,0.212,0.374,4.4,11.0,10.7,2.3,0.7,15.0,20.9,98.0,97.0,1.1,1.4,2.4,0.111,0
2673,2013,Elena Delle Donne,30,941,30,172,404,0.426,42,96,0.438,130,308,0.422,157,169,0.929,42,167,53,20,54,39,47,543,25.2,0.568,0.478,0.238,0.418,5.2,10.1,10.8,1.1,4.2,7.5,24.5,120.0,96.0,5.0,1.5,6.5,0.278,0
2674,2013,Erika de Souza,34,1016,34,187,338,0.553,0,0,,187,338,0.553,63,93,0.677,90,337,43,45,61,55,90,437,22.8,0.577,0.553,0.0,0.275,9.8,18.7,7.8,2.2,4.5,12.7,18.5,112.0,89.0,3.1,2.8,5.8,0.23,0
2675,2013,Skylar Diggins,32,845,21,89,271,0.328,19,78,0.244,70,193,0.363,75,90,0.833,15,61,123,41,8,92,65,272,9.9,0.438,0.363,0.288,0.332,2.0,4.3,26.4,2.6,0.8,22.9,21.5,85.0,104.0,-0.8,0.3,-0.5,-0.023,0
2676,2013,Katie Douglas,4,143,4,21,54,0.389,7,27,0.259,14,27,0.519,11,11,1.0,5,11,6,7,2,11,3,60,15.2,0.51,0.454,0.5,0.204,4.0,4.7,8.7,2.7,1.2,15.8,22.9,96.0,100.0,0.1,0.1,0.3,0.08,0
2677,2013,Candice Dupree,32,1057,32,204,396,0.515,0,3,0.0,204,393,0.519,78,87,0.897,48,204,61,34,13,65,58,486,18.7,0.56,0.515,0.008,0.22,5.8,11.2,10.9,1.6,0.9,13.0,21.4,107.0,102.0,2.7,0.7,3.4,0.129,0
2678,2013,Kelly Faris,24,338,3,18,49,0.367,7,25,0.28,11,24,0.458,7,9,0.778,12,53,16,7,5,15,32,50,6.1,0.472,0.439,0.51,0.184,3.9,8.8,7.5,1.1,1.1,22.1,9.0,90.0,102.0,0.0,0.2,0.2,0.025,0
2679,2013,Sylvia Fowles,32,1001,32,198,338,0.586,0,0,,198,338,0.586,124,181,0.685,117,369,12,29,78,66,66,520,27.7,0.623,0.586,0.0,0.536,13.5,21.0,2.4,1.5,5.7,13.6,21.5,118.0,90.0,4.6,2.6,7.2,0.288,0
2680,2013,Briana Gilbreath-Butler,34,763,30,60,152,0.395,13,51,0.255,47,101,0.465,15,24,0.625,26,109,50,23,15,25,61,148,8.8,0.455,0.438,0.336,0.158,4.3,8.3,10.2,1.5,1.5,13.3,11.2,97.0,104.0,0.4,0.3,0.7,0.039,0
2681,2013,Sasha Goodlett,25,187,1,19,53,0.358,0,0,,19,53,0.358,6,7,0.857,16,40,4,2,2,10,17,44,7.0,0.392,0.358,0.0,0.132,9.8,13.2,4.0,0.6,0.9,15.1,16.6,84.0,101.0,-0.2,0.2,0.0,-0.002,0
2682,2013,Angel Goodrich,31,680,16,58,137,0.423,8,32,0.25,50,105,0.476,12,22,0.545,14,57,91,38,2,52,35,136,9.9,0.464,0.453,0.234,0.161,2.3,5.0,23.4,2.9,0.2,26.2,13.2,89.0,103.0,-0.2,0.3,0.2,0.01,0
2683,2013,Kalana Greene,34,888,31,70,172,0.407,4,26,0.154,66,146,0.452,30,41,0.732,38,126,50,38,13,36,56,174,9.8,0.458,0.419,0.151,0.238,4.7,8.0,9.3,2.2,1.1,15.9,11.3,94.0,101.0,0.3,0.8,1.1,0.048,0
2684,2013,Kelsey Griffin,34,864,34,109,246,0.443,12,39,0.308,97,207,0.469,66,90,0.733,61,170,32,42,23,34,93,296,15.9,0.518,0.467,0.159,0.366,7.7,11.1,6.6,2.5,1.9,10.6,16.5,107.0,98.0,1.8,1.1,2.9,0.135,0
2685,2013,Brittney Griner,27,699,27,139,250,0.556,0,0,,139,250,0.556,63,87,0.724,37,171,28,13,81,47,80,341,22.4,0.591,0.556,0.0,0.348,6.7,14.2,7.7,0.9,8.6,14.0,21.8,108.0,97.0,2.0,1.1,3.1,0.175,0
2686,2013,Becky Hammon,1,12,1,1,3,0.333,0,1,0.0,1,2,0.5,0,0,,0,1,1,0,0,3,0,2,-8.1,0.333,0.333,0.333,0.0,0.0,4.9,14.1,0.0,0.0,50.0,22.7,39.0,110.0,-0.1,0.0,-0.1,-0.415,0
2687,2013,Lindsey Harding,33,1011,33,134,304,0.441,4,22,0.182,130,282,0.461,88,116,0.759,17,89,170,34,13,82,60,360,15.0,0.507,0.447,0.072,0.382,2.1,5.2,25.8,1.7,1.0,18.8,19.5,101.0,100.0,1.6,1.1,2.7,0.106,0
2688,2013,Amber Harris,30,263,1,27,72,0.375,2,14,0.143,25,58,0.431,15,21,0.714,11,44,20,4,6,15,26,71,8.9,0.437,0.389,0.194,0.292,5.1,9.7,10.7,0.8,1.8,15.6,16.6,91.0,99.0,0.0,0.3,0.3,0.052,0
2689,2013,Tianna Hawkins,33,321,0,48,91,0.527,5,21,0.238,43,70,0.614,11,13,0.846,17,52,6,9,4,22,59,112,11.1,0.579,0.555,0.231,0.143,6.9,10.5,3.9,1.5,1.0,18.5,17.7,100.0,102.0,0.4,0.3,0.6,0.079,0
2690,2013,Tiffany Hayes,23,513,4,80,197,0.406,23,61,0.377,57,136,0.419,76,102,0.745,20,86,39,27,3,40,52,259,18.0,0.535,0.464,0.31,0.518,4.3,9.5,13.3,2.7,0.4,14.2,23.7,104.0,95.0,1.2,0.9,2.1,0.167,0
2691,2013,Aneika Henry-Morello,34,434,1,54,120,0.45,0,0,,54,120,0.45,26,34,0.765,44,134,16,9,17,26,41,134,14.4,0.496,0.45,0.0,0.283,11.3,17.4,6.1,1.0,2.9,16.2,16.0,99.0,94.0,0.5,0.8,1.3,0.122,0
2692,2013,Allison Hightower,21,672,21,108,255,0.424,24,66,0.364,84,189,0.444,28,40,0.7,9,65,63,24,7,31,56,268,14.6,0.492,0.471,0.259,0.157,1.5,5.4,17.9,1.9,0.8,10.2,20.1,101.0,102.0,1.0,0.4,1.5,0.089,0
2693,2013,Tayler Hill,34,593,7,63,192,0.328,35,105,0.333,28,87,0.322,59,70,0.843,8,58,51,23,3,38,30,220,12.7,0.494,0.419,0.547,0.365,1.6,5.6,15.0,2.0,0.4,14.6,19.6,99.0,100.0,0.7,0.6,1.3,0.086,0
2694,2013,Roneeka Hodges,33,567,8,58,150,0.387,41,114,0.36,17,36,0.472,7,8,0.875,2,40,33,17,2,17,30,164,10.8,0.534,0.523,0.76,0.053,0.4,4.2,10.5,1.6,0.3,10.0,13.6,107.0,106.0,0.9,0.0,1.0,0.068,0
2695,2013,Ebony Hoffman,33,412,0,46,108,0.426,1,14,0.071,45,94,0.479,8,9,0.889,14,64,33,16,11,22,73,101,8.4,0.451,0.431,0.13,0.083,4.3,9.2,11.9,2.0,2.0,16.4,14.7,91.0,96.0,0.0,0.7,0.7,0.069,0
2696,2013,Quanitra Hollingsworth,7,42,0,5,9,0.556,0,0,,5,9,0.556,2,4,0.5,2,10,2,2,2,1,8,12,14.8,0.558,0.556,0.0,0.444,5.6,13.7,8.5,2.5,3.7,8.5,12.4,115.0,93.0,0.1,0.1,0.2,0.181,0
2697,2013,Chelsea Hopkins,4,58,0,1,17,0.059,1,4,0.25,0,13,0.0,3,4,0.75,2,8,10,3,0,5,3,6,0.7,0.16,0.088,0.235,0.235,3.7,8.1,26.2,2.7,0.0,21.0,18.6,52.0,103.0,-0.3,0.0,-0.3,-0.218,0
2698,2013,Alexis Hornbuckle,30,373,1,30,92,0.326,10,36,0.278,20,56,0.357,21,30,0.7,9,51,38,11,3,38,61,91,4.4,0.433,0.38,0.391,0.326,3.1,7.9,15.9,1.5,0.6,26.5,17.4,79.0,104.0,-0.6,0.1,-0.5,-0.054,0
2699,2013,Charde Houston,34,586,6,78,195,0.4,9,50,0.18,69,145,0.476,35,45,0.778,20,77,44,17,12,56,101,200,7.5,0.466,0.423,0.256,0.231,4.3,7.6,12.7,1.5,1.5,20.7,21.0,85.0,104.0,-0.6,0.2,-0.3,-0.023,0
2700,2013,Tiffany Jackson-Jones,19,393,10,33,84,0.393,0,0,,33,84,0.393,17,26,0.654,37,86,13,25,4,27,41,83,9.7,0.435,0.393,0.0,0.31,10.7,13.1,5.8,3.4,0.8,22.1,14.1,86.0,100.0,-0.2,0.4,0.2,0.022,0
2701,2013,Jasmine James,16,190,1,18,54,0.333,0,8,0.0,18,46,0.391,13,18,0.722,5,23,28,14,1,19,18,49,9.3,0.396,0.333,0.148,0.333,3.3,7.0,23.5,3.8,0.4,23.5,19.3,80.0,100.0,-0.3,0.2,-0.1,-0.03,0
2702,2013,Briann January,32,946,32,110,316,0.348,35,98,0.357,75,218,0.344,60,74,0.811,12,77,118,34,6,79,84,315,10.6,0.452,0.403,0.31,0.234,1.5,5.0,24.3,2.0,0.5,18.5,21.2,90.0,101.0,-0.1,0.9,0.8,0.033,0
2703,2013,Rachel Jarry,27,184,0,16,36,0.444,6,10,0.6,10,26,0.385,7,9,0.778,7,19,11,5,4,13,27,45,7.6,0.563,0.528,0.278,0.25,4.7,6.0,8.2,1.4,1.8,24.5,13.0,97.0,100.0,0.1,0.2,0.3,0.07,0
2704,2013,Chucky Jeffery,2,6,0,0,2,0.0,0,1,0.0,0,1,0.0,2,2,1.0,0,1,0,2,0,0,0,2,25.6,0.347,0.0,0.5,1.0,0.0,9.3,0.0,17.5,0.0,0.0,21.5,88.0,65.0,0.0,0.0,0.0,0.247,0
2705,2013,Glory Johnson,29,875,28,152,341,0.446,1,3,0.333,151,338,0.447,130,174,0.747,95,258,33,30,12,60,71,435,20.9,0.521,0.447,0.009,0.51,12.3,17.6,7.8,1.8,1.1,12.6,24.6,106.0,100.0,2.5,0.8,3.4,0.154,0
2706,2013,Shenise Johnson,33,901,24,144,365,0.395,23,84,0.274,121,281,0.431,53,67,0.791,40,128,79,42,6,60,55,364,14.5,0.461,0.426,0.23,0.184,4.8,8.3,17.0,2.5,0.5,13.2,22.9,93.0,104.0,0.3,0.4,0.7,0.033,0
2707,2013,Temeka Johnson,32,877,32,114,266,0.429,21,57,0.368,93,209,0.445,77,88,0.875,13,82,127,28,3,85,68,326,14.6,0.535,0.468,0.214,0.331,1.9,6.0,29.0,1.8,0.3,21.8,21.3,99.0,103.0,1.3,0.5,1.8,0.08,0
2708,2013,Lynetta Kizer,27,266,0,31,69,0.449,0,1,0.0,31,68,0.456,9,14,0.643,21,57,6,11,5,21,55,71,7.0,0.472,0.449,0.014,0.203,10.0,12.4,3.7,2.1,1.4,21.8,16.4,86.0,101.0,-0.2,0.2,0.0,0.007,0
2709,2013,Cathrine Kraayeveld,22,285,0,16,55,0.291,11,40,0.275,5,15,0.333,3,4,0.75,9,42,12,9,4,10,20,46,6.3,0.405,0.391,0.727,0.073,3.4,8.6,6.8,1.7,1.1,15.0,10.6,84.0,104.0,-0.2,0.1,-0.1,-0.008,0
2710,2013,Jennifer Lacy,32,450,7,45,139,0.324,18,71,0.254,27,68,0.397,18,22,0.818,12,43,21,7,6,23,60,126,5.2,0.424,0.388,0.511,0.158,3.0,5.7,8.4,0.8,1.1,13.4,17.2,87.0,107.0,-0.2,0.0,-0.3,-0.025,0
2711,2013,Natasha Lacy,3,50,1,2,18,0.111,0,1,0.0,2,17,0.118,3,3,1.0,3,15,6,4,0,4,1,7,4.8,0.181,0.111,0.056,0.167,6.6,16.9,18.6,4.2,0.0,17.2,20.8,52.0,91.0,-0.3,0.1,-0.2,-0.16,0
2712,2013,Crystal Langhorne,34,973,34,169,328,0.515,1,8,0.125,168,320,0.525,69,106,0.651,81,245,45,31,10,79,65,408,17.1,0.545,0.517,0.024,0.323,9.8,14.5,9.1,1.7,0.8,17.4,20.7,100.0,97.0,1.5,1.4,2.9,0.121,0
2713,2013,Erlana Larkins,34,1022,34,103,189,0.545,0,0,,103,189,0.545,63,89,0.708,104,265,64,48,11,47,100,269,17.6,0.589,0.545,0.0,0.471,11.7,16.0,11.8,2.6,0.9,17.1,12.6,117.0,95.0,3.0,1.8,4.8,0.187,0
2714,2013,Ivory Latta,34,1072,34,158,403,0.392,72,182,0.396,86,221,0.389,83,92,0.902,12,88,150,29,1,64,67,471,16.6,0.531,0.481,0.452,0.228,1.3,4.7,26.2,1.4,0.1,12.6,21.0,109.0,102.0,3.2,0.7,3.9,0.144,0
2715,2013,Jantel Lavender,34,571,3,107,211,0.507,0,0,,107,211,0.507,32,37,0.865,49,154,18,19,22,37,52,246,18.6,0.541,0.507,0.0,0.175,10.8,16.0,5.3,1.7,2.9,14.0,20.9,104.0,94.0,1.2,1.1,2.3,0.163,0
2716,2013,Kara Lawson,9,271,6,45,103,0.437,22,48,0.458,23,55,0.418,12,14,0.857,8,33,38,5,1,22,14,124,18.5,0.568,0.544,0.466,0.136,3.2,6.8,27.0,1.0,0.3,16.8,21.6,108.0,104.0,0.8,0.1,0.9,0.133,0
2717,2013,Camille Smith,34,1030,34,121,277,0.437,13,46,0.283,108,231,0.468,114,142,0.803,65,161,47,42,9,81,89,369,14.3,0.543,0.46,0.166,0.513,8.2,10.1,8.9,2.2,0.7,19.3,19.6,100.0,101.0,1.6,0.9,2.4,0.095,0
2718,2013,Sancho Lyttle,6,180,6,37,70,0.529,2,5,0.4,35,65,0.538,10,15,0.667,14,51,15,14,8,13,17,86,24.4,0.561,0.543,0.071,0.214,8.6,16.0,15.9,3.9,3.3,14.5,21.5,107.0,88.0,0.5,0.5,1.0,0.227,0
2719,2013,Anne Marie Armstrong,9,25,0,2,4,0.5,2,4,0.5,0,0,,0,0,,1,4,0,1,0,1,2,6,10.6,0.75,0.75,1.0,0.0,4.4,9.0,0.0,2.0,0.0,20.0,8.6,118.0,97.0,0.0,0.0,0.1,0.128,0
2720,2013,A'dia Mathies,30,276,0,24,68,0.353,4,16,0.25,20,52,0.385,16,25,0.64,7,20,23,9,2,17,35,68,6.0,0.43,0.382,0.235,0.368,3.2,4.3,12.0,1.7,0.5,17.7,15.7,87.0,101.0,-0.1,0.2,0.1,0.018,0
2721,2013,Janel McCarville,32,700,32,79,162,0.488,6,14,0.429,73,148,0.493,37,46,0.804,38,137,92,32,21,42,59,201,17.0,0.551,0.506,0.086,0.284,6.7,11.4,18.8,2.4,2.4,18.7,14.5,111.0,94.0,1.7,1.3,3.0,0.174,0
2722,2013,Angel McCoughtry,33,1036,32,246,596,0.413,23,113,0.204,223,483,0.462,196,238,0.824,58,176,146,89,24,134,90,711,25.3,0.507,0.432,0.19,0.399,6.2,9.6,28.7,4.3,1.7,16.1,34.8,99.0,92.0,2.3,2.4,4.8,0.185,0
2723,2013,Nadirah McKenith,32,282,0,29,78,0.372,7,22,0.318,22,56,0.393,25,34,0.735,4,36,33,19,2,22,21,90,13.3,0.484,0.417,0.282,0.436,1.7,7.3,20.3,3.5,0.5,19.1,18.1,94.0,96.0,0.1,0.5,0.6,0.086,0
2724,2013,Emma Meesseman,34,498,1,66,148,0.446,0,2,0.0,66,146,0.452,17,21,0.81,40,106,42,19,24,29,54,149,14.7,0.474,0.446,0.014,0.142,9.5,12.2,15.4,2.0,3.7,15.6,16.6,98.0,96.0,0.5,0.8,1.3,0.106,0
2725,2013,Leilani Mitchell,34,633,9,54,133,0.406,32,85,0.376,22,48,0.458,30,35,0.857,18,71,66,26,4,34,37,170,13.4,0.573,0.526,0.639,0.263,3.2,6.3,18.0,2.2,0.5,18.6,12.9,109.0,102.0,1.2,0.5,1.7,0.109,0
2726,2013,Alex Montgomery,34,782,0,86,224,0.384,13,43,0.302,73,181,0.403,22,26,0.846,36,177,57,22,8,57,75,207,9.3,0.44,0.413,0.192,0.116,5.2,12.6,13.1,1.5,0.8,19.5,16.8,85.0,99.0,-0.6,0.9,0.4,0.018,0
2727,2013,Renee Montgomery,23,625,18,81,222,0.365,36,110,0.327,45,112,0.402,35,39,0.897,7,41,71,18,1,56,39,233,11.1,0.487,0.446,0.495,0.176,1.2,3.7,20.4,1.5,0.1,19.0,21.0,92.0,105.0,0.1,0.2,0.3,0.017,0
2728,2013,Jessica Moore,2,8,0,0,1,0.0,0,0,,0,1,0.0,0,0,,0,2,0,0,0,1,2,0,-13.4,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,50.0,11.1,0.0,98.0,-0.1,0.0,-0.1,-0.258,0
2729,2013,Lindsey Moore,23,130,0,8,31,0.258,3,12,0.25,5,19,0.263,3,4,0.75,0,13,24,3,0,12,5,22,5.2,0.336,0.306,0.387,0.129,0.0,5.8,24.6,1.2,0.0,26.8,15.6,75.0,100.0,-0.3,0.1,-0.1,-0.046,0
2730,2013,Maya Moore,34,1068,34,233,458,0.509,72,159,0.453,161,299,0.538,90,102,0.882,59,210,101,59,33,57,97,628,27.9,0.624,0.587,0.347,0.223,6.8,11.4,15.9,2.9,2.5,10.2,23.7,124.0,93.0,6.2,2.2,8.5,0.317,0
2731,2013,Shay Murphy,34,379,0,38,130,0.292,10,58,0.172,28,72,0.389,19,24,0.792,29,64,10,21,0,13,32,105,8.9,0.374,0.331,0.446,0.185,8.8,9.6,4.4,2.9,0.0,8.5,18.1,88.0,97.0,-0.1,0.6,0.4,0.045,0
2732,2013,Nneka Ogwumike,34,878,34,192,339,0.566,2,5,0.4,190,334,0.569,109,132,0.826,95,258,45,50,33,66,101,495,27.3,0.623,0.569,0.015,0.389,13.6,17.4,9.1,2.9,2.8,14.3,23.8,118.0,91.0,4.4,2.1,6.5,0.298,0
2733,2013,Jenna O'Hea,29,398,0,28,64,0.438,20,40,0.5,8,24,0.333,10,15,0.667,12,50,31,10,6,17,38,86,10.3,0.609,0.594,0.625,0.234,3.8,7.4,10.9,1.3,1.1,19.4,10.0,113.0,99.0,0.7,0.4,1.2,0.117,0
2734,2013,Courtney Paris,23,276,2,41,89,0.461,0,1,0.0,41,88,0.466,6,9,0.667,41,95,11,7,16,12,36,88,17.5,0.473,0.461,0.011,0.101,16.8,20.5,7.8,1.3,4.6,11.4,17.2,104.0,99.0,0.5,0.3,0.9,0.125,0
2735,2013,Candace Parker,31,889,31,208,422,0.493,9,35,0.257,199,387,0.514,131,172,0.762,44,269,117,40,57,71,42,556,30.6,0.559,0.504,0.083,0.408,6.2,17.9,23.9,2.3,4.8,12.5,28.9,111.0,89.0,4.1,2.5,6.5,0.295,1
2736,2013,Jia Perkins,34,1037,33,181,452,0.4,45,116,0.388,136,336,0.405,64,74,0.865,26,107,69,80,10,49,58,471,17.8,0.486,0.45,0.257,0.164,2.7,6.0,13.3,4.1,0.8,9.2,23.4,99.0,101.0,1.4,0.9,2.4,0.091,0
2737,2013,Devereaux Peters,34,631,2,59,149,0.396,0,0,,59,149,0.396,23,27,0.852,52,156,37,24,34,30,56,141,12.8,0.438,0.396,0.0,0.181,10.1,14.4,8.2,2.0,4.4,15.7,13.7,97.0,93.0,0.4,1.3,1.8,0.112,0
2738,2013,Erin Phillips,18,383,6,36,98,0.367,23,48,0.479,13,50,0.26,12,16,0.75,4,19,29,15,1,14,22,107,11.3,0.509,0.485,0.49,0.163,1.2,3.1,14.1,2.2,0.2,11.8,14.6,105.0,102.0,0.6,0.3,0.9,0.095,0
2739,2013,Plenette Pierson,32,883,27,147,367,0.401,0,7,0.0,147,360,0.408,77,107,0.72,63,186,80,16,20,79,68,371,14.0,0.448,0.401,0.019,0.292,8.1,11.7,18.2,1.0,1.8,16.0,25.0,90.0,101.0,-0.1,0.8,0.6,0.028,0
2740,2013,Jeanette Pohlen-Mavunga,13,191,0,13,38,0.342,9,24,0.375,4,14,0.286,6,6,1.0,6,25,4,6,1,10,11,41,7.7,0.504,0.461,0.632,0.158,3.6,8.1,3.7,1.7,0.4,19.7,12.4,92.0,100.0,0.0,0.2,0.2,0.046,0
2741,2013,Cappie Pondexter,30,1027,30,171,475,0.36,38,103,0.369,133,372,0.358,127,156,0.814,15,135,119,31,4,104,50,507,14.6,0.466,0.4,0.217,0.328,1.7,7.3,23.2,1.6,0.3,16.1,28.3,92.0,102.0,0.2,0.8,1.0,0.038,0
2742,2013,Chelsea Poppens,8,63,0,4,9,0.444,0,0,,4,9,0.444,1,4,0.25,9,17,1,1,0,2,11,9,6.4,0.418,0.444,0.0,0.444,15.5,15.8,2.6,0.8,0.0,15.7,9.2,98.0,106.0,0.0,0.0,0.0,0.026,0
2743,2013,Nicole Powell,32,715,20,73,180,0.406,38,105,0.362,35,75,0.467,22,27,0.815,31,119,41,24,6,29,54,206,12.8,0.537,0.511,0.583,0.15,4.9,9.9,10.3,1.8,0.7,13.1,13.9,108.0,103.0,1.3,0.4,1.7,0.094,0
2744,2013,Armintie Herrington,28,838,26,78,167,0.467,0,0,,78,167,0.467,39,66,0.591,43,95,67,65,3,52,55,195,11.9,0.497,0.467,0.0,0.395,5.7,6.4,12.6,3.9,0.3,21.0,12.8,95.0,95.0,0.4,1.5,1.8,0.088,0
2745,2013,Epiphanny Prince,31,930,31,148,394,0.376,61,154,0.396,87,240,0.363,108,120,0.9,18,84,93,51,12,43,45,465,20.3,0.52,0.453,0.391,0.305,2.2,5.2,18.3,2.9,0.9,8.8,23.5,111.0,97.0,3.4,1.4,4.7,0.204,0
2746,2013,Allie Quigley,34,318,0,48,152,0.316,17,54,0.315,31,98,0.316,16,18,0.889,7,24,22,12,4,20,23,129,9.3,0.403,0.372,0.355,0.118,2.5,4.3,12.5,2.0,0.9,11.1,25.2,86.0,100.0,-0.3,0.3,0.0,0.005,0
2747,2013,Noelle Quinn,34,870,15,70,198,0.354,13,56,0.232,57,142,0.401,32,38,0.842,21,165,56,28,8,42,39,185,9.7,0.431,0.386,0.283,0.192,3.1,12.3,11.7,1.8,0.8,16.4,14.2,88.0,99.0,-0.3,1.0,0.7,0.033,0
