,Season,Player,PLUS_MINUS
4105,2022,Julie Allemand,-1
4106,2022,Kaela Davis,5
4107,2022,Kahleah Copper,171
4108,2022,Kaila Charles,0
4109,2022,Kamiah Smalls,-12
4110,2022,Karlie Samuelson,-3
4111,2022,Katie Benzan,-2
4112,2022,Katie Lou Samuelson,-154
4113,2022,Kayla McBride,3
4114,2022,Kayla Thornton,-12
4115,2022,Kelsey Mitchell,-283
4116,2022,Kelsey Plum,282
4117,2022,Kennedy Burke,-24
4118,2022,Khayla Pointer,-4
4119,2022,Kia Vaughn,6
4120,2022,Kiah Stokes,42
4121,2022,Kiana Williams,13
4122,2022,Kianna Smith,-61
4123,2022,Kierstan Bell,-60
4124,2022,Kristi Toliver,-55
4125,2022,Kristine Anigwe,-34
4126,2022,Kristy Wallace,-68
4127,2022,Lexie Brown,-123
4128,2022,Lexie Hull,-111
4129,2022,Li Yueru,-20
4130,2022,Lindsay Allen,-13
4131,2022,Liz Cambage,-38
4132,2022,Lorela Cubaj,-48
4133,2022,Marina Mabrey,-2
4134,2022,Marine Johannes,9
4135,2022,Maya Caldwell,-20
4136,2022,Megan Gustafson,-35
4137,2022,Megan Walker,29
4138,2022,Mercedes Russell,-44
4139,2022,Michaela Onyenwere,20
4140,2022,Monique Billings,-9
4141,2022,Moriah Jefferson,-61
4142,2022,Myisha Hines-Allen,11
4143,2022,NaLyssa Smith,-263
4144,2022,Napheesa Collier,-15
4145,2022,Natalie Achonwa,-7
4146,2022,Natasha Cloud,139
4147,2022,Natasha Howard,-23
4148,2022,Natisha Hiedeman,231
4149,2022,Naz Hillmon,-27
4150,2022,Nia Clouden,12
4151,2022,Nia Coffey,-78
4152,2022,Nikolina Milic,-12
4153,2022,Nneka Ogwumike,-126
4154,2022,Odyssey Sims,2
4155,2022,Olivia Nelson-Ododa,-168
4156,2022,Queen Egbo,-141
4157,2022,Rachel Banham,43
4158,2022,Rae Burrell,-5
4159,2022,Raina Perez,-4
4160,2022,Rebecca Allen,-29
4161,2022,Rebekah Gardner,18
4162,2022,Rennia Davis,-5
4163,2022,Reshanda Gray,-28
4164,2022,Rhyne Howard,-149
4165,2022,Riquna Williams,52
4166,2022,Rui Machida,3
4167,2022,Ruthy Hebard,-19
4168,2022,Sabrina Ionescu,-41
4169,2022,Sam Thomas,-24
4170,2022,Sami Whitcomb,-76
4171,2022,Satou Sabally,-2
4172,2022,Shakira Austin,104
4173,2022,Shatori Walker-Kimbrough,98
4174,2022,Shey Peddy,7
4175,2022,Skylar Diggins,-31
4176,2022,Sophie Cunningham,-43
4177,2022,Sparkle Taylor,-1
4178,2022,Stefanie Dolson,-44
4179,2022,Stephanie Jones,-2
4180,2022,Stephanie Talbot,-9
4181,2022,Sue Bird,152
4182,2022,Sydney Colson,-67
4183,2022,Sylvia Fowles,-25
4184,2022,Teaira McCowan,72
4185,2022,Theresa Plaisance,-43
4186,2022,Tianna Hawkins,-3
4187,2022,Tiffany Hayes,-48
4188,2022,Tiffany Mitchell,-179
4189,2022,Tina Charles,-11
4190,2022,Tina Krajisnik,7
4191,2022,Tyasha Harris,13
4192,2022,Veronica Burton,38
4193,2022,Victoria Vivians,-250
4194,2022,Yvonne Anderson,4
4195,2022,Yvonne Turner,-29
4196,2023,A'ja Wilson,487
4197,2023,Aari McDonald,-54
4198,2023,Abby Meyers,19
4199,2023,Aerial Powers,-41
4200,2023,Alaina Coates,-30
4201,2023,Alanna Smith,12
4202,2023,Aliyah Boston,-53
4203,2023,Allisha Gray,-40
4204,2023,Alysha Clark,217
4205,2023,Alyssa Thomas,224
4206,2023,Amanda Zahui B,-56
4207,2023,Arella Guirantes,-27
4208,2023,Ariel Atkins,69
4209,2023,Arike Ogunbowale,143
4210,2023,Ashley Joens,-55
4211,2023,Asia (AD) Durr,-69
4212,2023,Awak Kuier,-26
4213,2023,Azura Stevens,-104
4214,2023,Bernadett Hatar,-30
4215,2023,Betnijah Laney-Hamilton,300
4216,2023,Breanna Stewart,356
4217,2023,Brianna Turner,-292
4218,2023,Bridget Carleton,-53
4219,2023,Brionna Jones,66
4220,2023,Brittney Griner,-121
4221,2023,Brittney Sykes,58
4222,2023,Candace Parker,222
4223,2023,Cayla George,-42
4224,2023,Chelsea Gray,437
4225,2023,Cheyenne Parker-Tyus,-36
4226,2023,Chiney Ogwumike,-44
4227,2023,Courtney Vandersloot,326
4228,2023,Courtney Williams,-86
4229,2023,Crystal Dangerfield,94
4230,2023,Cyesha Goree,-50
4231,2023,Dana Evans,-34
4232,2023,Danielle Robinson,54
4233,2023,DeWanna Bonner,189
4234,2023,Dearica Hamby,-49
4235,2023,Destanni Henderson,1
4236,2023,DiJonai Carrington,101
4237,2023,Diamond Miller,-53
4238,2023,Diana Taurasi,-66
4239,2023,Dorka Juhasz,-118
4240,2023,Dulcy Fankam Mendjiadeu,-14
4241,2023,Elena Delle Donne,121
4242,2023,Elizabeth Williams,-1
4243,2023,Emily Engstler,-33
4244,2023,Emma Cannon,-35
4245,2023,Epiphanny Prince,-16
4246,2023,Erica Wheeler,-143
4247,2023,Evina Westbrook,21
4248,2023,Ezi Magbegor,-120
4249,2023,Gabby Williams,-41
4250,2023,Grace Berger,-32
4251,2023,Haley Jones,-12
4252,2023,Han Xu,-14
4253,2023,Iliana Rupert,-16
4254,2023,Ivana Dojkić,-145
4255,2023,Jackie Young,512
4256,2023,Jade Melbourne,-18
4257,2023,Jasmine Dickey,8
4258,2023,Jasmine Thomas,-51
4259,2023,Jennie Simms,-26
4260,2023,Jessica Shepard,-97
4261,2023,Jewell Loyd,-146
4262,2023,Jocelyn Willoughby,-44
4263,2023,Jonquel Jones,326
4264,2023,Jordan Horston,-65
4265,2023,Jordin Canada,29
4266,2023,Joyner Holmes,-135
4267,2023,Kadi Sissoko,-41
4268,2023,Kahleah Copper,-63
4269,2023,Kaila Charles,-11
4270,2023,Kalani Brown,-75
4271,2023,Karlie Samuelson,38
4272,2023,Kayana Traylor,-32
4273,2023,Kayla McBride,-139
4274,2023,Kayla Thornton,113
4275,2023,Kelsey Mitchell,-95
4276,2023,Kelsey Plum,555
4277,2023,Khaalia Hillsman,-3
4278,2023,Kia Nurse,-171
4279,2023,Kiah Stokes,229
4280,2023,Kierstan Bell,-20
4281,2023,Kristi Toliver,-27
4282,2023,Kristine Anigwe,-28
4283,2023,Kristy Wallace,-14
4284,2023,Laeticia Amihere,-56
4285,2023,Lauren Cox,-2
4286,2023,Layshia Clarendon,21
4287,2023,Leigha Brown,-87
4288,2023,Lexie Brown,4
4289,2023,Lexie Hull,-117
4290,2023,Li Meng,-8
4291,2023,Lindsay Allen,-37
4292,2023,Linnae Harper,-36
4293,2023,Liz Dixon,-55
4294,2023,Lorela Cubaj,12
4295,2023,Maddy Siegrist,26
4296,2023,Madi Williams,-31
4297,2023,Marina Mabrey,-21
4298,2023,Marine Johannes,35
4299,2023,Maya Caldwell,-74
4300,2023,Megan Gustafson,-77
4301,2023,Mercedes Russell,-147
4302,2023,Michaela Onyenwere,-200
4303,2023,Monique Billings,-38
4304,2023,Morgan Bertsch,-93
4305,2023,Moriah Jefferson,-236
4306,2023,Myisha Hines-Allen,-49
4307,2023,NaLyssa Smith,-36
4308,2023,Napheesa Collier,-103
4309,2023,Natasha Cloud,-6
4310,2023,Natasha Howard,115
4311,2023,Natisha Hiedeman,107
4312,2023,Naz Hillmon,-47
4313,2023,Nia Clouden,-22
4314,2023,Nia Coffey,21
4315,2023,Nikolina Milic,-97
4316,2023,Nneka Ogwumike,37
4317,2023,Nyara Sabally,4
4318,2023,Odyssey Sims,-1
4319,2023,Olivia Nelson-Ododa,-4
4320,2023,Queen Egbo,-66
4321,2023,Rachel Banham,-31
4322,2023,Rae Burrell,-53
4323,2023,Rebecca Allen,65
4324,2023,Rebekah Gardner,17
4325,2023,Rhyne Howard,-13
4326,2023,Robyn Parks,-26
4327,2023,Ruthy Hebard,17
4328,2023,Sabrina Ionescu,322
4329,2023,Sam Thomas,-7
4330,2023,Sami Whitcomb,-48
4331,2023,Satou Sabally,159
4332,2023,Shakira Austin,67
4333,2023,Shatori Walker-Kimbrough,-121
4334,2023,Shey Peddy,-19
4335,2023,Sika Kone,-21
4336,2023,Sophie Cunningham,-192
4337,2023,Stefanie Dolson,27
4338,2023,Sug Sutton,-276
4339,2023,Sydney Colson,-61
4340,2023,Taylor Mikesell,-1
4341,2023,Taylor Soule,-1
4342,2023,Teaira McCowan,170
4343,2023,Tianna Hawkins,-82
4344,2023,Tiffany Hayes,108
4345,2023,Tiffany Mitchell,-131
4346,2023,Tyasha Harris,24
4347,2023,Veronica Burton,-10
4348,2023,Victaria Saxton,-8
4349,2023,Victoria Vivians,-106
4350,2023,Yvonne Turner,-59
4351,2023,Zia Cooke,-121
4352,2024,A'ja Wilson,175
4353,2024,Aaliyah Edwards,-127
4354,2024,Aari McDonald,-79
4355,2024,Aerial Powers,-71
4356,2024,Alanna Smith,240
4357,2024,Alissa Pili,-31
4358,2024,Aliyah Boston,-32
4359,2024,Allisha Gray,-21
4360,2024,Alysha Clark,178
4361,2024,Alyssa Thomas,190
4362,2024,Amy Atwell,-31
4363,2024,Angel Reese,12
4364,2024,Ariel Atkins,-78
4365,2024,Arike Ogunbowale,-250
4366,2024,Astou Ndour-Fall,-38
4367,2024,Azura Stevens,-118
4368,2024,Betnijah Laney-Hamilton,271
4369,2024,Breanna Stewart,299
4370,2024,Brianna Turner,-106
4371,2024,Bridget Carleton,238
4372,2024,Brionna Jones,258
4373,2024,Brittney Griner,3
4374,2024,Brittney Sykes,9
4375,2024,Caitlin Bickle,-11
4376,2024,Caitlin Clark,-63
4377,2024,Cameron Brink,-72
4378,2024,Cecilia Zandalasini,7
4379,2024,Celeste Taylor,23
4380,2024,Charisma Osborne,2
4381,2024,Chelsea Gray,155
4382,2024,Chennedy Carter,2
4383,2024,Cheyenne Parker-Tyus,-106
4384,2024,Courtney Vandersloot,147
4385,2024,Courtney Williams,262
4386,2024,Crystal Dangerfield,-111
4387,2024,Damiris Dantas,21
4388,2024,Dana Evans,-238
4389,2024,DeWanna Bonner,245
4390,2024,Dearica Hamby,-277
4391,2024,Destanni Henderson,-16
4392,2024,DiDi Richards,-101
4393,2024,DiJonai Carrington,118
4394,2024,Diamond DeShields,-125
4395,2024,Diamond Miller,-57
4396,2024,Diana Taurasi,-30
4397,2024,Dorka Juhasz,64
4398,2024,Dulcy Fankam Mendjiadeu,-12
4399,2024,Dyaisha Fair,-3
4400,2024,Elizabeth Williams,14
4401,2024,Emily Engstler,-1
4402,2024,Emma Cannon,3
4403,2024,Erica Wheeler,-47
4404,2024,Ezi Magbegor,162
4405,2024,Ezinne Kalu,-7
4406,2024,Gabby Williams,22
4407,2024,Grace Berger,-14
4408,2024,Haley Jones,-97
4409,2024,Isabelle Harrison,-171
4410,2024,Ivana Dojkić,11
4411,2024,Jackie Young,151
4412,2024,Jacy Sheldon,-233
4413,2024,Jade Melbourne,-13
4414,2024,Jaelyn Brown,-71
4415,2024,Jakia Brown-Turner,-6
4416,2024,Jaylyn Sherrod,11
4417,2024,Jessika Carter,-9
4418,2024,Jewell Loyd,198
4419,2024,Jonquel Jones,317
4420,2024,Jordan Horston,20
4421,2024,Jordin Canada,21
4422,2024,Joyner Holmes,-45
4423,2024,Julie Vanloo,-77
4424,2024,Kaela Davis,-32
4425,2024,Kahleah Copper,-116
4426,2024,Kalani Brown,-98
4427,2024,Kamilla Cardoso,-104
4428,2024,Karlie Samuelson,-3
4429,2024,Kate Martin,5
4430,2024,Katie Lou Samuelson,-86
4431,2024,Kayla McBride,299
4432,2024,Kayla Thornton,107
4433,2024,Kelsey Mitchell,-68
4434,2024,Kelsey Plum,211
4435,2024,Kennedy Burke,36
4436,2024,Kia Nurse,-155
4437,2024,Kiah Stokes,42
4438,2024,Kiana Williams,5
4439,2024,Kierstan Bell,-1
4440,2024,Kristy Wallace,-82
4441,2024,Kysre Gondrezick,1
4442,2024,Laeticia Amihere,-19
4443,2024,Layshia Clarendon,-47
4444,2024,Leonie Fiebich,279
4445,2024,Lexie Brown,-40
4446,2024,Lexie Hull,24
4447,2024,Li Yueru,-91
4448,2024,Lindsay Allen,-8
4449,2024,Liz Dixon,-53
4450,2024,Lorela Cubaj,-56
4451,2024,Lou Lopez Senechal,-86
4452,2024,Maddy Siegrist,-125
4453,2024,Marina Mabrey,106
4454,2024,Marquesha Davis,-1
4455,2024,Maya Caldwell,-104
4456,2024,Megan Gustafson,50
4457,2024,Mercedes Russell,35
4458,2024,Michaela Onyenwere,-110
4459,2024,Mikiah Herbert Harrigan,-101
4460,2024,Monique Billings,-175
4461,2024,Morgan Bertsch,-49
4462,2024,Moriah Jefferson,-75
4463,2024,Myisha Hines-Allen,-119
4464,2024,NaLyssa Smith,-191
4465,2024,Napheesa Collier,312
4466,2024,Natasha Cloud,-86
4467,2024,Natasha Howard,-151
4468,2024,Natasha Mack,-82
4469,2024,Natisha Hiedeman,-21
4470,2024,Naz Hillmon,4
4471,2024,Nia Coffey,-124
4472,2024,Nika Muhl,-26
4473,2024,Nneka Ogwumike,223
4474,2024,Nyara Sabally,72
4475,2024,Odyssey Sims,-100
4476,2024,Olivia Epoupa,22
4477,2024,Olivia Nelson-Ododa,39
4478,2024,Queen Egbo,0
4479,2024,Rachel Banham,-43
4480,2024,Rae Burrell,-88
4481,2024,Rebecca Allen,-12
4482,2024,Rhyne Howard,30
4483,2024,Rickea Jackson,-242
4484,2024,Sabrina Ionescu,281
4485,2024,Sami Whitcomb,41
4486,2024,Satou Sabally,-53
4487,2024,Sevgi Uzun,-112
4488,2024,Shakira Austin,1
4489,2024,Shatori Walker-Kimbrough,-76
4490,2024,Sika Kone,27
4491,2024,Skylar Diggins,215
4492,2024,Sophie Cunningham,-39
4493,2024,Stefanie Dolson,-79
4494,2024,Stephanie Soares,-50
4495,2024,Stephanie Talbot,-52
4496,2024,Sug Sutton,-46
4497,2024,Sydney Colson,48
4498,2024,Taylor Soule,-10
4499,2024,Teaira McCowan,-159
4500,2024,Temi Fagbenle,8
4501,2024,Tiffany Hayes,91
4502,2024,Tiffany Mitchell,63
4503,2024,Tina Charles,39
4504,2024,Tyasha Harris,178
4505,2024,Veronica Burton,108
4506,2024,Victaria Saxton,-9
4507,2024,Victoria Vivians,57
4508,2024,Zia Cooke,-58
4509,2025,A'ja Wilson,292
4510,2025,Aaliyah Edwards,-103
4511,2025,Aaliyah Nye,-23
4512,2025,Aari McDonald,41
4513,2025,Aerial Powers,47
4514,2025,Ajae Petty,-3
4515,2025,Alanna Smith,236
4516,2025,Alexis Prince,5
4517,2025,Alissa Pili,9
4518,2025,Aliyah Boston,185
4519,2025,Allisha Gray,267
4520,2025,Alysha Clark,-167
4521,2025,Alyssa Thomas,192
4522,2025,Amy Okonkwo,-26
4523,2025,Anastasiia Olairi Kosu,35
4524,2025,Aneesah Morrow,-139
4525,2025,Angel Reese,-191
4526,2025,Ariel Atkins,-154
4527,2025,Arike Ogunbowale,-111
4528,2025,Aziaha James,-131
4529,2025,Azura Stevens,-92
4530,2025,Breanna Stewart,192
4531,2025,Bree Hall,10
4532,2025,Bria Hartley,-263
4533,2025,Brianna Turner,-14
4534,2025,Bridget Carleton,302
4535,2025,Brionna Jones,265
4536,2025,Brittney Griner,30
4537,2025,Brittney Sykes,6
4538,2025,Caitlin Clark,83
4539,2025,Cameron Brink,-60
4540,2025,Camryn Taylor,7
4541,2025,Carla Leite,71
4542,2025,Cecilia Zandalasini,46
4543,2025,Chelsea Gray,168
4544,2025,Cheyenne Parker-Tyus,1
4545,2025,Chloe Bibby,20
4546,2025,Christyn Williams,-56
4547,2025,Courtney Vandersloot,-72
4548,2025,Courtney Williams,321
4549,2025,Crystal Bradford,-15
4550,2025,Damiris Dantas,-37
4551,2025,Dana Evans,-50
4552,2025,DeWanna Bonner,-7
4553,2025,Dearica Hamby,22
4554,2025,DiJonai Carrington,-116
4555,2025,Diamond Miller,-105
4556,2025,Dominique Malonga,-20
4557,2025,Elizabeth Kitley,-52
4558,2025,Elizabeth Williams,-202
4559,2025,Emily Engstler,-74
4560,2025,Emma Cannon,-15
4561,2025,Emma Meesseman,32
4562,2025,Erica Wheeler,84
4563,2025,Ezi Magbegor,57
4564,2025,Gabby Williams,156
4565,2025,Grace Berger,-131
4566,2025,Hailey Van Lith,-87
4567,2025,Haley Jones,-105
4568,2025,Haley Peters,-112
4569,2025,Iliana Rupert,74
4570,2025,Isabelle Harrison,-10
4571,2025,JJ Quinerly,-45
4572,2025,Jackie Young,237
4573,2025,Jacy Sheldon,-270
4574,2025,Jade Melbourne,-183
4575,2025,Jaelyn Brown,-54
4576,2025,Janelle Salaun,-6
4577,2025,Jaylyn Sherrod,-27
4578,2025,Jessica Shepard,158
4579,2025,Jewell Loyd,120
4580,2025,Jonquel Jones,139
4581,2025,Jordin Canada,190
4582,2025,Joyner Holmes,-2
4583,2025,Julie Allemand,56
4584,2025,Julie Vanloo,-127
4585,2025,Kahleah Copper,77
4586,2025,Kaila Charles,27
4587,2025,Kaitlyn Chen,-23
4588,2025,Kalani Brown,-52
4589,2025,Kamiah Smalls,2
4590,2025,Kamilla Cardoso,-304
4591,2025,Kariata Diaby,-31
4592,2025,Karlie Samuelson,65
4593,2025,Kate Martin,-25
4594,2025,Kathryn Westbeld,54
4595,2025,Kayla McBride,296
4596,2025,Kayla Thornton,20
4597,2025,Kelsey Mitchell,151
4598,2025,Kelsey Plum,-71
4599,2025,Kennedy Burke,73
4600,2025,Kia Nurse,-312
4601,2025,Kiah Stokes,-90
4602,2025,Kiana Williams,-33
4603,2025,Kierstan Bell,26
4604,2025,Kiki Iriafen,-95
4605,2025,Kitija Laksa,-94
4606,2025,Kyara Linskens,7
4607,2025,Kyra Lambert,0
4608,2025,Laeticia Amihere,-8
4609,2025,Leila Lacan,-1
4610,2025,Leonie Fiebich,147
4611,2025,Lexi Held,-68
4612,2025,Lexie Brown,3
4613,2025,Lexie Hull,152
4614,2025,Li Yueru,-25
4615,2025,Liatu King,-14
4616,2025,Lindsay Allen,-145
4617,2025,Lucy Olsen,-122
4618,2025,Luisa Geiselsoder,-133
4619,2025,Mackenzie Holmes,-27
4620,2025,Maddy Siegrist,-92
4621,2025,Maddy Westbeld,-117
4622,2025,Madison Scott,-7
4623,2025,Makayla Timpson,1
4624,2025,Mamignan Toure,-25
4625,2025,Maria Kliundikova,78
4626,2025,Marina Mabrey,-293
4627,2025,Marine Johannes,102
4628,2025,Marième Badiane,-7
4629,2025,Marquesha Davis,-13
4630,2025,Maya Caldwell,128
4631,2025,Megan Gustafson,-55
4632,2025,Megan McConnell,-22
4633,2025,Mercedes Russell,-58
4634,2025,Michaela Onyenwere,-147
4635,2025,Monique Akoa Makani,163
4636,2025,Monique Billings,-11
4637,2025,Moriah Jefferson,-24
4638,2025,Murjanatu Musa,-48
4639,2025,Myisha Hines-Allen,-94
4640,2025,NaLyssa Smith,37
4641,2025,Napheesa Collier,343
4642,2025,Natasha Cloud,127
4643,2025,Natasha Howard,137
4644,2025,Natasha Mack,132
4645,2025,Natisha Hiedeman,190
4646,2025,Naz Hillmon,335
4647,2025,Nia Coffey,43
4648,2025,Nneka Ogwumike,138
4649,2025,Nyara Sabally,-3
4650,2025,Odyssey Sims,30
4651,2025,Olivia Nelson-Ododa,-175
4652,2025,Paige Bueckers,-104
4653,2025,Rachel Banham,-314
4654,2025,Rae Burrell,1
4655,2025,Rayah Marshall,8
4656,2025,Rebecca Allen,-231
4657,2025,Rebekah Gardner,35
4658,2025,Rhyne Howard,232
4659,2025,Rickea Jackson,-111
4660,2025,Robyn Parks,-8
4661,2025,Sabrina Ionescu,150
4662,2025,Sami Whitcomb,108
4663,2025,Sania Feagin,-39
4664,2025,Saniya Rivers,-265
4665,2025,Sarah Ashlee Barker,-104
4666,2025,Satou Sabally,153
4667,2025,Serena Sundell,-19
4668,2025,Sevgi Uzun,-52
4669,2025,Shakira Austin,-111
4670,2025,Shatori Walker-Kimbrough,20
4671,2025,Shey Peddy,-10
4672,2025,Sika Kone,-14
4673,2025,Skylar Diggins,182
4674,2025,Sonia Citron,-109
4675,2025,Sophie Cunningham,29
4676,2025,Stefanie Dolson,-54
4677,2025,Stephanie Talbot,-28
4678,2025,Sug Sutton,-45
4679,2025,Sydney Colson,-29
4680,2025,Taylor Thierry,-11
4681,2025,Te-Hina Paopao,171
4682,2025,Teaira McCowan,-41
4683,2025,Temi Fagbenle,2
4684,2025,Tiffany Hayes,70
4685,2025,Tiffany Mitchell,-31
4686,2025,Tina Charles,-406
4687,2025,Tyasha Harris,15
4688,2025,Veronica Burton,97
4689,2025,Yvonne Anderson,13
4690,2025,Zia Cooke,-69
