,Season,Player,PLUS_MINUS
3322,2017,Glory Johnson,-63
3323,2017,Haley Peters,-16
3324,2017,Ify Ibekwe,4
3325,2017,Imani McGee-Stafford,-92
3326,2017,Isabelle Harrison,-143
3327,2017,Ivory Latta,39
3328,2017,Jantel Lavender,32
3329,2017,Jasmine Thomas,163
3330,2017,Jazmon Gwathmey,-144
3331,2017,Jeanette Pohlen-Mavunga,-82
3332,2017,Jennie Simms,-13
3333,2017,Jennifer Hamson,-2
3334,2017,Jessica Breland,-123
3335,2017,Jewell Loyd,52
3336,2017,Jia Perkins,98
3337,2017,Jonquel Jones,174
3338,2017,Jordan Hooper,-30
3339,2017,Kaela Davis,-51
3340,2017,Kahleah Copper,-88
3341,2017,Kaleena Mosqueda-Lewis,-3
3342,2017,Karima Christmas-Kelly,-8
3343,2017,Kayla Alexander,-99
3344,2017,Kayla McBride,-134
3345,2017,Kayla Pedersen,-28
3346,2017,Kayla Thornton,-20
3347,2017,Keisha Hampton,9
3348,2017,Kelsey Plum,-107
3349,2017,Kia Vaughn,21
3350,2017,Kiah Stokes,15
3351,2017,Kristi Toliver,28
3352,2017,Krystal Thomas,-15
3353,2017,Lanay Montgomery,-8
3354,2017,Layshia Clarendon,-30
3355,2017,Leilani Mitchell,49
3356,2017,Lindsay Allen,70
3357,2017,Lindsay Whalen,116
3358,2017,Lynetta Kizer,2
3359,2017,Maimouna Diarra,6
3360,2017,Makayla Epps,-38
3361,2017,Marissa Coleman,-210
3362,2017,Matee Ajavon,-36
3363,2017,Maya Moore,368
3364,2017,Meighan Simmons,-1
3365,2017,Monique Currie,-163
3366,2017,Morgan Tuck,-50
3367,2017,Moriah Jefferson,-3
3368,2017,Nadia Colhado,-13
3369,2017,Natalie Achonwa,-100
3370,2017,Natasha Cloud,42
3371,2017,Natasha Howard,88
3372,2017,Nayo Raincock-Ekunwe,79
3373,2017,Nia Coffey,-36
3374,2017,Nneka Ogwumike,268
3375,2017,Noelle Quinn,2
3376,2017,Odyssey Sims,162
3377,2017,Plenette Pierson,153
3378,2017,Rachel Banham,20
3379,2017,Rachel Hollivay,-4
3380,2017,Ramu Tokashiki,-37
3381,2017,Rebecca Allen,-18
3382,2017,Rebekkah Brunson,206
3383,2017,Renee Montgomery,260
3384,2017,Riquna Williams,67
3385,2017,Sami Whitcomb,-60
3386,2017,Sancho Lyttle,-74
3387,2017,Sandrine Gruda,-8
3388,2017,Saniya Chong,-53
3389,2017,Seimone Augustus,313
3390,2017,Sequoia Holmes,-79
3391,2017,Shatori Walker-Kimbrough,-58
3392,2017,Shavonte Zellous,114
3393,2017,Shay Murphy,3
3394,2017,Shekinna Stricklen,95
3395,2017,Shenise Johnson,-54
3396,2017,Skylar Diggins,-15
3397,2017,Sophie Brunner,-8
3398,2017,Stefanie Dolson,-34
3399,2017,Stephanie Talbot,-6
3400,2017,Sue Bird,31
3401,2017,Sugar Rodgers,57
3402,2017,Sydney Colson,-127
3403,2017,Sydney Wiese,3
3404,2017,Sylvia Fowles,334
3405,2017,Tamera Young,-88
3406,2017,Tayler Hill,41
3407,2017,Temi Fagbenle,-17
3408,2017,Theresa Plaisance,7
3409,2017,Tianna Hawkins,3
3410,2017,Tierra Ruffin-Pratt,-33
3411,2017,Tiffany Hayes,-68
3412,2017,Tiffany Jackson,14
3413,2017,Tiffany Mitchell,-46
3414,2017,Tina Charles,127
3415,2017,Yvonne Turner,-3
3416,2018,A'ja Wilson,-43
3417,2018,Adaora Elonu,3
3418,2018,Aerial Powers,39
3419,2018,Alaina Coates,-16
3420,2018,Alana Beard,46
3421,2018,Alex Bentley,138
3422,2018,Alex Montgomery,-23
3423,2018,Alexis Jones,-50
3424,2018,Alexis Prince,6
3425,2018,Allie Quigley,-141
3426,2018,Allisha Gray,0
3427,2018,Alysha Clark,210
3428,2018,Alyssa Thomas,210
3429,2018,Amanda Zahui B,-102
3430,2018,Amber Harris,0
3431,2018,Angel McCoughtry,73
3432,2018,Angel Robinson,-22
3433,2018,Ariel Atkins,192
3434,2018,Asia Taylor,-13
3435,2018,Astou Ndour-Fall,-66
3436,2018,Azura Stevens,7
3437,2018,Betnijah Laney-Hamilton,76
3438,2018,Blake Dietrick,-46
3439,2018,Breanna Lewis,-21
3440,2018,Breanna Stewart,275
3441,2018,Bria Hartley,-174
3442,2018,Briann January,74
3443,2018,Brionna Jones,-14
3444,2018,Brittany Boyd-Jones,-90
3445,2018,Brittney Griner,118
3446,2018,Brittney Sykes,65
3447,2018,Camille Smith,-39
3448,2018,Candace Parker,85
3449,2018,Candice Dupree,-235
3450,2018,Cappie Pondexter,-152
3451,2018,Carolyn Swords,31
3452,2018,Cayla George,17
3453,2018,Cecilia Zandalasini,-12
3454,2018,Chelsea Gray,66
3455,2018,Chelsea Hopkins,-8
3456,2018,Cheyenne Parker-Tyus,-96
3457,2018,Chiney Ogwumike,65
3458,2018,Courtney Paris,16
3459,2018,Courtney Vandersloot,-150
3460,2018,Courtney Williams,120
3461,2018,Crystal Langhorne,-12
3462,2018,Damiris Dantas,-46
3463,2018,Danielle Robinson,6
3464,2018,DeWanna Bonner,111
3465,2018,Dearica Hamby,-2
3466,2018,Devereaux Peters,-12
3467,2018,Diamond DeShields,-91
3468,2018,Diana Taurasi,197
3469,2018,Elena Delle Donne,155
3470,2018,Elizabeth Williams,114
3471,2018,Endy Miyem,-12
3472,2018,Epiphanny Prince,-98
3473,2018,Erica McCall,-68
3474,2018,Erica Wheeler,-111
3475,2018,Erlana Larkins,-5
3476,2018,Essence Carson,-9
3477,2018,Gabby Williams,-211
3478,2018,Glory Johnson,22
3479,2018,Hind Ben Abdelkader,0
3480,2018,Imani McGee-Stafford,-25
3481,2018,Imani Wright,-3
3482,2018,Jaime Nared,7
3483,2018,Jamierra Faulkner,-61
3484,2018,Jantel Lavender,-88
3485,2018,Jasmine Thomas,102
3486,2018,Jazmon Gwathmey,-56
3487,2018,Jessica Breland,72
3488,2018,Jewell Loyd,286
3489,2018,JiSu Park,-30
3490,2018,Jonquel Jones,165
3491,2018,Jordin Canada,10
3492,2018,Kaela Davis,-12
3493,2018,Kahleah Copper,-127
3494,2018,Kaleena Mosqueda-Lewis,-5
3495,2018,Karima Christmas-Kelly,34
3496,2018,Karlie Samuelson,6
3497,2018,Kayla Alexander,-154
3498,2018,Kayla McBride,-29
3499,2018,Kayla Thornton,57
3500,2018,Kelsey Bone,-118
3501,2018,Kelsey Mitchell,-243
3502,2018,Kelsey Plum,-34
3503,2018,Kia Nurse,-143
3504,2018,Kia Vaughn,-103
3505,2018,Kiah Stokes,-82
3506,2018,Kristi Toliver,192
3507,2018,Krystal Thomas,-29
3508,2018,LaToya Sanders,152
3509,2018,Layshia Clarendon,-74
3510,2018,Leilani Mitchell,-51
3511,2018,Leticia Romero,-36
3512,2018,Lexie Brown,5
3513,2018,Lindsay Allen,-19
3514,2018,Lindsay Whalen,30
3515,2018,Linnae Harper,-43
3516,2018,Liz Cambage,74
3517,2018,Lynetta Kizer,13
3518,2018,Maggie Lucas,-43
3519,2018,Maria Kliundikova,3
3520,2018,Marie Gülich,-27
3521,2018,Marissa Coleman,-65
3522,2018,Maya Moore,93
3523,2018,Mercedes Russell,2
3524,2018,Monique Billings,13
3525,2018,Monique Currie,-56
3526,2018,Morgan Tuck,82
3527,2018,Moriah Jefferson,-38
3528,2018,Myisha Hines-Allen,-33
3529,2018,Natalie Achonwa,-178
3530,2018,Natasha Cloud,150
3531,2018,Natasha Howard,268
3532,2018,Nia Coffey,-45
3533,2018,Nneka Ogwumike,96
3534,2018,Noelle Quinn,-5
3535,2018,Odyssey Sims,115
3536,2018,Rachel Banham,14
3537,2018,Raigyne Louis,-14
3538,2018,Rebecca Allen,49
3539,2018,Rebekkah Brunson,38
3540,2018,Renee Montgomery,141
3541,2018,Riquna Williams,30
3542,2018,Sami Whitcomb,-15
3543,2018,Sancho Lyttle,68
3544,2018,Saniya Chong,5
3545,2018,Seimone Augustus,37
3546,2018,Sequoia Holmes,-5
3547,2018,Shatori Walker-Kimbrough,-5
3548,2018,Shavonte Zellous,-63
3549,2018,Shekinna Stricklen,20
3550,2018,Shoni Schimmel,-10
3551,2018,Skylar Diggins,72
3552,2018,Stefanie Dolson,-42
3553,2018,Stephanie Mavunga,-6
3554,2018,Stephanie Talbot,15
3555,2018,Sue Bird,268
3556,2018,Sugar Rodgers,-169
3557,2018,Sydney Colson,0
3558,2018,Sydney Wiese,-6
3559,2018,Sylvia Fowles,77
3560,2018,Tamera Young,-76
3561,2018,Tanisha Wright,-60
3562,2018,Tayler Hill,-72
3563,2018,Teana Muldrow,-3
3564,2018,Temi Fagbenle,-40
3565,2018,Theresa Plaisance,10
3566,2018,Tianna Hawkins,-47
3567,2018,Tierra Ruffin-Pratt,-113
3568,2018,Tiffany Hayes,152
3569,2018,Tiffany Mitchell,-206
3570,2018,Tina Charles,-187
3571,2018,Victoria Vivians,-177
3572,2018,Yvonne Turner,1
3573,2019,A'ja Wilson,48
3574,2019,Aerial Powers,184
3575,2019,Alaina Coates,-2
3576,2019,Alana Beard,16
3577,2019,Alanna Smith,-7
3578,2019,Alex Bentley,-223
3579,2019,Alexis Jones,-7
3580,2019,Allie Quigley,93
3581,2019,Allisha Gray,-105
3582,2019,Alysha Clark,121
3583,2019,Alyssa Thomas,167
3584,2019,Amanda Zahui B,-137
3585,2019,Angel McCoughtry,0
3586,2019,Anriel Howard,-7
3587,2019,Arica Carter,-16
3588,2019,Ariel Atkins,336
3589,2019,Arike Ogunbowale,-187
3590,2019,Ashley Walker,-13
3591,2019,Asia (AD) Durr,-83
3592,2019,Asia Taylor,2
3593,2019,Astou Ndour-Fall,20
3594,2019,Avery Warley-Talbert,-1
3595,2019,Azura Stevens,-72
3596,2019,Betnijah Laney-Hamilton,-88
3597,2019,Blake Dietrick,-22
3598,2019,Bria Hartley,-147
3599,2019,Bria Holmes,-78
3600,2019,Briann January,-25
3601,2019,Brianna Turner,-17
3602,2019,Bridget Carleton,-20
3603,2019,Brionna Jones,-65
3604,2019,Brittany Boyd-Jones,-178
3605,2019,Brittney Griner,-47
3606,2019,Brittney Sykes,-113
3607,2019,Brooke McCarty-Williams,-54
3608,2019,Camille Smith,58
3609,2019,Candace Parker,69
3610,2019,Candice Dupree,-101
3611,2019,Carolyn Swords,-42
3612,2019,Chelsea Gray,124
3613,2019,Cheyenne Parker-Tyus,-49
3614,2019,Chiney Ogwumike,12
3615,2019,Chloe Jackson,-13
3616,2019,Courtney Paris,-71
3617,2019,Courtney Vandersloot,135
3618,2019,Courtney Williams,104
3619,2019,Crystal Langhorne,-129
3620,2019,Damiris Dantas,80
3621,2019,Danielle Robinson,124
3622,2019,DeWanna Bonner,-58
3623,2019,Dearica Hamby,140
3624,2019,Diamond DeShields,86
3625,2019,Diana Taurasi,-49
3626,2019,Elena Delle Donne,371
3627,2019,Elizabeth Williams,-185
3628,2019,Emma Meesseman,173
3629,2019,Epiphanny Prince,7
3630,2019,Erica McCall,-20
3631,2019,Erica Wheeler,-21
3632,2019,Essence Carson,13
3633,2019,Gabby Williams,-51
3634,2019,Glory Johnson,-134
3635,2019,Haley Peters,-17
3636,2019,Han Xu,21
3637,2019,Imani McGee-Stafford,-20
3638,2019,Isabelle Harrison,-107
3639,2019,Jackie Young,19
3640,2019,Jaime Nared,0
3641,2019,Jamierra Faulkner,-27
3642,2019,Jantel Lavender,8
3643,2019,Jasmine Thomas,149
3644,2019,Jessica Breland,-156
3645,2019,Jessica Shepard,32
3646,2019,Jewell Loyd,38
3647,2019,JiSu Park,9
3648,2019,Jillian Alleyne,-17
3649,2019,Jonquel Jones,205
3650,2019,Jordin Canada,66
3651,2019,Kaela Davis,-145
3652,2019,Kahleah Copper,-75
3653,2019,Kalani Brown,-56
3654,2019,Kaleena Mosqueda-Lewis,-115
3655,2019,Karima Christmas-Kelly,-8
3656,2019,Karlie Samuelson,1
3657,2019,Katie Lou Samuelson,-25
3658,2019,Kayla Alexander,12
3659,2019,Kayla McBride,86
3660,2019,Kayla Thornton,-111
3661,2019,Kelsey Mitchell,-11
3662,2019,Kelsey Plum,88
3663,2019,Kenisha Bell,-4
3664,2019,Kennedy Burke,-60
3665,2019,Kia Nurse,-246
3666,2019,Kim Mestdagh,-4
3667,2019,Kristi Toliver,197
3668,2019,Kristine Anigwe,-27
3669,2019,LaToya Sanders,313
3670,2019,Layshia Clarendon,-2
3671,2019,Leilani Mitchell,-32
3672,2019,Lexie Brown,33
3673,2019,Liz Cambage,100
3674,2019,Maite Cazorla,-22
3675,2019,Maria Kliundikova,6
3676,2019,Marie Gülich,-74
3677,2019,Marina Mabrey,-13
3678,2019,Marine Johannes,-33
3679,2019,Megan Gustafson,3
3680,2019,Mercedes Russell,48
3681,2019,Monique Billings,-69
3682,2019,Morgan Tuck,-48
3683,2019,Myisha Hines-Allen,7
3684,2019,Napheesa Collier,132
3685,2019,Natalie Achonwa,-73
3686,2019,Natasha Cloud,276
3687,2019,Natasha Howard,147
3688,2019,Natisha Hiedeman,-38
3689,2019,Nayo Raincock-Ekunwe,3
3690,2019,Nia Coffey,-129
3691,2019,Nneka Ogwumike,143
3692,2019,Odyssey Sims,74
3693,2019,Paris Kea,-23
3694,2019,Rachel Banham,-11
3695,2019,Rebecca Allen,-2
3696,2019,Renee Montgomery,-172
3697,2019,Reshanda Gray,-109
3698,2019,Riquna Williams,40
3699,2019,Sami Whitcomb,-24
3700,2019,Sancho Lyttle,3
3701,2019,Seimone Augustus,-29
3702,2019,Shao Ting,-14
3703,2019,Shatori Walker-Kimbrough,125
3704,2019,Shavonte Zellous,-102
3705,2019,Shekinna Stricklen,180
3706,2019,Shenise Johnson,17
3707,2019,Shey Peddy,17
3708,2019,Sophie Cunningham,-3
3709,2019,Stefanie Dolson,95
3710,2019,Stephanie Mavunga,19
3711,2019,Stephanie Talbot,-29
3712,2019,Sugar Rodgers,13
3713,2019,Sydney Colson,40
3714,2019,Sydney Wiese,73
3715,2019,Sylvia Fowles,47
3716,2019,Tamera Young,72
3717,2019,Tanisha Wright,-73
3718,2019,Tayler Hill,-26
3719,2019,Teaira McCowan,-6
3720,2019,Temi Fagbenle,26
3721,2019,Theresa Plaisance,-60
3722,2019,Tianna Hawkins,45
3723,2019,Tierra Ruffin-Pratt,83
3724,2019,Tiffany Bias,-1
3725,2019,Tiffany Hayes,-148
3726,2019,Tiffany Mitchell,-93
3727,2019,Tina Charles,-259
3728,2019,Victoria Macaulay,11
3729,2019,Yvonne Turner,-20
3730,2020,A'ja Wilson,178
3731,2020,Aerial Powers,43
3732,2020,Alaina Coates,-23
3733,2020,Alanna Smith,75
3734,2020,Alexis Jones,-9
3735,2020,Alexis Prince,-10
3736,2020,Alisia Jenkins,-8
3737,2020,Allie Quigley,38
3738,2020,Allisha Gray,14
3739,2020,Alysha Clark,261
3740,2020,Alyssa Thomas,57
3741,2020,Amanda Zahui B,-141
3742,2020,Angel McCoughtry,147
3743,2020,Ariel Atkins,36
3744,2020,Arike Ogunbowale,-26
3745,2020,Astou Ndour-Fall,-78
3746,2020,Avery Warley-Talbert,-2
3747,2020,Azura Stevens,34
3748,2020,Beatrice Mompremier,-17
3749,2020,Bella Alarie,-27
3750,2020,Betnijah Laney-Hamilton,-91
3751,2020,Blake Dietrick,-77
3752,2020,Breanna Stewart,202
3753,2020,Bria Hartley,2
3754,2020,Bria Holmes,-75
3755,2020,Briann January,81
3756,2020,Brianna Turner,29
3757,2020,Bridget Carleton,63
3758,2020,Brionna Jones,63
3759,2020,Brittany Brewer,-9
3760,2020,Brittney Griner,27
3761,2020,Brittney Sykes,86
3762,2020,Candace Parker,103
3763,2020,Candice Dupree,-160
3764,2020,Carolyn Swords,85
3765,2020,Chelsea Gray,98
3766,2020,Chennedy Carter,-84
3767,2020,Cheyenne Parker-Tyus,43
3768,2020,Cierra Burdick,-19
3769,2020,Courtney Vandersloot,138
3770,2020,Courtney Williams,-107
3771,2020,Crystal Dangerfield,62
3772,2020,Crystal Langhorne,-14
3773,2020,Damiris Dantas,48
3774,2020,Danielle Robinson,128
3775,2020,DeWanna Bonner,61
3776,2020,Dearica Hamby,129
3777,2020,Diamond DeShields,-5
3778,2020,Diana Taurasi,14
3779,2020,Elizabeth Williams,-95
3780,2020,Emma Cannon,0
3781,2020,Emma Meesseman,-10
3782,2020,Epiphanny Prince,9
3783,2020,Erica McCall,30
3784,2020,Essence Carson,-91
3785,2020,Ezi Magbegor,66
3786,2020,Gabby Williams,-10
3787,2020,Glory Johnson,-48
3788,2020,Isabelle Harrison,-7
3789,2020,Jacki Gemelos,-15
3790,2020,Jackie Young,123
3791,2020,Jasmine Thomas,70
3792,2020,Jaylyn Agnew,-31
3793,2020,Jazmine Jones,-148
3794,2020,Jewell Loyd,183
3795,2020,Jocelyn Willoughby,-153
3796,2020,Jordin Canada,105
3797,2020,Joyner Holmes,-91
3798,2020,Julie Allemand,-176
3799,2020,Kaela Davis,-5
3800,2020,Kahleah Copper,69
3801,2020,Kaila Charles,-2
3802,2020,Kalani Brown,-18
3803,2020,Kaleena Mosqueda-Lewis,-82
3804,2020,Kamiah Smalls,-14
3805,2020,Karima Christmas-Kelly,-3
3806,2020,Kathleen Doyle,-32
3807,2020,Katie Lou Samuelson,-24
3808,2020,Kayla Alexander,-34
3809,2020,Kayla McBride,102
3810,2020,Kayla Thornton,-35
3811,2020,Kelsey Mitchell,-141
3812,2020,Kennedy Burke,-95
3813,2020,Kia Nurse,-180
3814,2020,Kia Vaughn,-4
3815,2020,Kiah Stokes,-185
3816,2020,Kiara Leslie,-16
3817,2020,Kristine Anigwe,25
3818,2020,Kylee Shook,-167
3819,2020,Lauren Cox,14
3820,2020,Layshia Clarendon,-137
3821,2020,Leaonna Odom,-111
3822,2020,Leilani Mitchell,-10
3823,2020,Lexie Brown,40
3824,2020,Lindsay Allen,21
3825,2020,Marie Gülich,-22
3826,2020,Marina Mabrey,-21
3827,2020,Megan Gustafson,-10
3828,2020,Megan Huff,-7
3829,2020,Megan Walker,-128
3830,2020,Mercedes Russell,82
3831,2020,Mikiah Herbert Harrigan,38
3832,2020,Monique Billings,-78
3833,2020,Morgan Tuck,-1
3834,2020,Moriah Jefferson,-62
3835,2020,Myisha Hines-Allen,48
3836,2020,Napheesa Collier,107
3837,2020,Natalie Achonwa,-112
3838,2020,Natasha Howard,162
3839,2020,Natisha Hiedeman,-71
3840,2020,Nia Coffey,3
3841,2020,Nneka Ogwumike,66
3842,2020,Odyssey Sims,10
3843,2020,Paris Kea,-73
3844,2020,Rachel Banham,47
3845,2020,Reshanda Gray,13
3846,2020,Riquna Williams,-2
3847,2020,Ruthy Hebard,30
3848,2020,Sabrina Ionescu,-26
3849,2020,Sami Whitcomb,86
3850,2020,Satou Sabally,-57
3851,2020,Seimone Augustus,58
3852,2020,Shatori Walker-Kimbrough,37
3853,2020,Shekinna Stricklen,-81
3854,2020,Shenise Johnson,-27
3855,2020,Shey Peddy,-11
3856,2020,Skylar Diggins,-41
3857,2020,Sophie Cunningham,77
3858,2020,Stefanie Dolson,24
3859,2020,Stella Johnson,-3
3860,2020,Stephanie Mavunga,-24
3861,2020,Sue Bird,129
3862,2020,Sug Sutton,-22
3863,2020,Sugar Rodgers,60
3864,2020,Sydney Colson,-37
3865,2020,Sydney Wiese,38
3866,2020,Sylvia Fowles,37
3867,2020,Te'a Cooper,30
3868,2020,Teaira McCowan,-71
3869,2020,Theresa Plaisance,-42
3870,2020,Tianna Hawkins,-90
3871,2020,Tierra Ruffin-Pratt,12
3872,2020,Tiffany Mitchell,-71
3873,2020,Tyasha Harris,-57
3874,2020,Victoria Vivians,3
3875,2021,A'ja Wilson,184
3876,2021,Aaliyah Wilson,-60
3877,2021,Aari McDonald,-63
3878,2021,Aerial Powers,48
3879,2021,Alanna Smith,-6
3880,2021,Aleah Goodman,-8
3881,2021,Allie Quigley,88
3882,2021,Allisha Gray,12
3883,2021,Alyssa Thomas,18
3884,2021,Amanda Zahui B,-49
3885,2021,Angel McCoughtry,0
3886,2021,Arella Guirantes,-8
3887,2021,Ariel Atkins,-46
3888,2021,Arike Ogunbowale,-49
3889,2021,Astou Ndour-Fall,-60
3890,2021,Awak Kuier,-24
3891,2021,Azura Stevens,12
3892,2021,Beatrice Mompremier,-23
3893,2021,Bella Alarie,46
3894,2021,Bernadett Hatar,-57
3895,2021,Betnijah Laney-Hamilton,-180
3896,2021,Blake Dietrick,-6
3897,2021,Breanna Stewart,211
3898,2021,Bria Hartley,-23
3899,2021,Bria Holmes,-76
3900,2021,Briann January,262
3901,2021,Brianna Turner,149
3902,2021,Bridget Carleton,12
3903,2021,Brionna Jones,295
3904,2021,Brittany Boyd-Jones,-6
3905,2021,Brittney Griner,99
3906,2021,Brittney Sykes,-28
3907,2021,Candace Parker,49
3908,2021,Candice Dupree,-79
3909,2021,Charli Collier,-98
3910,2021,Chelsea Dungee,1
3911,2021,Chelsea Gray,181
3912,2021,Chelsey Perry,14
3913,2021,Chennedy Carter,-10
3914,2021,Cheyenne Parker-Tyus,-51
3915,2021,Chiney Ogwumike,14
3916,2021,Cierra Burdick,-9
3917,2021,Courtney Vandersloot,68
3918,2021,Courtney Williams,-109
3919,2021,Crystal Bradford,-53
3920,2021,Crystal Dangerfield,-16
3921,2021,Damiris Dantas,10
3922,2021,Dana Evans,1
3923,2021,Danielle Robinson,-123
3924,2021,DeWanna Bonner,279
3925,2021,Dearica Hamby,226
3926,2021,Destiny Slocum,46
3927,2021,DiDi Richards,-71
3928,2021,DiJonai Carrington,11
3929,2021,Diamond DeShields,-7
3930,2021,Diana Taurasi,64
3931,2021,Elena Delle Donne,29
3932,2021,Elizabeth Williams,-119
3933,2021,Emma Cannon,-60
3934,2021,Epiphanny Prince,45
3935,2021,Erica McCall,-30
3936,2021,Erica Wheeler,-146
3937,2021,Ezi Magbegor,4
3938,2021,Haley Gorecki,-6
3939,2021,Isabelle Harrison,95
3940,2021,Jackie Young,309
3941,2021,Jantel Lavender,-191
3942,2021,Jasmine Thomas,286
3943,2021,Jasmine Walker,-21
3944,2021,Jazmine Jones,-110
3945,2021,Jessica Breland,-190
3946,2021,Jessica Shepard,-9
3947,2021,Jewell Loyd,157
3948,2021,JiSu Park,2
3949,2021,Jillian Alleyne,1
3950,2021,Jonquel Jones,335
3951,2021,Jordin Canada,16
3952,2021,Joyner Holmes,-3
3953,2021,Kahleah Copper,1
3954,2021,Kaila Charles,82
3955,2021,Kalani Brown,-4
3956,2021,Karlie Samuelson,-1
3957,2021,Katie Lou Samuelson,64
3958,2021,Kayla McBride,122
3959,2021,Kayla Thornton,-87
3960,2021,Kelsey Mitchell,-196
3961,2021,Kelsey Plum,144
3962,2021,Kennedy Burke,-50
3963,2021,Kia Nurse,25
3964,2021,Kia Vaughn,-67
3965,2021,Kiah Stokes,28
3966,2021,Kiana Williams,-33
3967,2021,Kiara Leslie,-27
3968,2021,Kristi Toliver,-62
3969,2021,Kristine Anigwe,-21
3970,2021,Kylee Shook,-51
3971,2021,Kysre Gondrezick,-71
3972,2021,Lauren Cox,-78
3973,2021,Layshia Clarendon,116
3974,2021,Leaonna Odom,-68
3975,2021,Leilani Mitchell,-41
3976,2021,Lexie Brown,-1
3977,2021,Lindsay Allen,-176
3978,2021,Linnae Harper,7
3979,2021,Liz Cambage,161
3980,2021,Marina Mabrey,6
3981,2021,Megan Gustafson,-61
3982,2021,Megan Walker,-1
3983,2021,Mercedes Russell,137
3984,2021,Michaela Onyenwere,-100
3985,2021,Mikiah Herbert Harrigan,0
3986,2021,Monique Billings,-86
3987,2021,Moriah Jefferson,-9
3988,2021,Myisha Hines-Allen,-53
3989,2021,Napheesa Collier,153
3990,2021,Natalie Achonwa,22
3991,2021,Natasha Cloud,-61
3992,2021,Natasha Howard,-69
3993,2021,Natasha Mack,-5
3994,2021,Natisha Hiedeman,80
3995,2021,Nia Coffey,-114
3996,2021,Nneka Ogwumike,-61
3997,2021,Odyssey Sims,-171
3998,2021,Rachel Banham,63
3999,2021,Rebecca Allen,-210
4000,2021,Reshanda Gray,-34
4001,2021,Riquna Williams,151
4002,2021,Ruthy Hebard,44
4003,2021,Sabrina Ionescu,-104
4004,2021,Sami Whitcomb,-94
4005,2021,Satou Sabally,39
4006,2021,Shatori Walker-Kimbrough,-25
4007,2021,Shavonte Zellous,-52
4008,2021,Shekinna Stricklen,-80
4009,2021,Shey Peddy,-16
4010,2021,Shyla Heal,-6
4011,2021,Skylar Diggins,159
4012,2021,Sophie Cunningham,33
4013,2021,Stefanie Dolson,62
4014,2021,Stella Johnson,-7
4015,2021,Stephanie Jones,-32
4016,2021,Stephanie Talbot,99
4017,2021,Stephanie Watts,-25
4018,2021,Sue Bird,118
4019,2021,Sydney Wiese,-99
4020,2021,Sylvia Fowles,97
4021,2021,Te'a Cooper,-100
4022,2021,Teaira McCowan,-99
4023,2021,Theresa Plaisance,-85
4024,2021,Tianna Hawkins,-58
4025,2021,Tiffany Hayes,-42
4026,2021,Tiffany Mitchell,-140
4027,2021,Tina Charles,-59
4028,2021,Tyasha Harris,-23
4029,2021,Victoria Vivians,-194
4030,2022,A'ja Wilson,313
4031,2022,Aari McDonald,-4
4032,2022,Aerial Powers,-128
4033,2022,Aisha Sheppard,-40
4034,2022,Alaina Coates,-48
4035,2022,Alanna Smith,-36
4036,2022,Allie Quigley,155
4037,2022,Allisha Gray,80
4038,2022,Alysha Clark,123
4039,2022,Alyssa Thomas,263
4040,2022,Amy Atwell,-9
4041,2022,Angel McCoughtry,-24
4042,2022,Anneli Maley,10
4043,2022,Ariel Atkins,150
4044,2022,Arike Ogunbowale,2
4045,2022,Asia (AD) Durr,-45
4046,2022,Awak Kuier,-11
4047,2022,Azura Stevens,39
4048,2022,Beatrice Mompremier,-11
4049,2022,Betnijah Laney-Hamilton,-38
4050,2022,Breanna Stewart,229
4051,2022,Bria Hartley,-17
4052,2022,Briann January,-49
4053,2022,Brianna Turner,-15
4054,2022,Bridget Carleton,56
4055,2022,Brionna Jones,198
4056,2022,Brittney Sykes,-166
4057,2022,Candace Parker,180
4058,2022,Charli Collier,-52
4059,2022,Chelsea Gray,283
4060,2022,Chennedy Carter,-102
4061,2022,Cheyenne Parker-Tyus,-104
4062,2022,Chiney Ogwumike,-15
4063,2022,Courtney Vandersloot,199
4064,2022,Courtney Williams,205
4065,2022,Crystal Dangerfield,8
4066,2022,Damiris Dantas,45
4067,2022,Dana Evans,-33
4068,2022,Danielle Robinson,-122
4069,2022,DeWanna Bonner,201
4070,2022,Dearica Hamby,206
4071,2022,Destanni Henderson,-238
4072,2022,Destiny Slocum,8
4073,2022,DiDi Richards,-16
4074,2022,DiJonai Carrington,97
4075,2022,Diamond DeShields,-117
4076,2022,Diana Taurasi,-124
4077,2022,Elena Delle Donne,158
4078,2022,Elissa Cunane,-2
4079,2022,Elizabeth Williams,32
4080,2022,Emily Engstler,-210
4081,2022,Emma Cannon,-105
4082,2022,Emma Meesseman,196
4083,2022,Epiphanny Prince,-30
4084,2022,Erica Wheeler,-61
4085,2022,Evina Westbrook,-2
4086,2022,Ezi Magbegor,55
4087,2022,Gabby Williams,180
4088,2022,Han Xu,-29
4089,2022,Hannah Sjerven,6
4090,2022,Iliana Rupert,-48
4091,2022,Isabelle Harrison,-29
4092,2022,Jackie Young,225
4093,2022,Jantel Lavender,-45
4094,2022,Jasmine Dickey,-51
4095,2022,Jasmine Thomas,34
4096,2022,Jasmine Walker,-133
4097,2022,Jazmine Jones,-35
4098,2022,Jennie Simms,15
4099,2022,Jessica Shepard,-89
4100,2022,Jewell Loyd,192
4101,2022,Jocelyn Willoughby,-60
4102,2022,Jonquel Jones,254
4103,2022,Jordin Canada,-125
4104,2022,Joyner Holmes,-41
