,Season,Player,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40
128,2001,Murriel Page,12.5,0.456,0.442,0.074,0.156,8.9,11.0,11.9,1.8,3.1,19.6,15.3,90.0,96.0,0.2,1.2,1.4,0.058
129,2001,Wendy Palmer,15.0,0.483,0.449,0.153,0.274,7.5,16.1,7.8,2.1,0.5,16.6,21.9,92.0,99.0,0.4,0.5,0.9,0.055
130,2001,Michaela Pavlickova,6.5,0.174,0.0,0.0,1.0,0.0,18.1,7.6,0.0,8.0,25.8,9.1,42.0,90.0,-0.1,0.0,0.0,-0.051
131,2001,Kate Paye,9.2,0.535,0.513,0.718,0.205,1.4,6.0,31.5,1.9,0.0,35.1,9.9,94.0,99.0,0.4,0.4,0.8,0.047
132,2001,Ticha Penicheiro,15.0,0.473,0.383,0.339,0.516,1.0,7.2,39.5,3.1,0.9,29.6,13.8,99.0,93.0,1.1,1.2,2.3,0.124
133,2001,Erin Perperoglou,9.9,0.421,0.37,0.158,0.413,7.5,10.4,19.9,2.2,3.6,23.0,19.1,82.0,95.0,-0.7,0.9,0.2,0.012
134,2001,Bridget Pettis,15.1,0.468,0.396,0.396,0.352,7.8,7.9,20.6,3.2,0.7,17.1,21.5,95.0,98.0,0.6,0.4,1.0,0.082
135,2001,Tari Phillips,21.2,0.526,0.507,0.01,0.305,11.6,16.5,7.2,2.7,1.5,15.3,27.0,97.0,92.0,2.1,1.8,3.9,0.15
136,2001,Elaine Powell,15.5,0.521,0.468,0.345,0.358,3.9,6.2,19.2,2.7,0.6,18.7,19.1,102.0,101.0,2.3,0.3,2.6,0.099
137,2001,Lynn Pride,10.6,0.429,0.394,0.023,0.316,8.6,13.1,9.3,2.3,2.5,18.8,16.8,84.0,94.0,-0.4,1.1,0.7,0.039
138,2001,Hajdana Radunovic,15.9,0.694,0.5,0.0,1.0,15.2,30.0,0.0,0.0,10.4,41.0,27.9,88.0,84.0,0.0,0.0,0.0,0.124
139,2001,Semeka Randall,10.8,0.418,0.371,0.013,0.317,4.5,8.0,12.6,2.0,0.4,16.9,25.4,80.0,99.0,-1.4,0.6,-0.8,-0.034
140,2001,Kristen Rasmussen,8.4,0.403,0.366,0.047,0.186,10.9,14.6,7.7,1.6,3.3,25.0,15.8,77.0,90.0,-0.6,0.9,0.3,0.028
141,2001,Jamie Redd,12.1,0.471,0.431,0.356,0.306,5.4,8.4,18.1,1.6,0.4,16.4,23.1,91.0,99.0,0.4,0.4,0.8,0.049
142,2001,Brandy Reed,-5.0,0.178,0.125,0.0,0.125,0.0,15.1,0.0,0.0,0.0,0.0,31.4,45.0,97.0,-0.1,0.0,-0.1,-0.321
143,2001,Tracy Reid,13.3,0.537,0.508,0.0,0.413,4.9,9.2,10.2,3.4,1.8,25.1,19.0,87.0,89.0,0.0,0.6,0.6,0.087
144,2001,Ruth Riley,13.9,0.549,0.475,0.0,0.512,8.8,11.2,6.8,1.9,5.7,24.1,17.4,94.0,90.0,0.7,1.7,2.4,0.121
145,2001,Jennifer Rizzotti,11.8,0.518,0.509,0.664,0.1,0.6,4.4,21.2,3.3,0.4,26.3,17.3,89.0,89.0,0.1,1.1,1.2,0.098
146,2001,Crystal Robinson,18.8,0.611,0.592,0.629,0.109,3.2,6.3,16.1,1.9,0.8,9.1,16.2,122.0,99.0,4.2,0.7,4.9,0.199
147,2001,Nykesha Sales,19.3,0.526,0.495,0.361,0.195,7.0,11.0,12.8,3.9,0.5,14.9,22.2,104.0,96.0,2.8,1.2,4.0,0.154
148,2001,Sheri Sam,18.4,0.493,0.464,0.235,0.182,5.1,8.6,19.5,3.1,0.7,16.2,25.9,94.0,91.0,1.4,2.1,3.6,0.129
149,2001,Alessandra Santos de Oliveira,4.8,0.345,0.286,0.0,0.786,19.9,17.4,0.0,0.0,0.0,13.7,18.3,81.0,102.0,-0.1,0.0,-0.1,-0.035
150,2001,Kelly Santos,12.8,0.521,0.476,0.024,0.429,9.2,12.0,7.1,1.1,1.7,19.4,20.0,95.0,103.0,0.2,0.0,0.2,0.046
151,2001,Paige Sauer,11.9,0.333,0.333,0.0,0.0,36.1,34.7,0.0,0.0,24.2,25.0,52.7,61.0,72.0,0.0,0.0,0.0,-0.234
152,2001,Jaynetta Saunders,8.8,0.386,0.331,0.039,0.325,6.6,10.3,5.6,2.3,2.7,13.7,19.5,80.0,96.0,-0.3,0.3,0.0,-0.006
153,2001,Audrey Sauret,4.3,0.313,0.311,0.234,0.216,2.9,5.7,19.1,3.1,0.7,25.2,17.6,63.0,96.0,-1.7,0.5,-1.1,-0.1
154,2001,Kelly Schumacher,15.5,0.55,0.511,0.054,0.215,8.3,12.5,5.6,0.8,6.2,17.1,16.3,102.0,100.0,0.7,0.2,0.9,0.091
155,2001,Georgia Schweitzer,8.5,0.384,0.348,0.412,0.167,4.6,7.6,18.2,1.5,1.3,13.4,14.7,87.0,99.0,0.0,0.3,0.2,0.022
156,2001,Olympia Scott,14.8,0.527,0.456,0.009,0.512,9.2,14.2,11.2,1.7,1.3,21.3,21.9,95.0,101.0,1.1,0.3,1.4,0.071
157,2001,Elena Shakirova,10.0,0.395,0.316,0.184,0.605,9.2,10.9,8.5,1.8,0.9,15.8,14.1,89.0,95.0,0.0,0.3,0.3,0.054
158,2001,Charlotte Smith,12.5,0.491,0.425,0.219,0.438,7.9,10.4,15.1,1.5,1.7,19.1,16.6,100.0,98.0,1.1,0.6,1.7,0.099
159,2001,Charmin Smith,5.1,0.401,0.357,0.603,0.333,3.8,6.3,13.3,1.8,0.2,26.5,8.7,81.0,100.0,-0.3,0.3,0.0,-0.001
160,2001,Katie Smith,23.3,0.577,0.475,0.462,0.53,4.1,6.3,16.1,1.1,0.4,12.0,28.9,114.0,102.0,7.2,0.3,7.5,0.244
161,2001,Tangela Smith,16.1,0.46,0.42,0.006,0.241,6.6,12.2,9.4,2.1,4.9,14.5,23.8,93.0,91.0,0.8,1.8,2.6,0.112
162,2001,Rachael Sporn,9.1,0.402,0.404,0.0,0.191,10.1,13.3,8.0,1.5,1.3,20.3,11.9,84.0,102.0,-0.1,0.1,0.0,-0.007
163,2001,Trisha Stafford-Odom,13.5,0.438,0.368,0.009,0.491,13.0,14.7,9.3,2.0,0.5,16.8,21.2,91.0,93.0,0.2,0.6,0.8,0.088
164,2001,Dawn Staley,13.8,0.487,0.44,0.317,0.203,1.4,4.3,32.3,2.8,0.1,24.6,18.4,96.0,99.0,1.4,0.8,2.3,0.079
165,2001,Kate Starbird,12.4,0.447,0.395,0.209,0.245,5.9,6.1,13.7,1.5,0.3,11.0,21.7,96.0,103.0,0.4,0.0,0.4,0.057
166,2001,Katy Steding,12.8,0.496,0.457,0.372,0.213,2.8,6.0,14.0,2.5,2.1,17.6,16.5,93.0,97.0,0.3,0.4,0.6,0.065
167,2001,Maria Stepanova,22.5,0.528,0.507,0.007,0.277,10.5,16.1,12.0,3.0,6.7,13.6,21.7,101.0,90.0,1.9,1.8,3.7,0.18
168,2001,Jackie Stiles,16.7,0.53,0.47,0.301,0.387,2.9,4.7,13.1,1.3,0.2,13.1,24.9,102.0,102.0,2.7,0.1,2.8,0.111
169,2001,Andrea Stinson,23.4,0.556,0.523,0.176,0.214,5.8,9.5,22.1,2.7,1.7,14.7,24.7,109.0,95.0,4.1,1.2,5.4,0.214
170,2001,Shanele Stires,8.5,0.455,0.434,0.472,0.132,6.5,8.6,16.6,2.3,1.8,25.3,18.3,81.0,97.0,-0.2,0.2,0.0,-0.003
171,2001,Tamara Stocks,3.8,0.387,0.333,0.0,0.667,0.0,11.1,0.0,0.0,0.0,0.0,17.4,89.0,97.0,0.0,0.0,0.0,0.049
172,2001,Jurgita Streimikyte,18.7,0.53,0.478,0.043,0.275,8.7,13.4,16.4,3.0,2.3,18.3,20.2,101.0,97.0,1.6,0.7,2.2,0.125
173,2001,Tammy Sutton-Brown,17.9,0.548,0.49,0.0,0.49,12.6,15.0,4.0,2.2,5.7,18.3,19.0,103.0,92.0,1.4,1.1,2.4,0.161
174,2001,Penny Taylor,21.1,0.469,0.431,0.324,0.204,9.3,13.9,17.8,3.9,1.9,13.4,26.6,97.0,82.0,1.1,1.9,3.0,0.212
175,2001,Stacey Thomas,8.9,0.391,0.367,0.117,0.583,9.2,10.5,19.5,4.2,2.1,34.7,13.7,74.0,93.0,-0.7,0.7,0.0,-0.002
176,2001,Alicia Thompson,21.2,0.505,0.486,0.247,0.132,7.5,11.3,16.9,1.4,1.6,10.7,27.2,102.0,103.0,1.1,0.0,1.1,0.117
177,2001,Tina Thompson,22.2,0.483,0.419,0.284,0.309,9.5,13.4,13.2,1.6,1.8,12.7,31.1,100.0,93.0,3.2,1.7,5.0,0.18
178,2001,Michele Timms,12.7,0.428,0.409,0.418,0.091,3.5,7.2,42.5,2.9,0.4,26.9,18.5,86.0,97.0,-0.1,0.4,0.2,0.023
179,2001,Elena Tornikidou,16.8,0.548,0.49,0.197,0.285,4.6,6.7,16.1,1.4,1.6,17.4,21.6,102.0,104.0,1.9,-0.1,1.8,0.093
180,2001,Levys Torres,-16.4,,,,,0.0,0.0,0.0,0.0,0.0,100.0,13.3,0.0,103.0,-0.1,0.0,-0.1,-0.44
181,2001,Slobodanka Tuvic,7.4,0.397,0.31,0.0,1.405,7.2,12.7,9.4,2.8,4.5,29.2,14.3,72.0,93.0,-0.7,0.5,-0.1,-0.013
182,2001,Michele Van Gorp,4.6,0.42,0.375,0.025,0.5,8.0,9.0,10.8,0.7,2.2,26.9,13.5,78.0,101.0,-0.3,0.1,-0.2,-0.029
183,2001,Kristen Veal,8.3,0.404,0.336,0.4,0.336,2.8,6.0,35.1,2.9,0.5,36.4,16.5,75.0,98.0,-1.3,0.5,-0.8,-0.049
184,2001,Kamila Vodichkova,16.7,0.531,0.459,0.205,0.361,7.6,11.8,14.2,2.4,1.6,19.4,22.5,97.0,95.0,0.7,0.5,1.2,0.116
185,2001,DeMya Walker,11.7,0.48,0.45,0.03,0.4,12.0,12.1,8.1,1.3,3.4,22.9,25.2,83.0,98.0,-0.3,0.3,0.0,-0.003
186,2001,Maren Walseth,12.5,0.694,0.5,0.0,1.0,31.5,15.5,0.0,0.0,0.0,41.0,29.1,94.0,105.0,0.0,0.0,0.0,0.049
187,2001,Coquese Washington,12.9,0.453,0.438,0.458,0.124,2.5,7.4,23.3,4.1,0.8,23.4,12.0,93.0,91.0,0.5,2.1,2.6,0.102
188,2001,Tonya Massaline,11.3,0.425,0.404,0.254,0.096,6.7,7.8,6.7,0.7,0.5,10.5,19.5,90.0,101.0,0.1,0.1,0.2,0.026
189,2001,Ann Wauters,20.2,0.629,0.569,0.013,0.49,8.1,12.7,12.4,1.7,2.0,21.2,20.0,108.0,87.0,2.1,1.6,3.6,0.234
190,2001,Teresa Weatherspoon,16.5,0.513,0.461,0.156,0.473,4.1,8.2,36.1,3.3,0.4,28.6,15.0,102.0,95.0,2.0,1.2,3.2,0.132
191,2001,Val Whiting-Raymond,6.2,0.387,0.267,0.011,0.6,7.0,11.5,7.4,1.9,2.7,23.0,15.7,76.0,95.0,-0.7,0.6,-0.1,-0.011
192,2001,Tamika Whitmore,10.7,0.457,0.435,0.009,0.261,5.3,8.7,4.8,1.3,1.2,11.8,19.2,90.0,99.0,0.2,0.5,0.7,0.039
193,2001,Jennifer Whittle,-18.2,0.0,0.0,1.0,2.0,5.9,3.1,0.0,0.0,4.2,61.5,12.1,8.0,103.0,-0.2,0.0,-0.2,-0.353
194,2001,Sue Wicks,16.1,0.513,0.469,0.054,0.4,8.2,15.5,11.2,3.5,4.7,22.0,16.8,95.0,88.0,0.6,1.4,2.0,0.132
195,2001,Adrian Williams-Strong,6.5,0.383,0.336,0.0,0.248,7.2,13.1,5.9,2.3,1.1,21.3,20.5,71.0,95.0,-1.0,0.5,-0.5,-0.058
196,2001,Natalie Williams,21.3,0.539,0.49,0.011,0.381,14.6,18.3,11.1,2.2,0.8,14.7,22.0,107.0,94.0,3.6,1.5,5.1,0.193
197,2001,Rita Williams,18.2,0.543,0.462,0.372,0.451,3.3,6.8,22.9,4.0,0.9,22.2,21.8,99.0,99.0,2.1,0.7,2.8,0.108
198,2001,Wendi Willits,11.2,0.391,0.35,0.65,0.2,2.8,6.8,11.0,1.2,0.0,8.4,24.0,90.0,101.0,0.0,0.0,0.0,0.031
199,2001,Sophia Witherspoon,13.4,0.461,0.395,0.508,0.296,2.8,5.3,14.5,2.0,0.8,15.1,27.1,89.0,100.0,0.3,0.4,0.7,0.032
200,2001,Kara Wolters,15.3,0.511,0.47,0.0,0.231,7.0,12.2,9.5,0.6,5.4,18.3,22.8,95.0,94.0,0.4,0.6,1.0,0.106
201,2001,Angelina Wolvert,9.6,0.333,0.333,0.0,0.0,28.8,13.9,0.0,0.0,0.0,0.0,31.6,88.0,99.0,0.0,0.0,0.0,0.031
202,2001,Brooke Wyckoff,7.2,0.393,0.352,0.296,0.224,9.4,12.5,10.7,2.3,2.1,26.7,13.8,79.0,98.0,-0.7,0.5,-0.2,-0.011
203,2001,Dana Wynne,51.7,1.136,,,,42.0,20.7,0.0,0.0,27.1,0.0,14.0,242.0,88.0,0.1,0.0,0.1,0.999
204,2001,Carolyn Young,13.2,0.481,0.424,0.343,0.374,4.4,7.6,12.5,2.9,0.3,19.0,25.0,87.0,97.0,0.0,0.3,0.2,0.034
205,2001,Tonya Edwards,9.7,0.466,0.38,0.211,0.491,3.9,7.3,17.3,2.0,1.1,23.0,23.6,86.0,99.0,-0.2,0.4,0.2,0.013
206,2001,Vicki Hall,10.6,0.46,0.445,0.25,0.22,6.1,9.7,7.9,0.8,1.4,14.1,19.0,91.0,96.0,0.2,0.4,0.6,0.066
0,2002,Svetlana Abrosimova,12.6,0.428,0.408,0.19,0.367,7.9,12.5,18.0,3.1,1.1,20.0,28.9,81.0,95.0,-1.6,1.4,-0.2,-0.008
1,2002,Elisa Aguilar,13.3,0.596,0.591,0.636,0.212,0.0,4.9,20.5,1.2,1.1,23.4,15.4,105.0,104.0,0.3,0.0,0.3,0.083
2,2002,Monique Ambers,-10.2,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,110.0,0.0,0.0,0.0,-0.028
3,2002,Keisha Anderson,4.0,0.292,0.292,0.333,0.0,9.0,13.4,32.3,0.0,0.0,20.0,25.1,74.0,105.0,-0.1,0.0,-0.1,-0.124
4,2002,Mery Andrade,6.0,0.376,0.329,0.234,0.207,3.6,5.8,19.0,2.6,0.8,25.3,12.7,80.0,101.0,-0.7,0.5,-0.3,-0.016
5,2002,Janeth Arcain,16.4,0.519,0.44,0.123,0.368,5.0,7.3,16.3,2.8,0.5,16.8,19.5,102.0,91.0,2.1,2.5,4.6,0.164
6,2002,Jennifer Azzi,13.8,0.628,0.563,0.465,0.525,1.7,3.7,23.9,1.3,0.9,21.6,12.4,118.0,105.0,3.5,0.1,3.5,0.123
7,2002,Tricia Bader Binford,4.6,0.244,0.173,0.538,0.231,1.1,3.7,20.7,2.8,0.7,19.6,14.1,65.0,102.0,-0.4,0.1,-0.3,-0.088
8,2002,LaQuanda Barksdale,10.9,0.445,0.381,0.218,0.257,8.3,9.3,8.2,1.6,2.1,17.0,22.9,88.0,100.0,-0.1,0.3,0.1,0.021
9,2002,Adia Barnes,10.4,0.364,0.338,0.036,0.261,11.5,13.6,10.5,3.8,1.6,16.8,14.6,85.0,92.0,-0.3,1.1,0.8,0.065
10,2002,Quacy Barnes,0.6,0.171,0.0,0.0,0.571,0.0,5.1,0.0,4.4,13.3,0.0,32.8,45.0,92.0,-0.1,0.0,-0.1,-0.308
11,2002,Cass Bauer-Bilodeau,-0.9,0.338,0.298,0.0,0.263,7.7,11.4,0.8,0.5,1.9,28.2,18.6,58.0,103.0,-1.1,0.1,-1.0,-0.171
12,2002,Lucienne Berthieu,17.4,0.457,0.429,0.143,0.571,26.3,17.4,0.0,0.0,0.0,0.0,28.5,110.0,107.0,0.1,0.0,0.1,0.165
13,2002,Tully Bevilaqua,10.6,0.569,0.533,0.59,0.475,2.2,5.2,18.0,3.0,0.6,26.8,11.5,100.0,99.0,0.4,0.5,0.9,0.086
14,2002,Sue Bird,19.7,0.543,0.479,0.379,0.299,1.9,4.9,35.4,2.9,0.2,20.4,23.0,106.0,98.0,3.4,1.4,4.8,0.172
15,2002,Debbie Black,15.7,0.438,0.4,0.019,0.206,6.0,9.6,28.9,4.0,0.5,15.5,11.8,106.0,95.0,1.6,1.5,3.0,0.135
16,2002,Ruthie Bolton,18.8,0.499,0.464,0.418,0.244,5.4,8.3,11.9,3.5,0.2,9.1,25.5,101.0,99.0,1.6,0.8,2.3,0.127
17,2002,Susanna Bonfiglio,15.2,0.525,0.483,0.067,0.281,6.8,8.1,15.7,2.2,0.0,15.3,18.8,103.0,104.0,0.6,0.1,0.7,0.087
18,2002,Sandy Brondello,11.7,0.445,0.391,0.165,0.252,1.2,3.8,12.8,2.1,0.5,11.9,22.6,91.0,102.0,0.1,0.5,0.6,0.03
19,2002,Edwina Brown,6.7,0.396,0.351,0.092,0.244,6.6,9.3,20.5,2.6,1.1,29.3,17.5,75.0,99.0,-1.2,0.6,-0.6,-0.043
20,2002,Kiesha Brown,8.7,0.385,0.357,0.314,0.086,4.7,7.1,10.8,2.7,0.0,12.1,19.2,85.0,98.0,-0.1,0.1,0.0,0.017
21,2002,Rushia Brown,10.4,0.46,0.4,0.01,0.362,8.7,11.1,11.8,2.7,1.6,24.3,17.9,85.0,99.0,-0.3,0.5,0.2,0.017
22,2002,Vicky Bullett,17.0,0.533,0.502,0.203,0.174,6.2,12.4,10.9,3.3,3.4,18.1,16.3,101.0,91.0,1.3,2.2,3.5,0.146
23,2002,Annie La Fleur,13.9,0.517,0.446,0.327,0.446,3.2,6.2,26.1,3.2,0.6,25.3,12.8,103.0,97.0,0.9,0.9,1.8,0.113
24,2002,Alisa Burras,20.2,0.665,0.629,0.0,0.28,10.8,15.3,2.4,0.9,0.9,19.0,19.6,112.0,99.0,2.1,0.7,2.8,0.176
25,2002,Janell Burse,8.2,0.42,0.373,0.012,0.434,11.9,12.1,4.3,1.2,3.5,15.4,17.2,88.0,99.0,-0.1,0.4,0.3,0.031
26,2002,Latasha Byears,19.7,0.622,0.618,0.0,0.431,17.8,17.9,5.0,2.1,0.7,12.0,15.8,123.0,94.0,2.0,0.9,3.0,0.244
27,2002,Edna Campbell,13.7,0.4,0.4,0.4,0.0,0.0,5.4,0.0,4.8,0.0,0.0,20.4,85.0,97.0,0.0,0.0,0.0,0.031
28,2002,Dominique Canty,9.8,0.427,0.341,0.032,0.494,4.8,6.9,26.0,1.9,0.5,23.0,18.3,87.0,102.0,-0.3,0.4,0.1,0.008
29,2002,Swin Cash,19.4,0.523,0.426,0.178,0.643,8.9,12.9,17.3,1.9,2.4,18.1,24.1,102.0,98.0,2.5,1.4,3.9,0.144
30,2002,Iziane Castro Marques,6.3,0.398,0.34,0.236,0.347,5.0,6.6,8.3,2.3,0.0,17.8,28.5,76.0,101.0,-0.6,0.1,-0.4,-0.093
31,2002,Tamika Catchings,30.9,0.572,0.507,0.438,0.42,10.4,16.1,24.6,4.9,3.5,13.6,26.3,117.0,91.0,6.5,2.7,9.2,0.315
32,2002,LaNeishea Caufield,8.6,0.598,0.567,0.6,0.133,6.0,4.8,2.7,5.9,0.0,33.5,16.9,84.0,96.0,0.0,0.1,0.0,0.029
33,2002,Jill Chapman-Daily,4.6,0.388,0.37,0.037,0.111,11.6,13.7,0.0,1.4,1.4,22.0,14.3,75.0,99.0,-0.2,0.1,-0.1,-0.028
34,2002,Kayte Christensen,14.4,0.543,0.505,0.011,0.368,12.3,12.9,7.2,3.3,2.7,22.5,16.8,97.0,99.0,0.4,0.4,0.9,0.083
35,2002,Stacy Clinesmith,13.2,0.571,0.524,0.714,0.286,1.2,3.0,31.3,0.5,0.8,20.2,13.3,115.0,106.0,0.3,0.0,0.3,0.109
36,2002,Camille Cooper,4.3,0.428,0.393,0.0,0.286,6.0,9.5,5.0,2.1,4.2,24.1,18.4,74.0,95.0,-0.3,0.2,-0.1,-0.026
37,2002,Sylvia Crawley,12.4,0.448,0.414,0.06,0.222,7.4,10.8,11.5,1.2,3.8,16.6,21.9,88.0,98.0,-0.2,0.9,0.7,0.036
38,2002,Danielle Crockrom,11.2,0.436,0.357,0.036,0.429,9.3,9.6,4.5,0.0,1.8,8.3,19.9,100.0,105.0,0.1,0.0,0.1,0.058
39,2002,Davalyn Cunningham,-9.0,0.0,0.0,0.0,0.0,6.2,6.3,0.0,5.5,0.0,16.7,14.0,11.0,97.0,-0.2,0.0,-0.1,-0.259
40,2002,Stacey Dales,14.9,0.553,0.498,0.474,0.435,4.1,6.4,20.5,1.2,0.4,19.9,21.3,103.0,101.0,1.8,0.5,2.3,0.115
41,2002,Grace Daley,14.4,0.546,0.459,0.216,1.27,9.4,8.1,17.3,1.0,0.5,22.8,20.8,100.0,96.0,0.3,0.3,0.6,0.131
42,2002,Erika de Souza,3.5,0.326,0.357,0.0,0.714,25.9,21.0,8.6,4.0,0.0,24.6,27.5,68.0,90.0,-0.2,0.1,-0.1,-0.101
43,2002,Tamecka Dixon,11.4,0.461,0.422,0.178,0.184,2.5,5.9,22.3,1.6,0.4,19.2,20.6,93.0,99.0,0.5,1.0,1.5,0.063
44,2002,Cintia dos Santos,13.9,0.601,0.491,0.019,0.868,7.5,9.0,7.4,0.9,4.5,21.5,17.6,107.0,104.0,0.6,0.1,0.7,0.111
45,2002,Katie Douglas,19.0,0.578,0.52,0.385,0.327,6.4,10.8,12.6,3.4,1.4,15.2,16.4,114.0,98.0,2.6,1.0,3.6,0.173
46,2002,Margo Dydek,22.8,0.521,0.439,0.025,0.423,7.7,18.6,16.4,1.6,9.3,20.2,24.9,98.0,90.0,1.4,2.1,3.5,0.161
47,2002,Simone Edwards,15.6,0.586,0.535,0.006,0.462,8.4,13.3,5.5,1.8,1.5,18.8,16.3,106.0,95.0,1.5,1.1,2.6,0.149
48,2002,Tonya Edwards,16.5,0.47,0.399,0.253,0.465,5.1,9.3,16.6,3.2,0.6,12.5,23.3,100.0,100.0,0.6,0.3,0.9,0.113
49,2002,Shalonda Enis,16.8,0.433,0.278,0.167,0.5,14.2,10.5,9.9,1.0,3.0,4.4,20.2,113.0,105.0,0.2,0.0,0.2,0.145
50,2002,Summer Erb,10.3,0.603,0.565,0.0,0.403,8.2,14.3,5.9,2.3,2.9,32.4,16.4,89.0,97.0,0.0,0.4,0.4,0.047
51,2002,Barbara Farris,9.1,0.497,0.419,0.009,0.521,6.4,10.4,5.6,1.2,1.3,20.9,15.1,92.0,101.0,0.1,0.4,0.6,0.04
52,2002,Allison Feaster,19.9,0.575,0.529,0.647,0.291,5.4,8.5,13.4,2.5,1.1,10.8,20.0,118.0,102.0,4.1,0.6,4.7,0.196
53,2002,Marie Ferdinand-Harris,18.3,0.548,0.481,0.092,0.461,2.3,6.2,17.5,2.6,0.5,16.6,23.1,105.0,101.0,2.8,0.8,3.6,0.137
54,2002,Ukari Figgs,14.4,0.507,0.442,0.517,0.28,2.0,6.1,22.1,1.6,0.2,14.4,16.9,106.0,101.0,1.9,0.6,2.5,0.117
55,2002,Kristin Folkl,15.5,0.548,0.492,0.024,0.278,9.0,16.2,9.9,1.7,2.4,18.5,13.9,106.0,95.0,1.1,1.0,2.1,0.139
56,2002,Stacey Ford,5.3,0.347,0.5,0.0,1.0,21.4,10.8,16.3,0.0,0.0,25.8,15.8,76.0,111.0,0.0,0.0,0.0,-0.119
57,2002,La'Keshia Frett,10.9,0.481,0.463,0.08,0.091,5.9,9.5,7.7,0.4,2.6,12.2,16.7,95.0,104.0,0.4,0.2,0.6,0.039
58,2002,Linda Frohlich,-0.4,0.255,0.1,0.4,0.4,6.4,13.7,2.6,1.8,0.0,25.4,12.4,56.0,95.0,-0.2,0.1,-0.1,-0.066
59,2002,Begona Garcia,-2.2,0.313,0.273,0.545,0.364,0.0,3.9,25.0,2.6,0.0,46.3,17.4,51.0,101.0,-0.4,0.0,-0.3,-0.206
60,2002,Andrea Gardner,11.1,0.434,0.367,0.0,0.776,19.0,19.2,4.5,0.8,1.2,16.5,18.3,95.0,100.0,0.1,0.2,0.3,0.064
61,2002,Kelley Gibson,7.7,0.52,0.509,0.655,0.109,1.5,4.7,9.9,1.7,2.3,26.7,14.7,84.0,93.0,-0.2,0.5,0.4,0.051
62,2002,Jennifer Gillom,20.3,0.517,0.46,0.233,0.328,5.4,8.9,9.9,1.9,2.1,11.8,28.9,102.0,103.0,2.3,0.4,2.6,0.121
63,2002,Adrienne Goodson,17.6,0.515,0.461,0.067,0.375,10.7,10.2,12.6,2.2,0.4,17.3,24.7,101.0,102.0,2.3,0.7,3.0,0.107
64,2002,Shaunzinski Gortman,9.7,0.451,0.433,0.443,0.093,6.1,11.4,12.2,2.1,1.5,19.8,17.3,87.0,97.0,-0.1,0.5,0.4,0.042
65,2002,Vedrana Grgin-Fonseca,5.9,0.48,0.468,0.387,0.097,5.0,6.2,2.4,0.7,0.0,19.8,23.6,83.0,101.0,-0.1,0.1,0.0,-0.024
66,2002,Yolanda Griffith,23.9,0.613,0.52,0.0,0.709,14.7,16.7,7.6,1.6,2.0,16.1,23.7,114.0,99.0,2.7,0.6,3.2,0.225
67,2002,Lady Grooms,11.1,0.522,0.431,0.006,0.459,5.7,7.6,9.2,1.4,0.8,17.5,15.2,100.0,104.0,1.0,0.2,1.2,0.058
68,2002,Gordana Grubin,15.4,0.478,0.433,0.31,0.266,2.4,5.0,24.9,2.4,0.3,14.9,22.1,98.0,105.0,1.1,0.1,1.3,0.059
69,2002,Amber Hall,10.8,0.483,0.458,0.0,0.667,10.1,16.5,1.8,3.8,0.8,27.9,19.9,78.0,91.0,-0.2,0.2,0.0,0.011
70,2002,Vicki Hall,16.8,0.608,0.5,0.25,1.0,7.0,6.5,9.0,2.9,0.0,14.8,16.4,119.0,97.0,0.1,0.0,0.1,0.207
71,2002,Becky Hammon,16.7,0.578,0.553,0.579,0.284,3.9,7.3,17.6,2.3,0.0,19.9,22.1,101.0,98.0,1.3,0.7,2.0,0.121
72,2002,Lisa Harrison,13.6,0.52,0.5,0.025,0.095,6.2,9.3,9.2,2.0,0.3,15.1,16.1,100.0,104.0,1.1,0.2,1.4,0.06
73,2002,Kristi Harrower,10.1,0.483,0.484,0.568,0.105,2.6,6.6,23.2,1.5,0.0,22.0,13.4,96.0,101.0,0.3,0.3,0.6,0.052
74,2002,Tracy Henderson,4.4,0.414,0.39,0.0,0.073,9.7,13.6,3.6,1.1,3.8,29.8,18.2,69.0,99.0,-0.5,0.2,-0.4,-0.085
75,2002,Amy Herrig,10.8,0.514,0.434,0.0,0.566,7.3,13.2,2.6,1.8,4.0,24.1,14.9,90.0,97.0,0.0,0.4,0.4,0.057
76,2002,Jessie Hicks,18.2,0.526,0.477,0.0,0.412,16.6,14.4,10.5,2.3,4.8,22.0,24.2,97.0,100.0,0.6,0.4,1.1,0.091
77,2002,Korie Hlede,2.0,0.434,0.423,0.038,0.346,4.4,8.7,18.1,2.8,1.5,41.2,20.8,63.0,95.0,-0.6,0.2,-0.4,-0.129
78,2002,Chamique Holdsclaw,30.5,0.527,0.468,0.085,0.321,10.9,23.3,18.2,1.9,0.8,10.7,33.3,108.0,90.0,2.9,1.6,4.5,0.282
79,2002,Kedra Holland-Corn,9.9,0.448,0.405,0.525,0.241,4.0,6.5,14.5,2.6,0.5,19.7,22.3,83.0,102.0,-1.0,0.5,-0.5,-0.022
80,2002,Niele Ivey,10.3,0.536,0.486,0.704,0.296,1.8,4.4,17.4,2.2,0.6,21.5,11.9,103.0,104.0,0.6,0.1,0.7,0.065
