,Season,Rank,Player,Age,Tm,First,Pts Won,Pts Max,award_share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
9,2008,10,Lauren Jackson,26,SEA,,41.79,300,0.139,21,33.0,20.2,7.0,1.2,1.5,1.6,0.452,0.295,0.934,4.8,0.329
10,2008,11,Seimone Augustus,23,MIN,,27.16,300,0.091,31,33.6,19.1,3.9,2.7,1.0,0.4,0.47,0.317,0.89,4.3,0.198
11,2008,12,Tina Thompson,32,HOU,,26.78,300,0.089,30,35.8,18.1,6.9,2.2,1.1,0.7,0.413,0.406,0.859,2.8,0.126
12,2008,13,Katie Smith,33,DET,,15.57,300,0.052,34,33.9,14.7,2.8,4.0,0.9,0.1,0.383,0.36,0.887,4.3,0.181
13,2008,14,Cappie Pondexter,25,PHO,,13.58,300,0.045,32,31.3,21.2,3.7,4.2,1.2,0.2,0.413,0.313,0.846,3.3,0.16
14,2008,15,Tamika Catchings,28,IND,,12.38,300,0.041,25,27.8,13.3,6.3,3.3,2.0,0.4,0.391,0.432,0.8,4.0,0.276
15,2008,16,Janel McCarville,25,NYL,,8.39,300,0.028,31,26.3,13.7,5.4,2.1,1.5,0.8,0.535,0.0,0.774,4.4,0.259
16,2008,17,Sylvia Fowles,22,CHI,,7.83,300,0.026,17,25.3,10.5,7.5,0.3,1.1,2.1,0.52,,0.585,1.2,0.132
17,2008,18,Swin Cash,28,SEA,,6.35,300,0.021,31,29.9,11.3,5.4,1.9,0.7,1.0,0.389,0.125,0.772,2.4,0.125
18,2008,19,Kara Lawson,26,SAC,,6.13,300,0.02,32,25.9,12.2,2.6,2.1,0.9,0.1,0.405,0.432,0.914,3.1,0.178
19,2008,20,DeLisha Milton-Jones,33,LAS,,5.46,300,0.018,31,32.8,13.9,6.3,2.4,1.1,0.6,0.48,0.358,0.774,3.4,0.16
20,2008,21,Candice Wiggins,20,MIN,,5.1,300,0.017,30,27.5,15.7,3.2,3.0,1.8,0.2,0.403,0.306,0.817,4.5,0.26
21,2008,22,Katie Douglas,28,IND,,4.79,300,0.016,33,34.4,15.6,4.1,3.2,1.6,0.3,0.371,0.324,0.799,3.2,0.137
22,2008,23,Betty Lennox,31,ATL,,4.69,300,0.016,34,29.7,17.5,4.2,2.4,1.3,0.1,0.415,0.358,0.855,1.6,0.077
23,2008,24,Ann Wauters,27,SAS,,3.86,300,0.013,32,30.6,14.7,7.5,1.8,1.1,1.2,0.533,0.355,0.714,4.8,0.234
24,2008,25,Alana Beard,25,WAS,,3.11,300,0.01,33,33.1,16.1,3.6,3.5,1.7,0.6,0.395,0.354,0.733,2.3,0.103
0,2009,1,Diana Taurasi,26,PHO,27.0,323.0,390,0.828,31,31.5,20.4,5.7,3.5,1.2,1.4,0.461,0.407,0.894,5.4,0.267
1,2009,2,Tamika Catchings,29,IND,3.0,163.0,390,0.418,34,31.9,15.1,7.2,3.1,2.9,0.5,0.386,0.328,0.873,6.1,0.27
2,2009,3,Katie Douglas,29,IND,5.0,128.0,390,0.328,31,32.4,17.6,3.9,2.7,1.8,0.2,0.41,0.349,0.861,4.3,0.205
3,2009,4,Cappie Pondexter,26,PHO,1.0,99.0,390,0.254,34,31.6,19.1,4.2,5.0,0.9,0.4,0.46,0.358,0.881,4.5,0.202
4,2009,5,Becky Hammon,31,SAS,3.0,77.0,390,0.197,31,33.8,19.5,3.3,5.0,1.6,0.4,0.447,0.369,0.901,4.5,0.205
5,2009,6,Lauren Jackson,27,SEA,0.0,73.0,390,0.187,26,32.4,19.2,7.0,0.8,1.5,1.7,0.463,0.43,0.797,5.9,0.334
6,2009,7,Candace Parker,22,LAS,0.0,39.0,390,0.1,25,32.6,13.1,9.8,2.6,0.6,2.1,0.485,0.208,0.763,3.8,0.223
7,2009,8,Deanna Nolan,29,DET,0.0,27.0,390,0.069,33,33.7,16.9,4.3,3.5,1.3,0.3,0.408,0.325,0.784,3.4,0.148
8,2009,9,Sue Bird,28,SEA,0.0,10.0,390,0.026,31,35.5,12.8,2.5,5.8,1.5,0.1,0.408,0.36,0.854,3.1,0.134
9,2009,10,Lisa Leslie,36,LAS,0.0,9.0,390,0.023,23,27.7,15.4,6.6,2.1,0.7,1.4,0.518,0.167,0.722,3.0,0.228
10,2009,11,Sophia Young-Malcolm,25,SAS,0.0,8.0,390,0.021,33,33.7,18.2,6.5,1.6,1.3,0.5,0.454,0.309,0.767,4.2,0.183
11,2009,12,Sancho Lyttle,25,ATL,0.0,7.0,390,0.018,34,27.4,13.0,7.5,1.5,2.0,0.6,0.507,0.0,0.743,4.6,0.235
12,2009,13T,Alana Beard,26,WAS,0.0,1.0,390,0.003,31,31.8,15.9,4.0,2.2,2.3,0.6,0.429,0.299,0.737,2.5,0.122
13,2009,13T,Candice Dupree,24,CHI,0.0,1.0,390,0.003,34,34.9,15.7,7.9,2.2,1.0,1.2,0.429,0.387,0.785,2.8,0.112
14,2009,13T,Sylvia Fowles,23,CHI,0.0,1.0,390,0.003,24,28.8,11.3,7.8,0.8,0.9,1.5,0.599,,0.646,1.5,0.102
0,2010,1,Lauren Jackson,28,SEA,22.0,323.0,370,0.873,32,31.0,20.5,8.3,1.2,0.9,1.2,0.462,0.346,0.91,8.3,0.4
1,2010,2,Tamika Catchings,30,IND,10.0,262.0,370,0.708,34,31.4,18.2,7.1,4.0,2.3,0.9,0.484,0.448,0.849,7.9,0.355
2,2010,3,Cappie Pondexter,27,NYL,5.0,207.0,370,0.559,34,34.3,21.4,4.5,4.9,0.9,0.1,0.483,0.43,0.892,7.3,0.302
3,2010,4,Diana Taurasi,27,PHO,,73.0,370,0.197,31,32.2,22.6,4.3,4.7,1.2,0.6,0.427,0.374,0.912,3.8,0.185
4,2010,5,Crystal Langhorne,23,WAS,,54.0,370,0.146,34,34.1,16.3,9.7,1.1,0.9,0.2,0.589,0.167,0.772,6.5,0.269
5,2010,6,Angel McCoughtry,23,ATL,,41.0,370,0.111,34,30.7,21.1,4.9,3.1,1.9,0.6,0.408,0.262,0.803,4.1,0.19
6,2010,7,Tina Charles,21,CON,,19.0,370,0.051,34,31.0,15.5,11.7,1.5,0.7,1.7,0.487,0.0,0.763,5.2,0.236
7,2010,8,Sue Bird,29,SEA,,14.0,370,0.038,33,30.5,11.1,2.7,5.8,1.5,0.2,0.434,0.399,0.857,5.0,0.237
8,2010,9,Tina Thompson,34,LAS,,6.0,370,0.016,33,33.2,16.6,6.2,1.8,1.2,0.7,0.446,0.352,0.872,2.9,0.129
9,2010,10,Penny Taylor,28,PHO,,3.0,370,0.008,32,30.0,15.9,4.4,5.0,1.5,0.3,0.509,0.442,0.893,4.5,0.226
0,2011,1,Tamika Catchings,31,IND,21.0,292.0,390,0.749,33,31.5,15.5,7.1,3.5,2.0,0.9,0.438,0.348,0.883,6.5,0.298
1,2011,2,Tina Charles,22,CON,6.0,209.0,390,0.536,34,33.4,17.6,11.0,1.9,0.8,1.8,0.468,0.0,0.687,4.9,0.208
2,2011,3,Sylvia Fowles,25,CHI,6.0,148.0,390,0.379,34,34.6,20.0,10.2,0.6,1.2,2.0,0.591,,0.766,7.4,0.303
3,2011,4,Sue Bird,30,SEA,2.0,106.0,390,0.272,34,33.0,14.7,2.9,4.9,1.4,0.2,0.449,0.428,0.875,5.3,0.227
4,2011,5,Lindsay Whalen,28,MIN,4.0,104.0,390,0.267,34,28.1,13.6,3.5,5.9,1.1,0.1,0.511,0.405,0.73,5.7,0.287
5,2011,6,Angel McCoughtry,24,ATL,,70.0,390,0.179,33,27.9,21.6,5.2,2.5,2.2,1.0,0.424,0.264,0.777,4.7,0.247
6,2011,7,Diana Taurasi,28,PHO,,65.0,390,0.167,32,30.2,21.6,3.2,3.6,0.8,0.6,0.449,0.395,0.903,5.1,0.255
7,2011,8,Seimone Augustus,26,MIN,,33.0,390,0.085,34,29.3,16.2,3.5,2.2,0.9,0.4,0.504,0.417,0.865,5.4,0.258
8,2011,9,Becky Hammon,33,SAS,,18.0,390,0.046,33,31.8,15.9,2.9,5.8,1.5,0.2,0.44,0.389,0.892,3.7,0.168
9,2011,10,Penny Taylor,29,PHO,,10.0,390,0.026,29,29.8,16.7,4.9,4.7,1.7,0.4,0.511,0.402,0.874,5.4,0.298
10,2011,11,Cappie Pondexter,28,NYL,,9.0,390,0.023,34,33.9,17.4,4.1,4.7,1.3,0.3,0.402,0.345,0.813,4.2,0.175
11,2011,12,Candace Parker,24,LAS,,5.0,390,0.013,17,32.6,18.5,8.6,2.8,1.2,1.6,0.511,0.419,0.736,3.0,0.261
12,2011,13T,Rebekkah Brunson,29,MIN,,1.0,390,0.003,34,27.6,10.2,8.9,1.2,0.8,0.5,0.511,,0.667,4.5,0.23
13,2011,13T,Maya Moore,21,MIN,,1.0,390,0.003,34,28.0,13.2,4.6,2.6,1.4,0.5,0.439,0.369,0.788,5.3,0.268
0,2012,1,Tina Charles,23,CON,25.0,345.0,390,0.885,33,33.2,18.0,10.5,1.7,0.5,1.4,0.499,0.2,0.802,5.5,0.24
1,2012,2,Candace Parker,25,LAS,7.0,253.0,390,0.649,33,30.7,17.4,9.7,3.3,1.5,2.3,0.481,0.322,0.71,5.7,0.269
2,2012,3,Tamika Catchings,32,IND,7.0,210.0,390,0.538,34,30.5,17.4,7.6,3.1,2.1,0.9,0.432,0.379,0.864,7.8,0.361
3,2012,4,Maya Moore,22,MIN,,128.0,390,0.328,34,29.7,16.4,6.0,3.6,1.5,0.6,0.465,0.388,0.879,7.4,0.35
4,2012,5,Seimone Augustus,27,MIN,,42.0,390,0.108,29,28.5,16.6,3.6,2.5,0.9,0.2,0.491,0.437,0.852,4.3,0.251
5,2012,6,Angel McCoughtry,25,ATL,,27.0,390,0.069,24,29.9,21.4,5.0,2.9,2.5,1.1,0.447,0.337,0.8,3.6,0.241
6,2012,7,Cappie Pondexter,29,NYL,,23.0,390,0.059,34,34.2,20.4,4.5,4.3,1.3,0.2,0.435,0.327,0.867,4.6,0.19
7,2012,8,Sophia Young-Malcolm,28,SAS,,18.0,390,0.046,33,31.8,16.3,7.2,2.1,2.2,0.4,0.521,0.0,0.706,5.8,0.266
8,2012,9T,Sue Bird,31,SEA,,10.0,390,0.026,29,31.0,12.2,2.9,5.3,0.9,0.1,0.459,0.384,0.783,3.5,0.187
9,2012,9T,Sylvia Fowles,26,CHI,,10.0,390,0.026,25,31.1,16.2,10.4,0.8,1.3,1.2,0.638,,0.692,5.5,0.342
10,2012,11T,Lindsey Harding,27,ATL,,7.0,390,0.018,34,30.6,12.3,2.8,4.5,1.4,0.2,0.425,0.241,0.818,3.4,0.155
11,2012,11T,Kristi Toliver,25,LAS,,7.0,390,0.018,34,31.5,17.5,3.2,4.9,1.3,0.1,0.491,0.424,0.901,5.6,0.25
12,2012,13,Kara Lawson,30,CON,,2.0,390,0.005,34,31.4,15.1,3.9,4.0,0.8,0.1,0.493,0.43,0.935,6.4,0.29
13,2012,14T,DeWanna Bonner,24,PHO,,1.0,390,0.003,32,35.0,20.6,7.2,2.2,1.7,0.9,0.364,0.283,0.852,3.2,0.137
14,2012,14T,Epiphanny Prince,24,CHI,,1.0,390,0.003,26,30.0,18.1,3.5,3.1,1.8,0.3,0.442,0.407,0.899,5.2,0.321
15,2012,14T,Lindsay Whalen,29,MIN,,1.0,390,0.003,33,27.0,11.5,4.2,5.4,0.7,0.2,0.505,0.5,0.727,4.7,0.251
0,2013,1,Candace Parker,26,LAS,10.0,234.0,350,0.669,31,28.7,17.9,8.7,3.8,1.3,1.8,0.493,0.257,0.762,6.5,0.353
1,2013,2,Maya Moore,23,MIN,10.0,218.0,350,0.623,34,31.4,18.5,6.2,3.0,1.7,1.0,0.509,0.453,0.882,8.5,0.381
2,2013,3,Elena Delle Donne,23,CHI,7.0,189.0,350,0.54,30,31.4,18.1,5.6,1.8,0.7,1.8,0.426,0.438,0.929,6.5,0.334
3,2013,4,Sylvia Fowles,27,CHI,6.0,109.0,350,0.311,32,31.3,16.3,11.5,0.4,0.9,2.4,0.586,,0.685,7.2,0.346
4,2013,5,Angel McCoughtry,26,ATL,2.0,90.0,350,0.257,33,31.4,21.5,5.3,4.4,2.7,0.7,0.413,0.204,0.824,4.8,0.222
5,2013,6,Diana Taurasi,30,PHO,,69.0,350,0.197,32,32.3,20.3,4.2,6.2,0.7,0.5,0.456,0.347,0.854,5.6,0.259
6,2013,7,Tamika Catchings,33,IND,,43.0,350,0.123,30,31.4,17.7,7.1,2.4,2.8,1.0,0.396,0.321,0.861,6.2,0.315
7,2013,8,Lindsay Whalen,30,MIN,,34.0,350,0.097,34,29.6,14.9,4.4,5.8,0.8,0.1,0.486,0.111,0.783,5.3,0.251
8,2013,9,Tina Thompson,37,SEA,,13.0,350,0.037,34,28.7,14.1,5.8,1.1,0.5,0.6,0.41,0.37,0.874,4.3,0.21
9,2013,10,Lindsey Harding,28,LAS,,7.0,350,0.02,33,30.6,10.9,2.7,5.2,1.0,0.4,0.441,0.182,0.759,2.7,0.127
10,2013,11,Nneka Ogwumike,22,LAS,,5.0,350,0.014,34,25.8,14.6,7.6,1.3,1.5,1.0,0.566,0.4,0.826,6.5,0.358
11,2013,12T,Seimone Augustus,28,MIN,,1.0,350,0.003,31,29.7,16.3,3.2,2.5,0.6,0.6,0.516,0.29,0.879,4.5,0.236
12,2013,12T,DeWanna Bonner,25,PHO,,1.0,350,0.003,34,32.9,14.5,5.8,2.4,1.1,0.3,0.41,0.325,0.901,4.0,0.173
13,2013,12T,Tina Charles,24,CON,,1.0,350,0.003,29,32.8,18.0,10.1,1.4,0.9,1.0,0.4,0.0,0.752,1.8,0.089
0,2014,1,Maya Moore,24,MIN,35.0,371.0,380,0.976,34,34.7,23.9,8.1,3.4,1.9,0.8,0.481,0.335,0.884,8.3,0.339
1,2014,2,Diana Taurasi,31,PHO,2.0,242.0,380,0.637,33,30.8,16.2,3.8,5.6,0.7,0.3,0.454,0.365,0.874,5.6,0.266
2,2014,3,Angel McCoughtry,27,ATL,0.0,112.0,380,0.295,31,31.4,18.5,5.2,3.6,2.4,0.4,0.42,0.295,0.809,3.4,0.166
3,2014,4,Candace Parker,27,LAS,0.0,91.0,380,0.239,30,33.2,19.4,7.1,4.3,1.8,1.4,0.469,0.306,0.846,5.2,0.253
4,2014,5,Brittney Griner,23,PHO,1.0,67.0,380,0.176,34,30.7,15.6,8.0,1.6,0.6,3.8,0.578,,0.802,6.8,0.311
0,2015,1,Elena Delle Donne,25,CHI,38.0,385.0,390,0.987,31,33.3,23.4,8.4,1.4,1.1,2.0,0.46,0.313,0.95,8.9,0.415
1,2015,2,Maya Moore,25,MIN,1.0,246.0,390,0.631,33,33.4,20.6,6.7,3.5,1.7,0.8,0.42,0.359,0.855,6.5,0.282
2,2015,3,Tina Charles,26,NYL,0.0,181.0,390,0.464,34,31.0,17.1,8.5,2.4,0.7,0.7,0.458,0.2,0.715,4.2,0.189
3,2015,4,Brittney Griner,24,PHO,0.0,70.0,390,0.179,26,30.7,15.1,8.1,1.3,0.3,4.0,0.565,,0.773,4.8,0.291
4,2015,5,Candace Parker,28,LAS,0.0,57.0,390,0.146,16,34.4,19.4,10.1,6.3,1.9,1.8,0.489,0.279,0.815,3.9,0.34
5,2015,6,DeWanna Bonner,27,PHO,0.0,29.0,390,0.074,33,33.3,15.8,5.7,3.3,1.3,0.8,0.378,0.254,0.866,5.0,0.218
6,2015,7,Epiphanny Prince,27,NYL,0.0,13.0,390,0.033,24,28.6,15.0,2.9,3.4,2.0,0.2,0.467,0.356,0.9,4.3,0.3
7,2015,8,Angel McCoughtry,28,ATL,0.0,10.0,390,0.026,34,30.0,20.1,5.3,2.8,2.1,0.5,0.413,0.363,0.805,4.3,0.2
8,2015,9,Courtney Vandersloot,25,CHI,0.0,7.0,390,0.018,34,29.9,11.4,3.4,5.8,1.3,0.5,0.463,0.356,0.901,4.3,0.203
9,2015,10,Nneka Ogwumike,24,LAS,0.0,1.0,390,0.003,24,32.7,15.8,7.0,2.1,1.0,0.5,0.525,0.083,0.866,3.7,0.229
0,2016,1,Nneka Ogwumike,25,LAS,31.0,362.0,390,0.928,33,31.6,19.7,9.1,3.1,1.3,1.2,0.665,0.615,0.869,9.6,0.444
1,2016,2,Tina Charles,27,NYL,8.0,267.0,390,0.685,32,33.7,21.5,9.9,3.8,0.8,0.8,0.439,0.347,0.812,4.7,0.212
2,2016,3,Maya Moore,26,MIN,0.0,197.0,390,0.505,34,29.7,19.3,5.1,4.2,1.6,0.7,0.448,0.404,0.868,6.6,0.315
3,2016,4,Elena Delle Donne,26,CHI,0.0,119.0,390,0.305,28,33.1,21.5,7.0,1.9,0.6,1.5,0.485,0.426,0.935,5.4,0.281
4,2016,5,Candace Parker,29,LAS,0.0,30.0,390,0.077,34,30.8,15.3,7.4,4.9,1.4,1.0,0.442,0.382,0.707,4.0,0.185
5,2016,6,Breanna Stewart,21,SEA,0.0,24.0,390,0.062,34,34.7,18.3,9.3,3.4,1.2,1.9,0.457,0.338,0.833,5.7,0.232
6,2016,7,Angel McCoughtry,29,ATL,0.0,11.0,390,0.028,33,30.0,19.5,5.7,2.8,1.6,0.7,0.434,0.302,0.788,3.4,0.164
7,2016,8,Tamika Catchings,36,IND,0.0,4.0,390,0.01,34,24.8,12.7,4.8,1.9,1.8,0.3,0.433,0.35,0.862,4.0,0.229
8,2016,10,Sue Bird,35,SEA,0.0,1.0,390,0.003,34,31.6,12.8,2.9,5.8,1.0,0.2,0.449,0.444,0.786,2.9,0.13
9,2016,9,Diana Taurasi,33,PHO,0.0,1.0,390,0.003,33,29.8,17.8,3.0,3.9,0.9,0.1,0.396,0.35,0.909,3.0,0.146
0,2017,1,Sylvia Fowles,31,MIN,35.0,385.0,400,0.962,34,30.8,18.9,10.4,1.5,1.3,2.0,0.655,,0.768,9.2,0.42
1,2017,2,Tina Charles,28,NYL,3.0,197.0,400,0.492,34,32.2,19.7,9.4,2.6,0.8,0.7,0.442,0.348,0.804,4.7,0.206
2,2017,3,Candace Parker,30,LAS,2.0,132.0,400,0.33,33,30.5,16.9,8.4,4.3,1.5,1.7,0.478,0.354,0.756,5.8,0.274
3,2017,4,Nneka Ogwumike,26,LAS,0.0,89.0,400,0.222,34,30.9,18.8,7.7,2.1,1.9,0.5,0.561,0.34,0.87,8.4,0.385
4,2017,5,Jonquel Jones,23,CON,0.0,88.0,400,0.22,34,28.5,15.4,11.9,1.5,0.9,1.5,0.534,0.446,0.818,7.2,0.356
5,2017,6,Brittney Griner,26,PHO,0.0,82.0,400,0.205,26,31.5,21.9,7.6,1.9,0.7,2.5,0.577,,0.812,5.4,0.315
6,2017,7,Elena Delle Donne,27,WAS,0.0,11.0,400,0.028,25,30.3,19.7,6.8,1.6,0.8,1.4,0.494,0.388,0.953,5.4,0.345
7,2017,8,Maya Moore,27,MIN,0.0,9.0,400,0.022,34,31.3,17.3,5.0,3.5,1.9,0.4,0.442,0.411,0.858,6.9,0.309
8,2017,9,Skylar Diggins,26,DAL,0.0,7.0,400,0.018,34,34.2,18.5,3.5,5.8,1.3,0.8,0.422,0.35,0.894,4.6,0.19
9,2017,10T,Breanna Stewart,22,SEA,0.0,2.0,400,0.005,33,32.9,19.9,8.7,2.7,1.2,1.6,0.475,0.371,0.787,5.3,0.236
10,2017,10T,Courtney Vandersloot,27,CHI,0.0,2.0,400,0.005,27,30.3,11.5,3.7,8.1,1.2,0.2,0.516,0.382,0.861,2.5,0.149
11,2017,12,Diana Taurasi,34,PHO,0.0,1.0,400,0.002,31,28.5,17.9,3.0,2.7,0.5,0.3,0.4,0.384,0.912,3.3,0.181
0,2018,1,Breanna Stewart,23,SEA,33.0,372.0,390,0.954,34,31.6,21.8,8.4,2.5,1.4,1.4,0.529,0.415,0.82,7.7,0.346
1,2018,2,Liz Cambage,26,DAL,4.0,231.0,390,0.592,32,29.5,23.0,9.7,2.3,0.5,1.7,0.589,0.324,0.738,6.2,0.313
2,2018,3,Elena Delle Donne,28,WAS,2.0,206.0,390,0.528,29,32.2,20.7,7.2,2.3,0.9,1.4,0.488,0.405,0.887,5.9,0.303
3,2018,4,Candace Parker,31,LAS,0.0,60.0,390,0.154,31,30.6,17.9,8.2,4.7,1.2,1.1,0.471,0.345,0.808,4.6,0.234
4,2018,5,Diana Taurasi,35,PHO,0.0,48.0,390,0.123,33,30.0,20.7,3.5,5.3,0.9,0.2,0.446,0.383,0.925,5.6,0.272
5,2018,6,Tiffany Hayes,28,ATL,0.0,46.0,390,0.118,31,28.9,17.2,3.6,2.7,1.2,0.2,0.441,0.321,0.817,4.1,0.22
6,2018,7T,Sylvia Fowles,32,MIN,0.0,11.0,390,0.028,34,32.0,17.7,11.9,2.2,1.4,1.2,0.619,,0.757,6.6,0.292
7,2018,7T,A'ja Wilson,21,LVA,0.0,11.0,390,0.028,33,30.6,20.7,8.0,2.2,0.8,1.7,0.462,,0.774,4.4,0.21
8,2018,9,Maya Moore,28,MIN,0.0,8.0,390,0.021,34,31.8,18.0,5.1,2.6,1.7,0.4,0.423,0.365,0.833,4.1,0.18
9,2018,10,Kayla McBride,25,LVA,0.0,7.0,390,0.018,31,32.3,18.2,3.9,3.5,1.1,0.1,0.449,0.393,0.917,3.0,0.143
10,2018,11,Courtney Vandersloot,28,CHI,0.0,5.0,390,0.013,30,31.8,12.5,3.7,8.6,1.3,0.6,0.489,0.398,0.826,2.3,0.117
11,2018,12T,Sue Bird,37,SEA,0.0,4.0,390,0.01,31,26.6,10.1,1.7,7.1,1.1,0.1,0.466,0.448,0.828,3.9,0.23
12,2018,12T,Brittney Griner,27,PHO,0.0,4.0,390,0.01,34,32.6,20.5,7.7,2.1,0.5,2.6,0.544,0.25,0.8,5.2,0.225
13,2018,14,Angel McCoughtry,31,ATL,0.0,1.0,390,0.003,29,27.6,16.5,6.0,3.0,1.3,0.6,0.42,0.276,0.836,2.4,0.145
0,2019,1,Elena Delle Donne,29,WAS,41.0,420.0,430,0.977,31,29.1,19.5,8.2,2.2,0.6,1.3,0.515,0.43,0.974,7.7,0.411
1,2019,2,Brittney Griner,28,PHO,0.0,167.0,430,0.388,31,32.8,20.7,7.2,2.4,0.7,2.0,0.564,0.333,0.808,5.0,0.238
2,2019,3,Jonquel Jones,25,CON,0.0,145.0,430,0.337,34,28.8,14.6,9.7,1.5,1.3,2.0,0.448,0.309,0.818,5.6,0.276
3,2019,4,Nneka Ogwumike,28,LAS,0.0,128.0,430,0.298,32,27.9,16.1,8.8,1.8,1.9,0.5,0.51,0.338,0.828,5.5,0.298
4,2019,5,Natasha Howard,27,SEA,0.0,121.0,430,0.281,34,31.4,18.1,8.2,2.1,2.2,1.7,0.439,0.308,0.81,4.6,0.207
5,2019,6,Courtney Vandersloot,29,CHI,2.0,81.0,430,0.188,33,30.0,11.2,4.3,9.1,1.4,0.5,0.452,0.29,0.85,4.1,0.199
6,2019,7,DeWanna Bonner,31,PHO,0.0,15.0,430,0.035,34,32.9,17.2,7.6,2.7,1.3,0.6,0.377,0.272,0.916,4.0,0.173
7,2019,8,A'ja Wilson,22,LVA,0.0,10.0,430,0.023,26,28.5,16.5,6.4,1.8,0.5,1.7,0.479,0.0,0.792,3.1,0.201
8,2019,9,Sylvia Fowles,33,MIN,0.0,9.0,430,0.021,34,29.5,13.6,8.9,1.5,0.9,1.4,0.588,,0.707,5.3,0.253
9,2019,10T,Liz Cambage,27,LVA,0.0,7.0,430,0.016,32,25.2,15.9,8.2,2.1,0.6,1.6,0.504,0.167,0.748,4.1,0.245
10,2019,10T,Arike Ogunbowale,21,DAL,0.0,7.0,430,0.016,33,32.1,19.1,2.4,3.2,1.1,0.0,0.388,0.352,0.815,2.7,0.121
11,2019,12,Chelsea Gray,26,LAS,0.0,5.0,430,0.012,34,32.6,14.5,3.8,5.9,1.0,0.1,0.416,0.382,0.917,2.4,0.102
12,2019,13,Courtney Williams,24,CON,0.0,3.0,430,0.007,34,29.1,13.2,5.6,3.8,1.4,0.4,0.435,0.457,0.8,3.5,0.171
0,2020,1,A'ja Wilson,23,LVA,43.0,458.0,470,0.974,22,31.7,20.5,8.5,2.0,1.2,2.0,0.48,,0.781,4.0,0.276
1,2020,2,Breanna Stewart,25,SEA,3.0,308.0,470,0.655,20,30.4,19.7,8.3,3.6,1.7,1.3,0.451,0.368,0.894,3.9,0.305
2,2020,3,Candace Parker,33,LAS,0.0,219.0,470,0.466,22,30.2,14.7,9.7,4.6,1.2,1.2,0.51,0.396,0.731,3.2,0.235
3,2020,4,Courtney Vandersloot,30,CHI,1.0,135.0,470,0.287,22,31.5,13.6,3.5,10.0,1.2,0.4,0.491,0.395,0.889,4.1,0.281
4,2020,5,Napheesa Collier,23,MIN,0.0,36.0,470,0.077,22,34.2,16.1,9.0,3.3,1.8,1.3,0.523,0.408,0.829,3.8,0.241
5,2020,6,Arike Ogunbowale,22,DAL,0.0,27.0,470,0.057,22,34.0,22.8,2.8,3.5,1.6,0.0,0.413,0.336,0.856,1.9,0.124
6,2020,7,Diana Taurasi,37,PHO,0.0,20.0,470,0.043,19,28.1,18.7,4.2,4.5,1.0,0.4,0.409,0.365,0.912,3.0,0.273
7,2020,8,DeWanna Bonner,32,CON,0.0,11.0,470,0.023,22,33.3,19.7,7.8,3.0,1.7,0.5,0.422,0.252,0.895,3.2,0.21
8,2020,9,Alyssa Thomas,27,CON,0.0,4.0,470,0.009,21,32.8,15.5,9.0,4.8,2.0,0.3,0.5,0.0,0.686,3.2,0.223
9,2020,10T,Skylar Diggins,29,PHO,0.0,2.0,470,0.004,22,30.7,17.7,3.3,4.2,0.9,0.5,0.474,0.397,0.9,2.4,0.168
10,2020,10T,Myisha Hines-Allen,24,WAS,0.0,2.0,470,0.004,22,30.0,17.0,8.9,2.6,1.4,0.2,0.51,0.426,0.828,2.7,0.194
0,2021,1,Jonquel Jones,27,CON,48.0,487.0,490,0.994,27,31.7,19.4,11.2,2.8,1.3,1.3,0.515,0.362,0.802,6.6,0.369
1,2021,2,Brittney Griner,30,PHO,1.0,224.0,490,0.457,30,32.8,20.5,9.5,2.7,0.4,1.9,0.575,0.444,0.846,6.3,0.307
2,2021,3,Breanna Stewart,26,SEA,0.0,156.0,490,0.318,28,33.4,20.3,9.6,2.7,1.2,1.7,0.439,0.336,0.847,5.1,0.264
3,2021,4,Sylvia Fowles,35,MIN,0.0,137.0,490,0.28,31,30.1,16.0,10.1,1.4,1.8,1.8,0.64,,0.755,6.0,0.309
4,2021,5,Tina Charles,32,WAS,0.0,127.0,490,0.259,27,33.3,23.4,9.6,2.1,0.9,0.9,0.449,0.365,0.82,3.2,0.171
5,2021,6,A'ja Wilson,24,LVA,0.0,120.0,490,0.245,32,31.9,18.3,9.3,3.1,0.9,1.3,0.444,1.0,0.876,5.7,0.269
6,2021,7,Skylar Diggins,30,PHO,0.0,11.0,490,0.022,32,32.5,17.7,3.2,5.3,1.1,0.8,0.45,0.37,0.818,4.9,0.225
7,2021,8,Arike Ogunbowale,23,DAL,0.0,5.0,490,0.01,32,31.3,18.7,3.2,3.3,1.1,0.0,0.383,0.376,0.864,2.8,0.133
8,2021,9,Candace Parker,34,CHI,0.0,4.0,490,0.008,23,26.7,13.3,8.4,4.0,0.8,1.2,0.458,0.329,0.794,2.4,0.187
9,2021,10,Brionna Jones,25,CON,0.0,3.0,490,0.006,32,30.6,14.7,7.3,1.8,1.4,0.5,0.571,0.0,0.796,6.1,0.3
0,2022,1,A'ja Wilson,25,LVA,31.0,478.0,560,0.854,36,30.0,19.5,9.4,2.1,1.4,1.9,0.501,0.373,0.813,6.5,0.289
1,2022,2,Breanna Stewart,27,SEA,23.0,446.0,560,0.796,34,30.9,21.8,7.6,2.9,1.6,0.9,0.472,0.379,0.837,7.4,0.34
