,Season,Rank,Player,Age,Tm,First,Pts Won,Pts Max,award_share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
2,2022,3,Kelsey Plum,27,LVA,0.0,181.0,560,0.323,36,32.8,20.2,2.7,5.1,1.0,0.1,0.46,0.42,0.839,4.8,0.194
3,2022,4,Alyssa Thomas,29,CON,0.0,94.0,560,0.168,36,32.1,13.4,8.2,6.1,1.7,0.2,0.5,0.0,0.73,5.8,0.24
4,2022,5,Candace Parker,35,CHI,1.0,78.0,560,0.139,32,28.3,13.2,8.6,4.5,1.0,1.0,0.458,0.311,0.816,3.5,0.187
5,2022,6,Skylar Diggins,31,PHO,0.0,39.0,560,0.07,30,34.0,19.7,4.0,5.5,1.5,1.0,0.429,0.296,0.844,3.1,0.145
6,2022,7,Jonquel Jones,28,CON,0.0,38.0,560,0.068,33,26.4,14.6,8.6,1.8,1.1,1.2,0.513,0.369,0.802,4.9,0.269
7,2022,8,Sabrina Ionescu,24,NYL,0.0,24.0,560,0.043,36,32.3,17.4,7.1,6.3,1.1,0.3,0.411,0.333,0.931,4.3,0.179
8,2022,9,Chelsea Gray,29,LVA,1.0,20.0,560,0.036,35,29.7,13.7,3.2,6.1,1.6,0.3,0.491,0.34,0.91,4.3,0.197
9,2022,10,Nneka Ogwumike,31,LAS,0.0,16.0,560,0.029,34,31.4,18.1,6.6,2.0,1.7,0.4,0.544,0.368,0.826,4.0,0.181
10,2022,11T,Elena Delle Donne,32,WAS,0.0,9.0,560,0.016,25,27.8,17.2,6.3,2.3,0.5,1.1,0.48,0.368,0.913,4.4,0.302
11,2022,11T,Courtney Vandersloot,32,CHI,0.0,9.0,560,0.016,32,26.5,11.8,3.9,6.5,1.2,0.5,0.481,0.367,0.765,3.5,0.196
12,2022,13,Kahleah Copper,27,CHI,0.0,8.0,560,0.014,31,28.7,15.7,5.7,2.3,0.5,0.0,0.481,0.356,0.775,2.8,0.153
13,2022,14,Sylvia Fowles,36,MIN,0.0,7.0,560,0.012,30,27.7,14.4,9.8,1.2,1.0,1.2,0.622,,0.66,3.7,0.215
14,2022,15,Emma Meesseman,28,CHI,0.0,5.0,560,0.009,36,28.6,12.4,5.6,3.8,1.4,0.8,0.571,0.342,0.887,5.6,0.262
15,2022,16,Natasha Cloud,29,WAS,0.0,3.0,560,0.005,34,31.3,10.7,3.6,7.0,1.0,0.3,0.399,0.319,0.824,3.2,0.146
16,2022,17,Arike Ogunbowale,24,DAL,0.0,1.0,560,0.002,30,31.4,19.7,3.3,3.6,1.5,0.1,0.4,0.352,0.798,3.1,0.156
0,2023,1,Breanna Stewart,28,NYL,20.0,446.0,600,0.743,40,34.1,23.0,9.3,3.8,1.5,1.6,0.465,0.355,0.851,10.3,0.362
1,2023,2,Alyssa Thomas,30,CON,23.0,439.0,600,0.732,40,36.2,15.5,9.9,7.9,1.8,0.5,0.474,0.0,0.715,6.1,0.203
2,2023,3,A'ja Wilson,26,LVA,17.0,433.0,600,0.722,40,30.7,22.8,9.5,1.6,1.4,2.2,0.557,0.31,0.812,10.4,0.406
3,2023,4,Napheesa Collier,26,MIN,0.0,109.0,600,0.182,37,33.5,21.5,8.5,2.5,1.6,1.2,0.485,0.298,0.84,5.2,0.203
4,2023,5,Satou Sabally,24,DAL,0.0,35.0,600,0.058,38,33.1,18.6,8.1,4.4,1.8,0.4,0.435,0.361,0.874,5.9,0.224
5,2023,6,Nneka Ogwumike,32,LAS,0.0,27.0,600,0.045,36,31.1,19.1,8.8,2.7,1.7,0.7,0.512,0.339,0.87,5.6,0.241
6,2023,7T,Chelsea Gray,30,LVA,0.0,23.0,600,0.038,40,32.2,15.3,4.0,7.3,1.4,0.6,0.49,0.421,0.897,7.0,0.259
7,2023,7T,Jewell Loyd,29,SEA,0.0,23.0,600,0.038,38,35.4,24.7,4.7,3.4,1.0,0.4,0.37,0.356,0.888,3.5,0.123
8,2023,9,Jackie Young,25,LVA,0.0,13.0,600,0.022,40,31.5,17.6,4.0,3.8,1.3,0.1,0.523,0.449,0.867,7.5,0.287
9,2023,10,Arike Ogunbowale,25,DAL,0.0,9.0,600,0.015,40,37.2,21.2,3.4,4.5,1.7,0.1,0.398,0.343,0.876,4.2,0.136
10,2023,11T,Aliyah Boston,21,IND,0.0,1.0,600,0.002,40,31.2,14.5,8.4,2.2,1.3,1.3,0.578,0.4,0.745,6.0,0.23
11,2023,11T,Sabrina Ionescu,25,NYL,0.0,1.0,600,0.002,36,31.5,17.0,5.6,5.4,1.0,0.3,0.423,0.448,0.872,5.6,0.236
12,2023,11T,Courtney Vandersloot,33,NYL,0.0,1.0,600,0.002,39,30.4,10.5,3.5,8.1,1.3,0.6,0.442,0.294,0.761,4.5,0.181
0,2024,1,A'ja Wilson,27,LVA,67.0,670.0,670,1.0,38,34.4,26.9,11.9,2.3,1.8,2.6,0.518,0.317,0.844,10.9,0.399
1,2024,2,Napheesa Collier,27,MIN,0.0,467.0,670,0.697,34,34.7,20.4,9.7,3.4,1.9,1.4,0.492,0.31,0.804,7.4,0.3
2,2024,3,Breanna Stewart,29,NYL,0.0,295.0,670,0.44,38,32.7,20.4,8.5,3.5,1.7,1.3,0.458,0.295,0.845,8.7,0.338
3,2024,4,Caitlin Clark,22,IND,0.0,130.0,670,0.194,40,35.4,19.2,5.7,8.4,1.3,0.7,0.417,0.344,0.906,3.0,0.103
4,2024,5,Alyssa Thomas,31,CON,0.0,83.0,670,0.124,40,32.4,10.6,8.4,7.9,1.6,0.5,0.509,0.0,0.628,5.5,0.204
5,2024,6,Sabrina Ionescu,26,NYL,0.0,35.0,670,0.052,38,32.1,18.2,4.4,6.2,1.0,0.3,0.394,0.333,0.898,4.9,0.192
6,2024,7,Nneka Ogwumike,33,SEA,0.0,25.0,670,0.037,37,31.8,16.7,7.6,2.3,1.9,0.5,0.511,0.405,0.876,6.4,0.261
7,2024,8,Kahleah Copper,29,PHO,0.0,11.0,670,0.016,37,32.4,21.1,4.5,2.3,0.8,0.1,0.435,0.314,0.807,1.1,0.044
8,2024,9,Arike Ogunbowale,26,DAL,0.0,7.0,670,0.01,38,38.6,22.2,4.6,5.1,2.1,0.3,0.383,0.346,0.921,3.3,0.107
9,2024,10T,Jonquel Jones,30,NYL,0.0,6.0,670,0.009,39,29.8,14.2,9.0,3.2,0.8,1.3,0.538,0.388,0.788,6.5,0.268
10,2024,10T,Kelsey Mitchell,28,IND,0.0,6.0,670,0.009,40,32.0,19.2,2.5,1.8,0.7,0.2,0.468,0.402,0.832,3.2,0.122
11,2024,12,Angel Reese,21,CHI,0.0,3.0,670,0.004,34,32.5,13.6,13.1,1.9,1.3,0.5,0.391,0.188,0.736,2.7,0.118
12,2024,13,Dearica Hamby,30,LAS,0.0,2.0,670,0.003,40,33.7,17.3,9.2,3.5,1.7,0.2,0.512,0.341,0.631,3.4,0.122
13,2024,14T,DeWanna Bonner,36,CON,0.0,1.0,670,0.001,40,31.8,15.0,6.0,2.0,1.2,0.7,0.415,0.294,0.832,4.9,0.186
14,2024,14T,Kayla McBride,31,MIN,0.0,1.0,670,0.001,39,31.7,15.0,2.6,3.2,1.3,0.1,0.42,0.407,0.893,5.2,0.203
0,2025,1,A'ja Wilson,28,LVA,51.0,657.0,720,0.912,40,31.2,23.4,10.2,3.1,1.6,2.3,0.505,0.424,0.855,9.5,0.365
1,2025,2,Napheesa Collier,28,MIN,18.0,534.0,720,0.742,33,32.3,22.9,7.3,3.2,1.6,1.5,0.531,0.403,0.906,8.3,0.373
2,2025,3,Alyssa Thomas,32,PHO,3.0,391.0,720,0.543,39,31.3,15.4,8.8,9.2,1.6,0.4,0.532,0.0,0.692,6.9,0.27
3,2025,4,Allisha Gray,30,ATL,0.0,180.0,720,0.25,42,34.5,18.4,5.3,3.5,1.1,0.4,0.451,0.384,0.799,7.7,0.255
4,2025,5,Kelsey Mitchell,29,IND,0.0,93.0,720,0.129,44,31.4,20.2,1.8,3.4,0.9,0.2,0.456,0.394,0.784,5.6,0.193
5,2025,6T,Aliyah Boston,23,IND,0.0,5.0,720,0.007,44,30.2,15.0,8.2,3.7,1.2,0.9,0.538,0.207,0.762,7.1,0.258
6,2025,6T,Nneka Ogwumike,34,SEA,0.0,5.0,720,0.007,44,30.9,18.3,7.0,2.3,1.1,0.4,0.519,0.367,0.822,5.7,0.201
7,2025,8,Jackie Young,27,LVA,0.0,2.0,720,0.003,44,30.4,16.5,4.5,5.1,1.3,0.4,0.475,0.359,0.894,6.6,0.236
8,2025,9T,Veronica Burton,24,GSV,0.0,1.0,720,0.001,44,29.4,11.9,4.4,6.0,1.1,0.6,0.387,0.345,0.878,6.4,0.238
9,2025,9T,Dearica Hamby,31,LAS,0.0,1.0,720,0.001,44,31.2,18.4,7.9,3.3,1.6,0.5,0.572,0.278,0.627,5.6,0.195
10,2025,9T,Rhyne Howard,24,ATL,0.0,1.0,720,0.001,33,34.9,17.5,4.5,4.6,1.5,0.8,0.375,0.322,0.856,5.1,0.212
11,2025,9T,Rickea Jackson,23,LAS,0.0,1.0,720,0.001,38,30.9,14.7,3.2,1.7,0.6,0.4,0.424,0.348,0.847,0.3,0.011
12,2025,9T,Breanna Stewart,30,NYL,0.0,1.0,720,0.001,31,30.6,18.3,6.5,3.5,1.4,1.4,0.461,0.241,0.837,4.9,0.246
