,Season,Player,G,MP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
94,2020,Aerial Powers,6,179,6,32,69,0.464,9,26,0.346,23,43,.535,25,30,.833,2,29,15,9,0,11,16,98
95,2020,Alexis Prince,2,16,0,3,5,0.6,2,3,0.667,1,2,.500,0,0,,2,3,0,0,1,0,1,8
96,2020,Epiphanny Prince,15,190,0,22,57,0.386,9,27,0.333,13,30,.433,11,13,.846,1,18,21,6,2,12,22,64
97,2020,Allie Quigley,22,631,22,129,288,0.448,46,133,0.346,83,155,.535,34,37,.919,6,63,52,14,6,28,31,338
98,2020,Danielle Robinson,22,492,1,62,121,0.512,5,13,0.385,57,108,.528,34,42,.810,5,53,71,19,2,28,38,163
99,2020,Sugar Rodgers,22,263,1,26,81,0.321,20,64,0.313,6,17,.353,3,4,.750,3,28,31,7,3,16,25,75
100,2020,Tierra Ruffin-Pratt,17,251,10,12,45,0.267,6,13,0.462,6,32,.188,19,26,.731,9,36,15,11,3,9,28,49
101,2020,Mercedes Russell,22,304,2,32,78,0.41,0,0,,32,78,.410,14,25,.560,16,70,13,8,8,16,21,78
102,2020,Satou Sabally,16,450,14,67,182,0.368,13,66,0.197,54,116,.466,75,86,.872,41,124,40,14,14,35,50,222
103,2020,Katie Lou Samuelson,22,439,4,40,96,0.417,19,60,0.317,21,36,.583,11,15,.733,8,53,30,15,9,12,32,110
104,2020,Kylee Shook,20,290,0,32,79,0.405,3,17,0.176,29,62,.468,14,17,.824,15,56,11,7,10,20,26,81
105,2020,Odyssey Sims,13,240,7,42,104,0.404,8,24,0.333,34,80,.425,30,33,.909,8,26,45,7,1,25,22,122
106,2020,Kamiah Smalls,7,100,0,9,20,0.45,7,12,0.583,2,8,.250,2,2,1.000,5,8,14,1,1,2,3,27
107,2020,Alanna Smith,19,296,0,43,102,0.422,10,43,0.233,33,59,.559,20,29,.690,21,69,23,5,15,18,47,116
108,2020,Azura Stevens,13,355,13,59,118,0.5,15,39,0.385,44,79,.557,17,20,.850,18,77,20,12,24,20,39,150
109,2020,Breanna Stewart,20,607,20,133,295,0.451,35,95,0.368,98,200,.490,93,104,.894,20,165,72,33,26,51,45,394
110,2020,Kiah Stokes,22,601,22,51,137,0.372,20,85,0.235,31,52,.596,4,7,.571,28,147,26,11,26,29,45,126
111,2020,Shekinna Stricklen,22,482,15,47,138,0.341,33,99,0.333,14,39,.359,8,8,1.000,4,42,14,7,1,15,43,135
112,2020,Sug Sutton,12,113,0,12,33,0.364,5,17,0.294,7,16,.438,5,7,.714,0,8,12,1,0,6,11,34
113,2020,Carolyn Swords,22,384,21,23,50,0.46,0,0,,23,50,.460,17,22,.773,33,102,20,5,1,18,21,63
114,2020,Brittney Sykes,21,517,14,73,150,0.487,16,49,0.327,57,101,.564,50,62,.806,16,54,45,31,6,36,62,212
115,2020,Diana Taurasi,19,533,19,96,235,0.409,61,167,0.365,35,68,.515,103,113,.912,2,79,86,19,8,44,52,356
116,2020,Alyssa Thomas,21,689,21,122,244,0.5,0,1,0.0,122,243,.502,81,118,.686,39,190,101,42,6,52,59,325
117,2020,Jasmine Thomas,19,485,19,76,188,0.404,21,63,0.333,55,125,.440,21,23,.913,4,33,76,24,5,46,30,194
118,2020,Kayla Thornton,22,557,14,54,126,0.429,25,72,0.347,29,54,.537,28,32,.875,32,113,17,19,4,25,65,161
119,2020,Morgan Tuck,10,88,0,5,16,0.313,2,9,0.222,3,7,.429,5,8,.625,2,6,2,5,0,6,12,17
120,2020,Brianna Turner,22,613,22,66,114,0.579,0,1,0.0,66,113,.584,27,42,.643,57,198,39,24,43,31,66,159
121,2020,Courtney Vandersloot,22,693,22,107,218,0.491,30,76,0.395,77,142,.542,56,63,.889,11,77,219,26,8,54,46,300
122,2020,Kia Vaughn,22,415,10,62,127,0.488,0,2,0.0,62,125,.496,11,19,.579,24,80,34,11,7,34,39,135
123,2020,Victoria Vivians,6,85,0,10,29,0.345,2,11,0.182,8,18,.444,7,8,.875,2,14,3,1,0,6,15,29
124,2020,Megan Walker,18,205,0,25,78,0.321,6,43,0.14,19,35,.543,3,5,.600,11,27,6,4,0,7,15,59
125,2020,Shatori Walker-Kimbrough,21,400,10,54,126,0.429,22,51,0.431,32,75,.427,23,25,.920,6,34,32,23,8,21,24,153
126,2020,Avery Warley-Talbert,3,24,0,3,7,0.429,0,0,,3,7,.429,2,3,.667,5,8,3,0,0,2,6,8
127,2020,Sami Whitcomb,22,363,0,62,140,0.443,32,84,0.381,30,56,.536,22,22,1.000,4,50,44,16,3,22,31,178
128,2020,Sydney Wiese,19,363,15,47,93,0.505,25,53,0.472,22,40,.550,11,12,.917,5,33,22,11,2,22,17,130
129,2020,Courtney Williams,20,615,14,134,307,0.436,8,34,0.235,126,273,.462,16,23,.696,37,143,63,13,2,54,39,292
130,2020,Elizabeth Williams,22,647,22,87,178,0.489,0,0,,87,178,.489,49,66,.742,49,125,31,17,30,25,57,223
131,2020,Gabby Williams,22,546,4,67,158,0.424,20,70,0.286,47,88,.534,16,25,.640,20,88,44,29,5,37,32,170
132,2020,Riquna Williams,21,444,4,81,186,0.435,43,102,0.422,38,84,.452,16,18,.889,3,38,31,24,7,19,41,221
133,2020,Jocelyn Willoughby,22,383,5,39,109,0.358,15,37,0.405,24,72,.333,35,42,.833,15,53,20,15,6,32,50,128
134,2020,A'ja Wilson,22,697,22,166,346,0.48,0,0,,166,346,.480,118,151,.781,34,188,45,27,44,35,49,450
135,2020,Jackie Young,22,568,0,93,189,0.492,3,13,0.231,90,176,.511,52,61,.852,18,95,67,15,2,35,39,241
136,2020,Amanda Zahui B.,21,531,20,65,184,0.353,34,100,0.34,31,84,.369,25,36,.694,15,178,40,19,26,54,65,189
137,2020,Essence Carson,21,291,2,30,99,0.303,12,44,0.273,18,55,.327,6,10,.600,7,35,12,9,2,16,21,78
138,2020,Jacki Gemelos,18,222,1,19,56,0.339,9,35,0.257,10,21,.476,2,4,.500,3,19,15,6,1,12,18,49
139,2020,Megan Huff,7,16,0,0,3,0.0,0,1,0.0,0,2,.000,0,0,,2,4,1,0,0,3,3,0
140,2020,Alisia Jenkins,5,28,0,2,8,0.25,0,3,0.0,2,5,.400,4,6,.667,0,4,0,0,0,3,3,8
141,2020,Stella Johnson,9,100,2,16,34,0.471,9,14,0.643,7,20,.350,5,5,1.000,4,12,12,6,2,4,11,46
142,2020,Stephanie Mavunga,10,95,0,13,29,0.448,0,5,0.0,13,24,.542,9,11,.818,10,33,5,1,2,11,11,35
143,2020,Erica McCall,20,183,0,16,45,0.356,1,4,0.25,15,41,.366,18,22,.818,23,49,3,7,7,9,24,51
144,2020,Shey Peddy,17,257,0,19,63,0.302,4,34,0.118,15,29,.517,22,22,1.000,9,35,30,19,1,15,22,64
0,2021,Natalie Achonwa,21,253,1,26,61,0.426,0,1,0.0,26,60,.433,25,28,.893,12,45,25,12,5,13,33,77
1,2021,Bella Alarie,31,407,11,32,64,0.5,0,2,0.0,32,62,.516,17,20,.850,42,102,16,18,20,18,42,81
2,2021,Lindsay Allen,32,571,8,65,152,0.428,14,47,0.298,51,105,.486,30,37,.811,9,48,96,17,3,31,34,174
3,2021,Rebecca Allen,25,615,13,74,216,0.343,48,126,0.381,26,90,.289,33,37,.892,19,92,28,40,31,21,54,229
4,2021,Jillian Alleyne,2,8,0,0,2,0.0,0,0,,0,2,.000,0,0,,1,4,0,1,0,0,0,0
5,2021,Ariel Atkins,30,918,30,161,396,0.407,66,184,0.359,95,212,.448,98,118,.831,34,83,79,48,16,61,96,486
6,2021,Rachel Banham,27,341,0,51,129,0.395,28,75,0.373,23,54,.426,5,8,.625,3,33,44,8,4,25,47,135
7,2021,Monique Billings,31,740,9,100,202,0.495,0,2,0.0,100,200,.500,52,77,.675,88,200,32,37,32,43,79,252
8,2021,Sue Bird,30,832,30,106,246,0.431,67,160,0.419,39,86,.453,20,24,.833,8,77,160,28,3,47,31,299
9,2021,DeWanna Bonner,32,1022,32,159,403,0.395,44,139,0.317,115,264,.436,124,139,.892,21,205,111,40,23,69,52,486
10,2021,Brittany Boyd,2,22,0,1,4,0.25,1,2,0.5,0,2,.000,1,2,.500,0,2,4,2,0,4,2,4
11,2021,Crystal Bradford,24,440,9,82,191,0.429,29,81,0.358,53,110,.482,18,39,.462,31,91,36,28,9,23,56,211
12,2021,Jessica Breland,26,544,18,67,180,0.372,5,16,0.313,62,164,.378,13,19,.684,37,163,53,16,39,48,51,152
13,2021,Kalani Brown,1,5,0,1,3,0.333,0,0,,1,3,.333,0,0,,0,1,0,0,0,0,0,2
14,2021,Lexie Brown,17,162,0,10,38,0.263,8,33,0.242,2,5,.400,0,0,,0,12,19,7,0,8,11,28
15,2021,Kennedy Burke,23,176,0,25,56,0.446,6,18,0.333,19,38,.500,10,16,.625,7,19,7,6,3,11,13,66
16,2021,Liz Cambage,25,595,24,140,258,0.543,5,14,0.357,135,244,.553,71,100,.710,39,206,33,22,41,44,74,356
17,2021,Jordin Canada,29,542,3,56,144,0.389,3,14,0.214,53,130,.408,53,63,.841,16,66,88,21,4,31,29,168
18,2021,Bridget Carleton,32,618,10,55,137,0.401,27,74,0.365,28,63,.444,16,20,.800,23,74,47,25,6,27,47,153
19,2021,DiJonai Carrington,24,220,1,27,82,0.329,3,21,0.143,24,61,.393,11,15,.733,15,47,12,13,3,22,37,68
20,2021,Chennedy Carter,11,280,11,60,132,0.455,1,9,0.111,59,123,.480,35,40,.875,5,14,36,8,4,23,33,156
21,2021,Kaila Charles,30,488,4,49,133,0.368,10,33,0.303,39,100,.390,21,24,.875,33,84,33,14,11,26,59,129
22,2021,Tina Charles,27,900,27,238,530,0.449,50,137,0.365,188,393,.478,105,128,.820,73,258,57,25,23,59,63,631
23,2021,Natasha Cloud,27,852,27,81,208,0.389,26,95,0.274,55,113,.487,46,55,.836,11,98,174,37,4,59,62,234
24,2021,Nia Coffey,32,805,17,93,221,0.421,50,120,0.417,43,101,.426,28,36,.778,18,122,28,26,38,45,85,264
25,2021,Charli Collier,28,345,18,40,86,0.465,0,0,,40,86,.465,16,23,.696,31,102,6,4,5,13,51,96
26,2021,Napheesa Collier,29,1003,29,175,397,0.441,21,83,0.253,154,314,.490,98,114,.860,50,192,92,38,37,68,82,469
27,2021,Te'a Cooper,31,682,13,97,256,0.379,24,74,0.324,73,182,.401,63,84,.750,4,54,44,28,6,57,69,281
28,2021,Kahleah Copper,32,986,32,173,377,0.459,26,85,0.306,147,292,.503,90,110,.818,37,133,56,27,8,60,96,462
29,2021,Sophie Cunningham,30,524,4,59,135,0.437,32,78,0.41,27,57,.474,19,27,.704,9,60,32,14,7,16,56,169
30,2021,Crystal Dangerfield,31,623,10,87,224,0.388,28,78,0.359,59,146,.404,36,42,.857,8,61,88,21,2,43,58,238
31,2021,Damiris Dantas,24,572,20,66,175,0.377,34,102,0.333,32,73,.438,18,24,.750,15,97,55,10,7,44,48,184
32,2021,Elena Delle Donne,3,52,3,13,27,0.481,3,5,0.6,10,22,.455,12,12,1.000,3,13,2,0,1,2,2,41
33,2021,Diamond DeShields,32,860,22,123,313,0.393,24,80,0.3,99,233,.425,91,111,.820,13,112,75,38,12,60,101,361
34,2021,Blake Dietrick,9,141,0,8,27,0.296,5,16,0.313,3,11,.273,0,0,,3,14,11,5,1,5,20,21
35,2021,Skylar Diggins,32,1040,32,177,393,0.45,50,135,0.37,127,258,.492,162,198,.818,17,101,168,34,25,82,71,566
36,2021,Stefanie Dolson,24,480,15,71,146,0.486,19,47,0.404,52,99,.525,18,19,.947,16,84,30,6,19,30,64,179
37,2021,Chelsea Dungee,14,64,0,3,17,0.176,2,10,0.2,1,7,.143,0,0,,1,3,1,0,1,2,7,8
38,2021,Sylvia Fowles,31,934,31,208,325,0.64,0,0,,208,325,.640,80,106,.755,65,312,44,56,56,72,79,496
39,2021,Kysre Gondrezick,19,173,0,13,46,0.283,8,28,0.286,5,18,.278,2,4,.500,3,19,18,7,0,17,14,36
40,2021,Aleah Goodman,1,3,0,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,0,1,0
41,2021,Haley Gorecki,3,6,0,0,1,0.0,0,1,0.0,0,0,,0,0,,0,2,0,0,0,1,0,0
42,2021,Allisha Gray,25,694,16,106,242,0.438,30,82,0.366,76,160,.475,56,65,.862,33,130,42,25,21,34,53,298
43,2021,Chelsea Gray,32,926,32,148,326,0.454,27,71,0.38,121,255,.475,32,36,.889,15,92,189,37,9,88,43,355
44,2021,Reshanda Gray,15,210,0,34,64,0.531,2,9,0.222,32,55,.582,18,26,.692,13,53,5,4,4,21,47,88
45,2021,Brittney Griner,30,983,30,248,431,0.575,4,9,0.444,244,422,.578,115,136,.846,71,284,80,12,58,66,72,615
46,2021,Arella Guirantes,25,291,2,26,95,0.274,6,27,0.222,20,68,.294,21,26,.808,6,33,15,8,4,12,26,79
47,2021,Megan Gustafson,11,109,1,19,32,0.594,0,2,0.0,19,30,.633,6,9,.667,11,40,0,2,1,9,10,44
48,2021,Dearica Hamby,29,710,0,127,233,0.545,9,36,0.25,118,197,.599,74,113,.655,33,193,49,31,4,43,57,337
49,2021,Linnae Harper,1,5,0,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,2,0
50,2021,Isabelle Harrison,28,665,5,129,240,0.538,0,1,0.0,129,239,.540,47,60,.783,44,165,31,31,19,42,69,305
51,2021,Mikiah Herbert Harrigan,1,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
52,2021,Tyasha Harris,32,522,3,48,143,0.336,20,59,0.339,28,84,.333,25,30,.833,9,51,85,13,10,32,40,141
53,2021,Bria Hartley,6,51,0,9,16,0.563,4,7,0.571,5,9,.556,0,0,,2,4,5,1,0,5,1,22
54,2021,Bernadett Hatar,7,106,2,14,29,0.483,0,0,,14,29,.483,6,7,.857,7,18,2,3,3,11,18,34
55,2021,Tianna Hawkins,28,433,8,50,126,0.397,16,66,0.242,34,60,.567,21,23,.913,14,87,17,11,14,32,62,137
56,2021,Tiffany Hayes,21,595,19,105,240,0.438,34,84,0.405,71,156,.455,64,75,.853,14,67,63,33,4,31,65,308
57,2021,Shyla Heal,4,31,0,1,8,0.125,0,3,0.0,1,5,.200,6,6,1.000,1,3,3,0,0,10,6,8
58,2021,Ruthy Hebard,30,505,6,73,138,0.529,0,2,0.0,73,136,.537,27,34,.794,42,132,23,20,20,18,59,173
59,2021,Natisha Hiedeman,32,644,5,78,195,0.4,51,128,0.398,27,67,.403,35,50,.700,7,60,60,27,6,30,61,242
60,2021,Myisha Hines-Allen,18,462,17,89,215,0.414,13,41,0.317,76,174,.437,41,56,.732,32,126,45,24,11,32,45,232
61,2021,Natasha Howard,13,357,13,87,176,0.494,12,36,0.333,75,140,.536,24,31,.774,28,94,22,17,7,49,38,210
62,2021,Sabrina Ionescu,30,899,26,113,298,0.379,54,166,0.325,59,132,.447,72,79,.911,21,170,183,18,16,96,54,352
63,2021,Briann January,29,877,29,71,167,0.425,27,71,0.38,44,96,.458,33,38,.868,9,42,89,25,4,52,58,202
64,2021,Moriah Jefferson,29,500,28,66,147,0.449,23,50,0.46,43,97,.443,3,5,.600,12,58,72,24,5,40,40,158
65,2021,Stella Johnson,6,31,0,3,8,0.375,2,5,0.4,1,3,.333,4,4,1.000,3,3,2,0,1,5,7,12
66,2021,Brionna Jones,32,980,32,194,340,0.571,0,3,0.0,194,337,.576,82,103,.796,101,233,56,44,17,70,97,470
67,2021,Jazmine Jones,27,448,0,53,149,0.356,18,47,0.383,35,102,.343,35,46,.761,12,66,31,14,10,43,64,159
68,2021,Jonquel Jones,27,856,27,192,373,0.515,42,116,0.362,150,257,.584,97,121,.802,67,303,75,34,34,78,84,523
69,2021,Stephanie Jones,18,99,0,12,29,0.414,0,2,0.0,12,27,.444,1,2,.500,11,21,3,2,1,3,9,25
70,2021,Awak Kuier,16,142,0,12,39,0.308,3,18,0.167,9,21,.429,11,14,.786,9,39,9,5,12,16,10,38
71,2021,Betnijah Laney-Hamilton,32,1069,32,203,450,0.451,34,109,0.312,169,341,.496,96,122,.787,27,132,167,21,3,119,70,536
72,2021,Jantel Lavender,27,539,14,76,188,0.404,4,20,0.2,72,168,.429,18,20,.900,46,105,41,0,4,37,48,174
73,2021,Kiara Leslie,9,86,0,8,24,0.333,2,7,0.286,6,17,.353,7,8,.875,2,20,2,4,0,4,11,25
74,2021,Jewell Loyd,31,962,31,193,459,0.42,65,173,0.376,128,286,.448,104,117,.889,24,125,117,46,6,71,64,555
75,2021,Marina Mabrey,32,773,8,158,390,0.405,63,184,0.342,95,206,.461,45,51,.882,23,124,93,32,10,68,79,424
76,2021,Ezi Magbegor,30,456,3,81,160,0.506,5,9,0.556,76,151,.503,33,39,.846,46,116,24,18,28,26,65,200
77,2021,Kayla McBride,32,1010,32,143,330,0.433,61,161,0.379,82,169,.485,91,100,.910,8,115,72,26,5,34,57,438
78,2021,Erica McCall,23,356,6,37,74,0.5,0,1,0.0,37,73,.507,20,32,.625,33,99,13,7,9,20,46,94
79,2021,Angel McCoughtry,1,0,0,0,1,0.0,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0
80,2021,Teaira McCowan,32,848,23,138,257,0.537,0,0,,138,257,.537,85,132,.644,109,308,34,18,51,53,107,361
81,2021,Aari McDonald,30,493,4,56,174,0.322,32,104,0.308,24,70,.343,45,51,.882,9,49,59,25,5,35,53,189
82,2021,Kelsey Mitchell,32,1059,32,212,492,0.431,70,209,0.335,142,283,.502,75,85,.882,21,84,80,34,7,65,74,569
83,2021,Leilani Mitchell,31,725,12,64,178,0.36,50,140,0.357,14,38,.368,19,23,.826,11,61,77,15,2,35,46,197
84,2021,Tiffany Mitchell,28,765,25,107,254,0.421,12,47,0.255,95,207,.459,110,125,.880,25,80,56,17,1,54,53,336
85,2021,Beatrice Mompremier,32,275,0,26,53,0.491,0,0,,26,53,.491,5,12,.417,28,77,7,12,8,18,44,57
86,2021,Astou Ndour-Fall,20,342,8,46,116,0.397,8,34,0.235,38,82,.463,32,34,.941,32,95,8,7,16,17,43,132
87,2021,Kia Nurse,32,835,32,98,273,0.359,59,167,0.353,39,106,.368,49,62,.790,14,113,56,17,2,48,72,304
88,2021,Leaonna Odom,18,217,0,21,45,0.467,5,17,0.294,16,28,.571,9,12,.750,11,21,8,5,5,10,25,56
89,2021,Arike Ogunbowale,32,1003,32,199,520,0.383,80,213,0.376,119,307,.388,121,140,.864,23,103,104,36,0,68,72,599
90,2021,Chiney Ogwumike,7,134,3,20,49,0.408,3,4,0.75,17,45,.378,6,8,.750,11,29,9,6,3,6,23,49
91,2021,Nneka Ogwumike,18,570,18,109,205,0.532,11,30,0.367,98,175,.560,32,40,.800,26,117,48,26,5,39,32,261
92,2021,Michaela Onyenwere,32,711,29,91,227,0.401,37,113,0.327,54,114,.474,56,67,.836,21,94,18,14,9,34,80,275
93,2021,Candace Parker,23,615,23,116,253,0.458,24,73,0.329,92,180,.511,50,63,.794,32,193,91,19,27,56,37,306
94,2021,Cheyenne Parker-Tyus,13,270,11,50,110,0.455,10,30,0.333,40,80,.500,22,28,.786,13,58,16,15,12,17,28,132
95,2021,JiSu Park,25,223,0,17,52,0.327,0,4,0.0,17,48,.354,15,18,.833,16,46,21,3,16,19,28,49
96,2021,Shey Peddy,32,560,5,61,148,0.412,27,81,0.333,34,67,.507,23,25,.920,24,75,79,29,3,31,33,172
97,2021,Chelsey Perry,6,40,0,5,18,0.278,2,9,0.222,3,9,.333,1,2,.500,0,6,2,3,0,2,7,13
98,2021,Theresa Plaisance,31,559,11,71,202,0.351,35,116,0.302,36,86,.419,22,27,.815,21,135,42,25,21,37,68,199
99,2021,Kelsey Plum,26,665,0,128,293,0.437,44,114,0.386,84,179,.469,85,90,.944,11,66,93,26,1,43,56,385
100,2021,Aerial Powers,14,309,7,61,143,0.427,11,35,0.314,50,108,.463,55,60,.917,13,51,29,5,5,41,29,188
101,2021,Epiphanny Prince,29,416,2,58,132,0.439,25,50,0.5,33,82,.402,26,29,.897,10,47,48,20,6,25,33,167
102,2021,Allie Quigley,26,635,11,121,270,0.448,54,119,0.454,67,151,.444,47,49,.959,17,69,60,13,7,30,37,343
103,2021,DiDi Richards,31,346,0,27,64,0.422,10,22,0.455,17,42,.405,6,10,.600,9,34,25,17,6,16,24,70
104,2021,Danielle Robinson,24,659,24,88,211,0.417,5,25,0.2,83,186,.446,56,63,.889,8,85,89,38,2,42,50,237
105,2021,Mercedes Russell,30,740,28,92,149,0.617,0,0,,92,149,.617,36,47,.766,50,184,49,27,11,38,79,220
106,2021,Satou Sabally,17,423,14,69,165,0.418,18,55,0.327,51,110,.464,47,61,.770,27,100,48,4,14,39,54,203
107,2021,Katie Lou Samuelson,27,566,24,72,158,0.456,26,74,0.351,46,84,.548,19,26,.731,11,95,46,18,7,30,45,189
108,2021,Jessica Shepard,22,231,0,16,44,0.364,1,12,0.083,15,32,.469,12,16,.750,24,71,38,3,4,18,20,45
109,2021,Kylee Shook,30,567,19,71,152,0.467,24,61,0.393,47,91,.516,4,5,.800,20,121,41,10,15,38,47,170
110,2021,Odyssey Sims,30,753,21,105,284,0.37,16,69,0.232,89,215,.414,35,48,.729,15,75,108,37,2,49,45,261
111,2021,Destiny Slocum,21,133,0,7,22,0.318,5,15,0.333,2,7,.286,3,5,.600,3,19,12,3,1,7,19,22
112,2021,Alanna Smith,18,117,0,8,34,0.235,4,21,0.19,4,13,.308,1,4,.250,5,24,10,7,6,6,10,21
113,2021,Azura Stevens,30,587,11,90,180,0.5,15,45,0.333,75,135,.556,26,32,.813,49,137,23,24,20,28,54,221
114,2021,Breanna Stewart,28,934,28,194,442,0.439,48,143,0.336,146,299,.488,133,157,.847,34,268,76,33,48,46,51,569
115,2021,Shekinna Stricklen,24,236,0,22,85,0.259,14,66,0.212,8,19,.421,2,5,.400,2,22,8,10,4,3,26,60
116,2021,Brittney Sykes,32,939,20,115,284,0.405,11,42,0.262,104,242,.430,61,79,.772,37,146,70,58,15,45,79,302
117,2021,Stephanie Talbot,30,538,9,69,143,0.483,27,65,0.415,42,78,.538,6,8,.750,12,86,48,14,13,49,58,171
118,2021,Diana Taurasi,16,455,16,70,191,0.366,41,121,0.339,29,70,.414,62,72,.861,3,71,79,3,9,47,38,243
119,2021,Alyssa Thomas,3,37,0,4,15,0.267,0,0,,4,15,.267,3,4,.750,1,10,4,1,0,3,4,11
120,2021,Jasmine Thomas,30,887,30,113,293,0.386,42,105,0.4,71,188,.378,49,56,.875,13,73,122,39,6,67,53,317
121,2021,Kayla Thornton,31,857,25,83,197,0.421,22,63,0.349,61,134,.455,45,53,.849,65,173,45,26,7,30,62,233
122,2021,Kristi Toliver,19,525,19,67,162,0.414,28,83,0.337,39,79,.494,16,19,.842,9,28,54,14,0,32,36,178
123,2021,Brianna Turner,32,994,32,108,195,0.554,0,1,0.0,108,194,.557,33,46,.717,78,302,56,24,42,47,70,249
124,2021,Courtney Vandersloot,32,977,32,129,298,0.433,36,104,0.346,93,194,.479,42,49,.857,16,109,275,54,12,97,66,336
125,2021,Kia Vaughn,28,441,2,59,133,0.444,0,1,0.0,59,132,.447,12,20,.600,23,76,36,5,6,36,44,130
126,2021,Victoria Vivians,31,661,8,77,231,0.333,32,127,0.252,45,104,.433,25,30,.833,14,95,40,35,4,41,57,211
127,2021,Jasmine Walker,2,20,0,0,5,0.0,0,4,0.0,0,1,.000,0,2,.000,0,1,2,2,1,1,1,0
128,2021,Megan Walker,29,426,7,46,148,0.311,20,75,0.267,26,73,.356,19,30,.633,6,39,25,5,8,23,52,131
129,2021,Stephanie Watts,6,84,0,4,19,0.211,1,10,0.1,3,9,.333,6,8,.750,8,22,3,3,2,8,13,15
130,2021,Erica Wheeler,32,967,32,160,384,0.417,33,92,0.359,127,292,.435,81,98,.827,16,98,152,43,8,87,86,434
131,2021,Sami Whitcomb,30,843,28,124,262,0.473,76,179,0.425,48,83,.578,27,33,.818,10,151,81,31,10,62,53,351
132,2021,Sydney Wiese,27,578,8,41,127,0.323,23,79,0.291,18,48,.375,14,18,.778,5,36,43,10,0,27,20,119
133,2021,Courtney Williams,32,1101,32,228,546,0.418,39,102,0.382,189,444,.426,34,53,.642,46,218,128,34,16,58,53,529
134,2021,Elizabeth Williams,32,761,32,80,155,0.516,0,0,,80,155,.516,27,53,.509,63,157,38,36,43,25,60,187
135,2021,Kiana Williams,10,35,0,1,7,0.143,1,6,0.167,0,1,.000,1,1,1.000,0,4,2,1,0,2,3,4
136,2021,Riquna Williams,32,833,32,114,257,0.444,63,151,0.417,51,106,.481,46,50,.920,6,83,51,25,11,21,47,337
137,2021,A'ja Wilson,32,1021,32,207,466,0.444,1,1,1.0,206,465,.443,169,193,.876,63,298,98,28,40,46,49,584
138,2021,Aaliyah Wilson,14,119,0,6,26,0.231,1,7,0.143,5,19,.263,2,4,.500,5,12,8,3,2,9,17,15
139,2021,Jackie Young,32,1016,32,155,306,0.507,5,20,0.25,150,286,.524,75,90,.833,20,130,103,36,11,47,58,390
140,2021,Amanda Zahui B.,30,714,27,106,247,0.429,30,107,0.28,76,140,.543,33,43,.767,24,154,29,18,35,54,99,275
141,2021,Shavonte Zellous,28,442,5,43,114,0.377,10,41,0.244,33,73,.452,25,31,.806,16,66,44,11,6,23,48,121
142,2021,Kristine Anigwe,10,136,1,12,29,0.414,0,0,,12,29,.414,10,18,.556,11,33,5,5,1,12,28,34
143,2021,Cierra Burdick,14,64,0,5,11,0.455,0,0,,5,11,.455,3,5,.600,7,20,6,3,3,3,6,13
144,2021,Emma Cannon,20,295,6,45,101,0.446,7,24,0.292,38,77,.494,13,18,.722,25,74,17,5,4,32,42,110
145,2021,Layshia Clarendon,22,543,20,92,178,0.517,5,14,0.357,87,164,.530,29,37,.784,12,65,119,13,0,66,60,218
146,2021,Lauren Cox,26,305,0,25,65,0.385,2,8,0.25,23,57,.404,16,20,.800,16,77,12,14,16,16,29,68
147,2021,Candice Dupree,26,463,6,74,170,0.435,1,7,0.143,73,163,.448,18,22,.818,15,78,17,12,5,22,29,167
148,2021,Dana Evans,29,221,0,27,79,0.342,18,45,0.4,9,34,.265,23,26,.885,1,11,30,5,1,17,21,95
149,2021,Bria Holmes,19,318,5,31,96,0.323,8,33,0.242,23,63,.365,13,23,.565,20,49,20,15,6,21,21,83
150,2021,Joyner Holmes,5,28,0,5,10,0.5,3,4,0.75,2,6,.333,0,0,,0,4,3,0,1,2,3,13
151,2021,Natasha Mack,4,18,0,2,3,0.667,0,0,,2,3,.667,2,2,1.000,1,4,0,0,0,2,2,6
152,2021,Karlie Samuelson,14,206,3,16,44,0.364,12,31,0.387,4,13,.308,7,9,.778,3,26,11,7,0,8,21,51
153,2021,Kiah Stokes,24,443,8,16,28,0.571,1,2,0.5,15,26,.577,4,6,.667,35,130,20,10,16,13,33,37
154,2021,Shatori Walker-Kimbrough,17,350,13,40,78,0.513,8,25,0.32,32,53,.604,30,35,.857,4,24,16,12,5,20,28,118
0,2022,Natalie Achonwa,22,332,0,47,91,0.516,0,2,0.0,47,89,.528,22,27,.815,25,90,37,9,7,22,36,116
1,2022,Julie Allemand,25,402,4,25,60,0.417,9,31,0.29,16,29,.552,15,18,.833,9,39,85,14,3,33,23,74
2,2022,Lindsay Allen,9,134,0,20,38,0.526,8,14,0.571,12,24,.500,12,13,.923,0,14,31,2,0,7,11,60
3,2022,Rebecca Allen,25,523,19,64,169,0.379,26,83,0.313,38,86,.442,20,24,.833,8,84,31,19,24,24,48,174
4,2022,Yvonne Anderson,11,101,0,12,26,0.462,4,10,0.4,8,16,.500,7,7,1.000,3,9,12,3,2,11,14,35
