,Season,Player,G,MP,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
5,2004,Alana Beard,34,1025,34,159,380,0.418,21,56,0.375,138,324,.426,107,149,.718,28,143,91,69,34,80,98,446
6,2004,Lucienne Berthieu,16,134,0,12,34,0.353,0,0,,12,34,.353,13,18,.722,12,27,4,6,2,9,28,37
7,2004,Tully Bevilaqua,34,358,0,24,60,0.4,11,26,0.423,13,34,.382,20,29,.690,6,26,29,38,2,26,48,79
8,2004,Agnieszka Bibrzycka,24,465,9,55,151,0.364,26,84,0.31,29,67,.433,23,26,.885,5,28,40,21,7,32,38,159
9,2004,Sue Bird,34,1136,34,151,326,0.463,64,146,0.438,87,180,.483,73,85,.859,22,106,184,51,5,87,48,439
10,2004,Tera Bjorklund,4,13,0,1,3,0.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,1,1,2
11,2004,Debbie Black,31,347,4,26,56,0.464,0,1,0.0,26,55,.473,3,4,.750,13,36,47,19,0,15,35,55
12,2004,Octavia Blue,13,155,3,16,42,0.381,0,4,0.0,16,38,.421,12,13,.923,12,21,5,1,0,7,10,44
13,2004,Ruthie Bolton,34,469,4,57,154,0.37,32,79,0.405,25,75,.333,14,19,.737,17,49,31,23,0,15,45,160
14,2004,Coretta Brown,26,398,0,37,108,0.343,20,56,0.357,17,52,.327,10,16,.625,10,34,41,7,1,31,31,104
15,2004,Kiesha Brown,26,371,0,35,88,0.398,13,28,0.464,22,60,.367,21,24,.875,9,50,42,13,2,33,21,104
16,2004,Jessica Brungo,33,314,0,18,59,0.305,10,38,0.263,8,21,.381,4,5,.800,10,37,27,4,4,12,21,50
17,2004,Rebekkah Brunson,34,494,1,59,140,0.421,0,0,,59,140,.421,33,46,.717,42,122,19,23,13,29,48,151
18,2004,Janell Burse,29,514,0,51,119,0.429,0,0,,51,119,.429,39,67,.582,51,96,19,23,36,41,84,141
19,2004,Tasha Butts,30,423,0,24,80,0.3,10,37,0.27,14,43,.326,18,25,.720,21,62,25,13,7,23,37,76
20,2004,Edna Campbell,22,332,22,29,76,0.382,16,39,0.41,13,37,.351,0,2,.000,3,19,16,5,2,15,24,74
21,2004,Dominique Canty,32,770,12,63,150,0.42,0,2,0.0,63,148,.426,51,72,.708,40,84,64,32,1,45,61,177
22,2004,Amisha Carter,2,13,0,0,0,,0,0,,0,0,,1,2,.500,0,4,0,2,0,3,5,1
23,2004,Swin Cash,32,1105,32,180,384,0.469,8,23,0.348,172,361,.476,158,219,.721,78,208,135,44,29,81,84,526
24,2004,Tamika Catchings,34,1149,33,180,468,0.385,56,167,0.335,124,301,.412,152,178,.854,79,249,115,67,38,77,90,568
25,2004,Kaayla Chones,13,115,1,11,27,0.407,0,0,,11,27,.407,6,11,.545,8,17,4,1,4,11,13,28
26,2004,Kayte Christensen,32,407,1,19,49,0.388,0,0,,19,49,.388,12,19,.632,27,69,23,21,7,26,89,50
27,2004,Shameka Christon,33,560,4,67,189,0.354,24,82,0.293,43,107,.402,33,51,.647,19,68,23,9,9,32,71,191
28,2004,Monique Coker,3,14,0,1,1,1.0,1,1,1.0,0,0,,0,0,,1,1,3,0,1,3,2,3
29,2004,Stacey Dales,31,782,26,87,228,0.382,40,119,0.336,47,109,.431,40,55,.727,17,64,78,20,3,37,61,254
30,2004,Helen Darling,33,707,22,43,130,0.331,12,55,0.218,31,75,.413,42,63,.667,11,67,115,30,4,74,83,140
31,2004,Anna DeForge,34,1152,34,165,396,0.417,70,181,0.387,95,215,.442,88,102,.863,23,123,107,51,8,68,51,488
32,2004,Jennifer Derevjanik,23,140,0,7,26,0.269,3,12,0.25,4,14,.286,2,2,1.000,1,9,14,8,0,10,20,19
33,2004,Tai Dillard,23,205,0,16,54,0.296,5,18,0.278,11,36,.306,0,1,.000,2,14,19,4,1,14,18,37
34,2004,Tamecka Dixon,32,913,21,119,269,0.442,5,11,0.455,114,258,.442,68,87,.782,32,110,112,36,1,71,86,311
35,2004,Bethany Donaphin,26,479,16,49,106,0.462,0,0,,49,106,.462,33,61,.541,30,71,16,11,8,21,60,131
36,2004,Katie Douglas,34,1120,34,125,321,0.389,53,153,0.346,72,168,.429,61,77,.792,33,132,90,50,13,52,73,364
37,2004,Margo Dydek,34,682,24,90,208,0.433,1,2,0.5,89,206,.432,44,58,.759,30,168,60,20,48,64,70,225
38,2004,Simone Edwards,23,257,3,20,55,0.364,0,0,,20,55,.364,8,19,.421,25,56,5,8,3,13,25,48
39,2004,Teresa Edwards,34,697,34,74,200,0.37,25,85,0.294,49,115,.426,21,30,.700,29,90,79,47,8,93,37,194
40,2004,Barbara Farris,26,422,0,41,80,0.513,0,0,,41,80,.513,36,54,.667,28,61,7,8,2,26,46,118
41,2004,Allison Feaster,33,1052,32,132,332,0.398,45,143,0.315,87,189,.460,79,91,.868,22,84,60,27,6,68,61,388
42,2004,Marie Ferdinand-Harris,17,509,17,67,162,0.414,10,27,0.37,57,135,.422,55,64,.859,18,54,29,32,2,35,34,199
43,2004,Cheryl Ford,31,912,31,118,287,0.411,0,0,,118,287,.411,93,158,.589,104,297,34,41,25,54,118,329
44,2004,Trina Frierson,5,22,0,2,9,0.222,0,1,0.0,2,8,.250,3,3,1.000,3,5,0,0,0,1,7,7
45,2004,Candace Futrell,20,144,0,11,38,0.289,7,17,0.412,4,21,.190,13,16,.813,7,19,10,5,1,7,20,42
46,2004,Adrienne Goodson,34,1068,34,142,317,0.448,4,16,0.25,138,301,.458,84,102,.824,89,235,60,28,2,67,77,372
47,2004,Shaunzinski Gortman,4,24,0,0,0,,0,0,,0,0,,0,0,,0,4,2,0,1,2,0,0
48,2004,Michelle Greco,13,73,0,10,18,0.556,0,2,0.0,10,16,.625,9,13,.692,3,10,8,3,0,8,6,29
49,2004,Yolanda Griffith,34,1031,34,177,341,0.519,0,1,0.0,177,340,.521,140,186,.753,122,246,42,75,41,59,99,494
50,2004,Lady Grooms,28,235,0,19,66,0.288,0,0,,19,66,.288,11,12,.917,10,18,11,7,2,2,14,49
51,2004,Gordana Grubin,5,24,0,0,3,0.0,0,0,,0,3,.000,2,2,1.000,0,1,0,0,0,3,2,2
52,2004,Becky Hammon,34,1130,34,153,354,0.432,57,170,0.335,96,184,.522,97,116,.836,17,118,150,58,2,118,73,460
53,2004,Vanessa Hayden,29,350,1,66,159,0.415,0,0,,66,159,.415,21,38,.553,23,84,7,7,29,34,65,153
54,2004,Jessie Hicks,27,371,10,52,111,0.468,0,0,,52,111,.468,23,38,.605,23,57,18,17,13,34,57,127
55,2004,Doneeka Lewis,24,245,3,16,52,0.308,4,17,0.235,12,35,.343,7,10,.700,3,22,16,10,2,17,9,43
56,2004,Ebony Hoffman,30,334,13,26,83,0.313,5,17,0.294,21,66,.318,3,4,.750,34,87,21,15,5,27,51,60
57,2004,Chamique Holdsclaw,23,801,22,162,403,0.402,7,17,0.412,155,386,.402,106,132,.803,51,191,56,39,18,57,67,437
58,2004,Kedra Holland-Corn,27,703,21,59,159,0.371,31,97,0.32,28,62,.452,28,41,.683,19,66,53,40,3,46,51,177
59,2004,Niele Ivey,15,179,1,11,37,0.297,8,24,0.333,3,13,.231,4,6,.667,2,10,18,4,3,6,20,34
60,2004,Deanna Jackson,34,804,32,92,251,0.367,0,12,0.0,92,239,.385,52,73,.712,57,113,53,29,6,52,82,236
61,2004,Lauren Jackson,31,1070,31,220,460,0.478,52,115,0.452,168,345,.487,142,175,.811,64,207,51,31,62,67,93,634
62,2004,Tamicha Jackson,25,405,12,57,135,0.422,10,25,0.4,47,110,.427,11,16,.688,7,37,45,20,1,28,21,135
63,2004,Amber Jacobs,32,391,0,31,100,0.31,19,60,0.317,12,40,.300,20,22,.909,3,36,47,13,0,45,36,101
64,2004,LaTonya Johnson,6,36,0,2,7,0.286,2,6,0.333,0,1,.000,0,2,.000,0,1,1,2,0,2,3,6
65,2004,Pollyanna Johns Kimbrough,19,157,0,3,17,0.176,0,0,,3,17,.176,16,21,.762,16,29,1,4,3,8,21,22
66,2004,Shannon Johnson,31,954,30,89,234,0.38,27,76,0.355,62,158,.392,82,107,.766,14,82,136,48,4,99,69,287
67,2004,Tiffani Johnson,33,660,11,59,118,0.5,0,0,,59,118,.500,24,32,.750,30,122,27,9,17,31,72,142
68,2004,Vickie Johnson,34,1119,34,121,293,0.413,17,60,0.283,104,233,.446,62,70,.886,37,121,124,25,4,71,75,321
69,2004,Asjha Jones,34,699,1,96,239,0.402,2,6,0.333,94,233,.403,41,48,.854,51,118,39,20,18,53,82,235
70,2004,Chandi Jones,31,397,8,37,103,0.359,8,32,0.25,29,71,.408,25,31,.806,8,34,45,18,5,40,41,107
71,2004,Merlakia Jones,33,517,2,76,205,0.371,4,15,0.267,72,190,.379,24,32,.750,23,69,21,19,2,26,41,180
72,2004,Sheila Lambert,34,788,25,75,177,0.424,7,27,0.259,68,150,.453,40,51,.784,19,68,88,26,4,82,46,197
73,2004,Amanda Lassiter,33,563,12,47,135,0.348,27,89,0.303,20,46,.435,6,9,.667,15,80,37,21,22,40,74,127
74,2004,Kara Lawson,34,827,10,103,245,0.42,51,134,0.381,52,111,.468,37,44,.841,12,77,68,21,8,53,41,294
75,2004,Betty Lennox,32,920,32,139,330,0.421,22,83,0.265,117,247,.474,58,68,.853,28,159,79,34,3,77,89,358
76,2004,Lisa Leslie,34,1150,34,223,451,0.494,6,22,0.273,217,429,.506,146,205,.712,60,336,88,50,98,110,130,598
77,2004,Tynesha Lewis,34,617,2,91,210,0.433,20,50,0.4,71,160,.444,44,58,.759,23,57,44,27,7,44,47,246
78,2004,Stacey Lovelace,34,388,0,49,122,0.402,3,17,0.176,46,105,.438,20,24,.833,25,66,20,18,9,45,47,121
79,2004,Mwadi Mabika,31,965,31,159,383,0.415,38,94,0.404,121,289,.419,89,108,.824,39,122,75,36,3,48,88,445
80,2004,Laura Macchi,25,410,15,52,106,0.491,7,26,0.269,45,80,.563,41,55,.745,23,61,14,21,6,29,56,152
81,2004,Hamchetou Maiga-Ba,34,480,0,62,132,0.47,0,0,,62,132,.470,16,29,.552,35,71,25,29,6,49,63,140
82,2004,Raffaella Masciadri,17,116,0,10,25,0.4,4,11,0.364,6,14,.429,4,10,.400,1,5,8,1,0,5,23,28
83,2004,Kelly Mazzante,34,339,0,31,92,0.337,13,52,0.25,18,40,.450,4,6,.667,9,33,9,7,2,20,22,79
84,2004,Stephanie White,22,450,12,27,72,0.375,13,39,0.333,14,33,.424,24,34,.706,8,28,52,24,5,30,30,91
85,2004,Nikki McCray,27,371,9,30,67,0.448,5,11,0.455,25,56,.446,4,7,.571,10,29,13,7,0,18,35,69
86,2004,Teana Miller,9,77,0,14,27,0.519,0,0,,14,27,.519,7,14,.500,9,18,0,2,6,5,21,35
87,2004,Taj McWilliams-Franklin,34,1133,34,168,352,0.477,0,12,0.0,168,340,.494,77,128,.602,83,244,63,48,45,73,96,413
88,2004,Chasity Melvin,34,825,16,104,256,0.406,0,0,,104,256,.406,85,111,.766,63,131,37,15,18,52,89,293
89,2004,Giuliana Mendiola,6,39,0,4,8,0.5,2,5,0.4,2,3,.667,0,0,,2,5,3,0,0,3,2,10
90,2004,Coco Miller,33,637,8,72,167,0.431,5,19,0.263,67,148,.453,11,14,.786,35,63,43,18,3,27,60,160
91,2004,Kelly Miller,34,1096,34,126,326,0.387,46,112,0.411,80,214,.374,50,57,.877,28,108,106,37,5,74,81,348
92,2004,DeLisha Milton-Jones,19,604,19,65,161,0.404,11,37,0.297,54,124,.435,45,62,.726,35,90,31,23,10,48,63,186
93,2004,Tamara Moore,32,387,0,27,61,0.443,3,10,0.3,24,51,.471,25,29,.862,7,28,53,26,9,34,46,82
94,2004,Astou Ndiaye-Diatta,10,74,0,5,19,0.263,0,0,,5,19,.263,2,4,.500,2,11,4,1,3,8,7,12
95,2004,Deanna Nolan,34,1138,34,166,435,0.382,33,114,0.289,133,321,.414,99,124,.798,29,134,112,66,12,90,75,464
96,2004,Nicole Ohlde,34,1018,34,136,308,0.442,0,2,0.0,136,306,.444,125,177,.706,83,194,60,16,45,74,103,397
97,2004,Murriel Page,33,809,19,81,175,0.463,0,3,0.0,81,172,.471,22,40,.550,40,140,36,25,16,30,85,184
98,2004,Wendy Palmer,33,786,33,108,253,0.427,13,41,0.317,95,212,.448,68,85,.800,47,182,30,23,5,40,77,297
99,2004,Ticha Penicheiro,33,970,32,63,178,0.354,23,68,0.338,40,110,.364,50,70,.714,14,102,163,64,2,72,64,199
100,2004,Jocelyn Penn,1,3,0,2,2,1.0,0,0,,2,2,1.000,0,0,,0,1,0,0,0,0,0,4
101,2004,Jia Perkins,4,17,0,0,5,0.0,0,0,,0,5,.000,3,4,.750,1,3,1,3,0,1,2,3
102,2004,Tari Phillips,13,311,13,33,95,0.347,0,0,,33,95,.347,21,46,.457,28,70,16,14,10,33,41,87
103,2004,Plenette Pierson,31,803,25,112,253,0.443,0,3,0.0,112,250,.448,66,109,.606,46,131,26,26,17,49,102,290
104,2004,Elaine Powell,30,760,26,52,138,0.377,0,0,,52,138,.377,29,50,.580,31,84,134,36,8,61,67,133
105,2004,Nicole Powell,31,384,0,50,121,0.413,24,58,0.414,26,63,.413,8,10,.800,10,71,16,15,4,22,37,132
106,2004,Felicia Ragland,34,517,10,44,120,0.367,19,49,0.388,25,71,.352,11,13,.846,19,67,38,25,3,32,48,118
107,2004,Semeka Randall,29,462,8,53,143,0.371,0,5,0.0,53,138,.384,30,48,.625,26,60,20,22,4,28,41,136
108,2004,Kristen Rasmussen,33,692,4,56,135,0.415,10,27,0.37,46,108,.426,30,38,.789,41,113,47,21,14,35,51,152
109,2004,Ruth Riley,34,1037,34,153,343,0.446,1,2,0.5,152,341,.446,71,87,.816,68,199,50,31,53,82,121,378
110,2004,Ashley Robinson,19,130,0,7,14,0.5,0,1,0.0,7,13,.538,3,7,.429,4,13,2,8,10,4,22,17
111,2004,Crystal Robinson,28,890,27,122,279,0.437,55,144,0.382,67,135,.496,40,43,.930,19,83,58,24,8,33,77,339
112,2004,Nykesha Sales,34,1096,34,210,486,0.432,41,129,0.318,169,357,.473,56,77,.727,33,135,97,75,8,76,98,517
113,2004,Sheri Sam,34,1018,32,117,284,0.412,11,42,0.262,106,242,.438,65,76,.855,42,139,82,53,6,63,108,310
114,2004,Isabel Sanchez,10,62,0,6,14,0.429,2,5,0.4,4,9,.444,8,11,.727,3,5,3,2,0,11,6,22
115,2004,Nakia Sanford,31,653,29,63,126,0.5,0,0,,63,126,.500,43,75,.573,53,154,18,18,16,37,99,169
116,2004,Kelly Schumacher,32,601,7,92,196,0.469,5,13,0.385,87,183,.475,35,45,.778,36,104,25,10,31,52,67,224
117,2004,Olympia Scott,34,398,0,27,67,0.403,0,1,0.0,27,66,.409,19,32,.594,28,65,10,9,13,36,78,73
118,2004,K.B. Sharp,30,240,0,9,37,0.243,0,12,0.0,9,25,.360,11,12,.917,5,21,33,6,1,20,7,29
119,2004,Gwen Slaughter,3,7,0,0,1,0.0,0,0,,0,1,.000,2,2,1.000,0,1,0,0,1,0,0,2
120,2004,Aiysha Smith,29,403,3,42,103,0.408,9,16,0.563,33,87,.379,22,34,.647,26,69,15,17,12,21,38,115
121,2004,Charlotte Smith,34,977,34,99,206,0.481,29,58,0.5,70,148,.473,53,73,.726,50,139,40,18,13,55,109,280
122,2004,Katie Smith,23,800,23,137,318,0.431,60,139,0.432,77,179,.430,98,109,.899,17,84,52,23,6,51,63,432
123,2004,Tangela Smith,34,908,33,165,401,0.411,5,29,0.172,160,372,.430,45,56,.804,46,138,50,38,25,53,86,380
124,2004,Michelle Snow,31,893,31,104,229,0.454,0,0,,104,229,.454,68,113,.602,62,239,31,28,35,71,89,276
125,2004,Dawn Staley,34,1143,34,106,246,0.431,24,59,0.407,82,187,.439,66,87,.759,12,58,171,43,2,74,83,302
126,2004,Kate Starbird,12,117,0,6,23,0.261,3,10,0.3,3,13,.231,5,6,.833,6,9,11,6,0,9,7,20
127,2004,Stacy Stephens,7,36,1,2,6,0.333,0,0,,2,6,.333,0,2,.000,2,9,3,0,0,2,7,4
128,2004,Mandisa Stevenson,29,259,0,15,45,0.333,1,1,1.0,14,44,.318,7,8,.875,11,35,5,6,4,11,32,38
129,2004,Andrea Stinson,34,777,34,79,191,0.414,11,37,0.297,68,154,.442,34,44,.773,25,119,49,27,7,41,60,203
130,2004,Tammy Sutton-Brown,34,970,34,106,224,0.473,0,0,,106,224,.473,113,162,.698,63,211,15,31,71,71,111,325
131,2004,Sheryl Swoopes,31,1070,31,181,429,0.422,20,65,0.308,161,364,.442,77,90,.856,38,153,91,47,16,59,56,459
132,2004,Diana Taurasi,34,1130,34,209,503,0.416,62,188,0.33,147,315,.467,98,129,.760,28,149,132,43,25,90,117,578
133,2004,Lindsay Taylor,5,26,0,1,5,0.2,1,3,0.333,0,2,.000,0,0,,0,3,2,1,1,1,7,3
134,2004,Penny Taylor,33,1076,33,150,310,0.484,41,96,0.427,109,214,.509,93,108,.861,51,160,82,52,14,81,108,434
135,2004,Nikki Teasley,34,1105,34,108,278,0.388,68,165,0.412,40,113,.354,52,68,.765,29,116,207,42,7,103,89,336
136,2004,Christi Thomas,31,547,8,66,143,0.462,5,11,0.455,61,132,.462,28,41,.683,43,120,23,18,14,27,80,165
137,2004,LaToya Thomas,31,964,30,171,350,0.489,3,8,0.375,168,342,.491,95,113,.841,48,138,42,25,11,56,99,440
138,2004,Stacey Thomas,1,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
139,2004,Alicia Thompson,23,182,2,24,54,0.444,3,16,0.188,21,38,.553,1,2,.500,8,24,9,6,0,7,9,52
140,2004,Tina Thompson,26,943,26,180,448,0.402,44,108,0.407,136,340,.400,116,147,.789,44,157,48,22,23,69,68,520
141,2004,Erin Thorn,17,156,1,12,45,0.267,9,31,0.29,3,14,.214,1,2,.500,0,8,8,4,1,9,5,34
142,2004,Iciss Tillis,31,287,1,35,74,0.473,6,18,0.333,29,56,.518,7,12,.583,13,39,13,9,8,23,23,83
143,2004,Slobodanka Tuvic,33,691,26,37,99,0.374,0,1,0.0,37,98,.378,17,24,.708,25,123,32,25,37,41,115,91
144,2004,Mfon Udoka,3,19,0,0,2,0.0,0,0,,0,2,.000,1,4,.250,2,3,0,0,0,1,5,1
145,2004,Michele Van Gorp,8,66,0,9,19,0.474,0,1,0.0,9,18,.500,4,8,.500,6,13,1,0,1,7,8,22
146,2004,Kamila Vodichkova,34,873,34,94,241,0.39,1,2,0.5,93,239,.389,84,108,.778,65,168,55,32,12,73,110,273
147,2004,Ayana Walker,18,148,1,8,28,0.286,0,0,,8,28,.286,2,6,.333,10,26,6,1,4,5,13,18
148,2004,DeMya Walker,34,884,34,111,267,0.416,0,10,0.0,111,257,.432,62,103,.602,72,143,86,26,13,86,109,284
149,2004,Ann Wauters,13,271,4,29,66,0.439,1,3,0.333,28,63,.444,23,29,.793,10,40,21,4,8,21,28,82
150,2004,Teresa Weatherspoon,34,292,0,8,25,0.32,1,3,0.333,7,22,.318,0,0,,6,29,32,12,1,26,27,17
151,2004,Lindsay Whalen,31,946,30,83,183,0.454,20,57,0.351,63,126,.500,89,122,.730,21,90,148,39,0,94,72,275
152,2004,DeTrina White,31,420,2,37,68,0.544,0,0,,37,68,.544,8,17,.471,51,118,9,8,10,36,37,82
153,2004,Tamika Whitmore,34,595,5,77,173,0.445,7,16,0.438,70,157,.446,49,72,.681,38,106,17,12,5,34,73,210
154,2004,Le'coe Willingham,23,175,0,24,38,0.632,0,1,0.0,24,37,.649,20,26,.769,22,43,7,8,2,12,16,68
155,2004,Natalie Williams,34,956,34,133,293,0.454,0,4,0.0,133,289,.460,83,119,.697,93,235,62,40,23,65,122,349
156,2004,Tamika Williams,34,978,33,102,189,0.54,1,4,0.25,101,185,.546,49,87,.563,82,205,38,39,5,66,65,254
157,2004,Toccara Williams,26,417,4,16,46,0.348,1,2,0.5,15,44,.341,22,29,.759,7,39,43,35,5,31,36,55
158,2004,Shereka Wright,24,243,0,13,42,0.31,6,13,0.462,7,29,.241,25,32,.781,17,27,8,3,1,15,19,57
159,2004,Nevriye Yilmaz,7,77,0,6,24,0.25,1,7,0.143,5,17,.294,6,6,1.000,3,10,2,3,1,4,15,19
160,2004,La'Keshia Frett,26,347,2,47,98,0.48,0,0,,47,98,.480,23,37,.622,17,50,18,10,7,24,29,117
161,2004,Gwen Jackson,33,426,4,46,93,0.495,1,6,0.167,45,87,.517,24,32,.750,31,81,15,6,4,15,34,117
162,2004,Jae Kingi-Cross,18,143,0,6,18,0.333,3,7,0.429,3,11,.273,8,11,.727,5,14,13,5,2,9,11,23
163,2004,Adrian Williams-Strong,23,294,8,42,105,0.4,0,0,,42,105,.400,13,21,.619,16,49,13,19,6,27,35,97
0,2005,Svetlana Abrosimova,31,777,31,109,276,0.395,33,82,0.402,76,194,.392,53,73,.726,29,107,60,48,6,80,86,304
1,2005,Mactabene Amachree,3,3,0,0,1,0.0,0,0,,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,2
2,2005,Chantelle Anderson,34,669,19,83,178,0.466,0,0,,83,178,.466,37,46,.804,28,90,11,8,15,55,106,203
3,2005,Janeth Arcain,34,1079,34,128,304,0.421,3,16,0.188,125,288,.434,83,94,.883,20,93,53,55,6,56,85,342
4,2005,Elena Baranova,33,953,33,104,236,0.441,33,85,0.388,71,151,.470,47,55,.855,39,227,59,25,46,59,79,288
5,2005,Suzy Batkovic-Brown,29,461,0,76,174,0.437,2,7,0.286,74,167,.443,45,58,.776,26,94,26,17,24,32,85,199
6,2005,Jacqueline Batteast,8,46,0,0,6,0.0,0,0,,0,6,.000,0,0,,0,5,3,0,1,3,4,0
7,2005,Ashley Battle,2,8,0,1,2,0.5,0,0,,1,2,.500,0,0,,0,2,0,0,0,1,1,2
8,2005,Alana Beard,30,1015,30,155,408,0.38,32,101,0.317,123,307,.401,80,105,.762,25,130,90,45,9,63,87,422
9,2005,Jenni Benningfield,10,52,0,3,8,0.375,0,2,0.0,3,6,.500,3,4,.750,3,6,4,1,1,4,5,9
10,2005,Tully Bevilaqua,31,873,31,63,162,0.389,44,116,0.379,19,46,.413,24,44,.545,12,63,80,60,0,51,69,194
11,2005,Sue Bird,30,1020,30,130,294,0.442,45,103,0.437,85,191,.445,59,69,.855,21,72,176,29,6,87,46,364
12,2005,Kara Braxton,33,455,2,97,210,0.462,0,1,0.0,97,209,.464,33,60,.550,42,100,14,18,13,52,78,227
13,2005,Coretta Brown,6,23,0,2,5,0.4,2,5,0.4,0,0,,0,0,,0,2,3,1,0,3,1,6
14,2005,Jessica Brungo,12,48,0,1,9,0.111,0,4,0.0,1,5,.200,0,0,,1,6,2,0,0,2,4,2
15,2005,Rebekkah Brunson,34,722,16,105,246,0.427,0,0,,105,246,.427,55,92,.598,75,187,16,28,15,42,61,265
16,2005,Janell Burse,34,859,34,127,243,0.523,0,0,,127,243,.523,86,123,.699,81,199,23,19,40,78,139,340
17,2005,Edna Campbell,28,248,2,21,67,0.313,5,19,0.263,16,48,.333,1,1,1.000,2,14,14,7,0,15,20,48
18,2005,Dominique Canty,33,997,32,95,238,0.399,0,4,0.0,95,234,.406,80,110,.727,25,108,101,29,2,67,75,270
19,2005,Jamie Carey,15,85,0,7,19,0.368,4,13,0.308,3,6,.500,0,0,,2,6,7,2,0,4,9,18
20,2005,Amisha Carter,3,13,0,0,1,0.0,0,0,,0,1,.000,0,0,,0,2,0,0,0,1,4,0
21,2005,Swin Cash,21,458,21,48,126,0.381,2,10,0.2,46,116,.397,21,32,.656,42,88,43,12,6,47,44,119
22,2005,Iziane Castro Marques,33,879,32,93,242,0.384,24,72,0.333,69,170,.406,59,73,.808,23,97,49,18,4,59,73,269
23,2005,Tamika Catchings,34,1174,34,157,410,0.383,35,123,0.285,122,287,.425,152,193,.788,69,264,143,90,16,91,96,501
24,2005,Kaayla Chones,12,61,0,6,14,0.429,0,0,,6,14,.429,2,3,.667,2,6,1,1,0,4,9,14
25,2005,Kayte Christensen,11,108,1,7,15,0.467,0,0,,7,15,.467,4,7,.571,9,22,7,7,5,10,25,18
26,2005,Shameka Christon,34,809,9,111,270,0.411,24,89,0.27,87,181,.481,65,76,.855,25,92,41,33,19,50,100,311
27,2005,Edniesha Curry,13,113,0,7,23,0.304,6,16,0.375,1,7,.143,3,6,.500,4,11,12,7,1,10,16,23
28,2005,Helen Darling,31,600,11,27,88,0.307,10,32,0.313,17,56,.304,43,58,.741,5,47,83,41,0,51,73,107
29,2005,Anna DeForge,33,1131,33,142,364,0.39,47,144,0.326,95,220,.432,102,120,.850,31,114,80,41,7,81,66,433
30,2005,Jennifer Derevjanik,34,359,1,8,22,0.364,1,7,0.143,7,15,.467,7,16,.438,10,30,40,11,2,26,47,24
31,2005,Tai Dillard,10,51,0,4,16,0.25,0,3,0.0,4,13,.308,1,4,.250,1,6,3,2,0,3,5,9
32,2005,Tamecka Dixon,30,607,23,63,154,0.409,0,5,0.0,63,149,.423,34,40,.850,24,67,77,24,2,40,73,160
33,2005,Katie Douglas,32,998,32,119,288,0.413,31,110,0.282,88,178,.494,82,106,.774,45,130,94,48,4,54,57,351
34,2005,Margo Dydek,31,671,30,87,162,0.537,1,2,0.5,86,160,.538,50,65,.769,27,195,38,8,71,47,62,225
35,2005,Simone Edwards,28,201,0,24,41,0.585,0,0,,24,41,.585,7,12,.583,9,31,3,4,2,4,13,55
36,2005,Shyra Ely-Gash,31,528,11,50,132,0.379,9,31,0.29,41,101,.406,30,39,.769,11,62,27,7,4,33,42,139
37,2005,Barbara Farris,34,444,1,25,73,0.342,0,0,,25,73,.342,33,54,.611,31,84,19,8,1,43,55,83
38,2005,Allison Feaster,21,666,21,61,162,0.377,37,86,0.43,24,76,.316,33,39,.846,9,37,51,14,2,38,52,192
39,2005,Sui Feifei,5,24,0,1,6,0.167,1,1,1.0,0,5,.000,4,4,1.000,0,1,3,0,0,2,3,7
40,2005,Marie Ferdinand-Harris,31,999,31,132,358,0.369,20,65,0.308,112,293,.382,104,134,.776,40,116,68,46,5,70,74,388
41,2005,Cheryl Ford,33,932,33,120,279,0.43,0,0,,120,279,.430,73,150,.487,113,322,26,33,46,69,143,313
42,2005,La'Keshia Frett,33,361,1,42,88,0.477,0,0,,42,88,.477,14,19,.737,15,38,18,12,4,18,52,98
43,2005,Yolanda Griffith,34,962,33,173,357,0.485,0,0,,173,357,.485,123,174,.707,87,223,52,42,31,68,98,469
44,2005,Gordana Grubin,9,41,0,0,8,0.0,0,2,0.0,0,6,.000,1,4,.250,1,6,5,1,0,2,4,1
45,2005,Becky Hammon,34,1165,34,145,336,0.432,65,178,0.365,80,158,.506,118,131,.901,20,114,146,60,2,107,77,473
46,2005,Lisa Harrison,27,297,2,15,34,0.441,0,1,0.0,15,33,.455,11,14,.786,13,39,10,5,1,12,33,41
47,2005,Kristi Harrower,34,832,34,53,151,0.351,22,68,0.324,31,83,.373,28,36,.778,11,82,96,38,1,54,37,156
48,2005,Vanessa Hayden,31,595,25,103,238,0.433,0,0,,103,238,.433,40,72,.556,48,163,23,15,68,63,110,246
49,2005,Kristin Haynie,30,434,0,40,117,0.342,5,32,0.156,35,85,.412,19,23,.826,19,62,43,33,1,35,41,104
50,2005,Doneeka Lewis,32,669,11,65,157,0.414,31,69,0.449,34,88,.386,17,25,.680,8,47,77,18,7,48,35,178
51,2005,Roneeka Hodges,26,188,0,13,47,0.277,5,26,0.192,8,21,.381,2,2,1.000,9,17,7,3,0,3,8,33
52,2005,Ebony Hoffman,33,497,0,47,116,0.405,1,2,0.5,46,114,.404,25,30,.833,34,97,16,21,10,23,59,120
